"Id"|"Titulo"|"Precio"|"Modelo_anyo"|"Kilometros"|"Ubicacion"|"URL"|"Color"|"Combustible"|"Recorrido"|"Marca"|"Departamento"|"Ciudad"|"Barrio"|"Modelo"|"Unico"|"Placa"|"Anyo"|"Version"|"FrenosABS"|"Aire"|"Airbag"|"Asientos"|"Cilindros"|"Direccion"|"Financiamiento"|"Motor"|"Negociable"|"MotorReparado"|"Sonido"|"Traccion"|"Transmision"|"Vidrios"|"AlarmaControl"|"Asegurado"|"RastreoSatelital"|"CD"|"DVD"|"Planta"|"Buffer"|"Estribos"|"ForroLlantaRepuesto"|"LlantasNuevas"|"LucesAntiNiebla"|"PeliculaSeguridad"|"RetrovisoresElectricos"|"ReVTecnicoMecanica"|"RinesLujo"|"Spoiler"|"SunRoof"|"BloqueoCentral"|"ForroVolante"|"ForroAsientos"|"VolanteDeportivo"|"fecha_grabacion"
133|"Mazda 2"|"$ 22.500.000"|"2009"|"139.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-451857284-mazda-mazda-2-_JM"|"Verde"|"Gasolina"|"139000"|"Mazda"|"Bogotá D.c. "|" Barrios Unidos"|" Rionegro"|"Mazda 2"|"No"|"GIY-219"|"2009"|||"Sí"||"Tela"|"4"|"Hidráulica"||"1500"|"Sí"||"CD"||"Mecánica"|"Eléctricos"||||||||||||||||||||||2017-09-04
134|"Mazda 2 Hb"|"$ 33.000.000"|"2012"|"73.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-454031471-mazda-mazda-2-hb-_JM"|"Beige"|"Gasolina"|"73000"|"Mazda"|"Antioquia "|" Medellín"||"Mazda 2"|"Sí"|"KKK-292"|"2012"|"HB"|"Sí"|"Sí"|"Sí"|"Cuero"|"4L"|"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|1|1||||||||1|1|1|1||1|1||1|||1|2017-09-04
135|"Mazda 2 Gran Touring"|"$ 50.000.000"|"2017"|"14.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-454851351-mazda-mazda-2-gran-touring-_JM"|"Plateado"|"Gasolina"|"14000"|"Mazda"|"Bogotá D.c. "|" Usaquén"|" Multicentro"|"Mazda 2"|"Sí"|"JET-060"|"2017"|"Gran Touring"|"Sí"|"Sí"|"Sí"|"Cuero"|"4l"|"Asistida"|"No"|"1500"|"Sí"|"No"|"MP3"||"Automática"|"Eléctricos"|1|1|||||||||1|1||||||1||||2017-09-04
136|"Mazda 2 Sport"|"$ 29.000.000"|"2012"|"32.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-452380213-mazda-mazda-2-sport-_JM"|"Negro"|"Gasolina"|"32000"|"Mazda"|"Bogotá D.c. "|" Chapinero"|" Chapinero Alto"|"Mazda 2"|"No"|"KLN-204"|"2012"|"Sport"|"No"|"Sí"|"Sí"|"Cuero"||"Hidráulica"|"No"|"1500"|"Sí"|"No"|"CD"|"4x2"|"Automática"|"Eléctricos"||||||||||||||||||1||||2017-09-04
137|"Mazda 2 Touring Aut"|"$ 43.500.000"|"2016"|"42.000 Km"|"Tolima"|"http://articulo.tucarro.com.co/MCO-452208486-mazda-mazda-2-touring-aut-_JM"|"Rojo"|"Gasolina"|"42000"|"Mazda"|"Tolima "|" Ibagué"||"Mazda 2"|"Sí"|"8"|"2016"|"Touring Aut"|"Sí"|"Sí"|"Sí"|"Cuero"||"Hidráulica"|"No"||"Sí"||"CD"|"4x2"|"Automática"|"Eléctricos"|1||||1|||||||||||||1||||2017-09-04
138|"Mazda 2"|"$ 33.000.000"|"2015"|"50.000 Km"|"Santander"|"http://articulo.tucarro.com.co/MCO-455129767-mazda-mazda-2-_JM"|"Rojo"|"Gasolina"|"50000"|"Mazda"|"Santander "|" Bucaramanga"||"Mazda 2"|"Sí"|"***-**6"|"2015"||"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"||"1500"|"Sí"||"MP3"||"Mecánica"|"Eléctricos"|1||||||||||1|1|1||1|||1||||2017-09-04
139|"Mazda 2"|"$ 31.500.000"|"2014"|"29.828 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-452810889-mazda-mazda-2-_JM"|"Azul"|"Gasolina"|"29828"|"Mazda"|"Bogotá D.c. "|" Engativa"|" Normandía"|"Mazda 2"|"Sí"|"hbz-734"|"2014"||"Sí"|"Sí"|"Sí"|"Tela"|"6"|"Hidráulica"|"No"|"1498"|"Sí"|"No"|"MP3"|"4x2"|"Mecánica"|"Eléctricos"||1||||||||||1|||1|||||||2017-09-04
140|"Mazda 2 2013"|"$ 31.500.000"|"2013"|"26.500 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-452121537-mazda-mazda-2-2013-_JM"|"Rojo"|"Gasolina"|"26500"|"Mazda"|"Bogotá D.c. "|" Usaquén"|" Cedritos"|"Mazda 2"||"NCW962"|"2013"||"Sí"|"Sí"|"Sí"|"Cuero"||"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1|1|||||||||1|1||||||1||||2017-09-04
141|"Mazda 2"|"$ 28.000.000"|"2012"|"62.500 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-451805276-mazda-mazda-2-_JM"|"Azul"|"Gasolina"|"62500"|"Mazda"|"Bogotá D.c. "|" Engativa"|" Villa Luz"|"Mazda 2"|"Sí"|"RNX-610"|"2012"||"Sí"|"Sí"|"Sí"|"Cuero"|"4"|"Asistida"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1||||||||||1|1|||1|||1||||2017-09-04
142|"Mazda 2"|"$ 25.500.000"|"2010"|"102.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-454110717-mazda-mazda-2-_JM"|"Gris"|"Gasolina"|"102000"|"Mazda"|"Antioquia "|" Medellín"||"Mazda 2"||"FHP-646"|"2010"||"Sí"|"Sí"|"Sí"|"Tela"|"4"|"Hidráulica"|"No"|"1500"|"Sí"||"MP3"|"4x2"|"Mecánica"|"Eléctricos"||1||||||||||1|||1|||||||2017-09-04
143|"Mazda 2 Touring"|"$ 45.000.000"|"2016"|"22.000 Km"|"Atlántico"|"http://articulo.tucarro.com.co/MCO-453431469-mazda-mazda-2-touring-_JM"|"Gris"|"Gasolina"|"22000"|"Mazda"|"Atlántico "|" Barranquilla"||"Mazda 2"|"Sí"|"*****3"|"2016"|"TOURING"|"Sí"|"Sí"|"Sí"|"Tela"|"4"|"Asistida"|"No"|"1500CC"|"Sí"|"No"|"CD"|"4x2"|"Automática"|"Eléctricos"|1|||||||1|1|1|1|1||1|1|1||||||2017-09-04
144|"Mazda 2 Grand Touring"|"$ 47.900.000"|"2016"|"38.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-452227912-mazda-mazda-2-grand-touring-_JM"|"Gris"|"Gasolina"|"38000"|"Mazda"|"Antioquia "|" Medellín"||"Mazda 2"|"Sí"|"OIS-425"|"2016"|"Grand Touring"|"Sí"|"Sí"|"Sí"|"Cuero"|"4L"|"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|1|1|||||||||1|1|1||1|1||1|||1|2017-09-04
145|"Mazda 2"|"$ 28.900.000"|"2010"|"53.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-454109695-mazda-mazda-2-_JM"|"Blanco"|"Gasolina"|"53000"|"Mazda"|"Antioquia "|" Medellín"||"Mazda 2"||"KBP-363"|"2010"||"Sí"|"Sí"|"Sí"|"Cuero"|"4"|"Hidráulica"|"No"|"1500"|"Sí"||"MP3"|"4x2"|"Automática"|"Eléctricos"|1|||||||||1||1||||||1||||2017-09-04
146|"Mazda 2 Skyactiv"|"$ 56.920.000"|"2017"|"0 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-435075290-mazda-mazda-2-sport-_JM"|"Gris"|"Gasolina"|"0"|"Mazda"|"Bogotá D.c. "|" Bogota"||"Mazda 2"|"Sí"|"000000"|"2017"|"SKYACTIV"|"Sí"|"Sí"|"Sí"|"Tela"|"4"|"Asistida"|"Sí"|"1500"|"No"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"||||||||1||1|1||1||1|1||1||||2017-09-04
147|"Mazda 2 Hatch Back"|"$ 23.800.000"|"2010"|"84.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-454614032-mazda-mazda-2-hatch-back-_JM"|"Plateado"|"Gasolina"|"84000"|"Mazda"|"Bogotá D.c. "|" Usaquén"|" Cedritos"|"Mazda 2"|"No"|"RAK674"|"2010"|"HATCH BACK"|"Sí"|"Sí"|"Sí"|"Tela"||"Asistida"|"No"|"1500"|"Sí"|"No"|"MP3"||"Mecánica"|"Eléctricos"|1|1||||||||1|1|1|1|1|1|1||1||||2017-09-04
148|"Mazda 2 H.b"|"$ 35.500.000"|"2014"|"23.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-455169477-mazda-mazda-2-hb-_JM"|"Blanco"|"Gasolina"|"23000"|"Mazda"|"Bogotá D.c. "|" Suba"|" San José del Prado"|"Mazda 2"|"Sí"|"HSY579"|"2014"|"H.B"|"Sí"|"Sí"|"Sí"|"Tela"||"Asistida"|"Sí"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|1|||1|||1|||||1|||1|||||||2017-09-04
149|"Mazda 2 Sedan At 1500cc"|"$ 30.900.000"|"2012"|"41.000 Km"|"Cundinamarca"|"http://articulo.tucarro.com.co/MCO-452025889-mazda-mazda-2-sedan-at-1500cc-_JM"|"Blanco"|"Gasolina"|"41000"|"Mazda"|"Cundinamarca "|" Chía"||"Mazda 2"|"Sí"|"NBV-519"|"2012"|"Sedan AT 1500cc"|"Sí"|"Sí"|"Sí"|"Cuero"||"Hidráulica"||"1500"|"Sí"||"MP3"||"Automática"|"Eléctricos"|1|||1||||||1|1||1|||||1||||2017-09-04
150|"Mazda 2 2014"|"$ 34.890.000"|"2014"|"15.200 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-452880893-mazda-mazda-2-2014-_JM"|"Blanco"|"Gasolina"|"15200"|"Mazda"|"Antioquia "|" Medellín"||"Mazda 2"|"No"|"HFM369"|"2014"||"Sí"|"Sí"|"Sí"|"Tela"||"Asistida"|"No"|"1498"|"Sí"|"No"|"MP3"||"Mecánica"|"Eléctricos"||||||||||||1|1|||||1||||2017-09-04
151|"Mazda 2"|"$ 34.000.000"|"2014"|"31.111 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-452839962-mazda-mazda-2-_JM"|"Blanco"|"Gasolina"|"31111"|"Mazda"|"Bogotá D.c. "|" Suba"|" Suba Centro"|"Mazda 2"|"Sí"|"***-**5"|"2014"|||"Sí"|"Sí"|"Cuero"||"Hidráulica"|"No"||"Sí"||"CD"||"Automática"|"Eléctricos"|1|||||||||||||||||||||2017-09-04
152|"Mazda 2"|"$ 31.400.000"|"2013"|"34.750 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-452705771-mazda-mazda-2-_JM"|"Blanco"|"Gasolina"|"34750"|"Mazda"|"Bogotá D.c. "|" Chapinero"|" El Chicó"|"Mazda 2"|"Sí"|"NCW-244"|"2013"|||"Sí"|"Sí"|"Tela"||"Hidráulica"||"1500"|"Sí"||"MP3"||"Mecánica"|"Eléctricos"||||||||||||1||||||1||||2017-09-04
153|"Mazda 2 Mazda 2"|"$ 49.000.000"|"2017"|"11.200 Km"|"Risaralda"|"http://articulo.tucarro.com.co/MCO-452170166-mazda-mazda-2-mazda-2-_JM"|"Blanco"|"Gasolina"|"11200"|"Mazda"|"Risaralda "|" Pereira"||"Mazda 2"|"Sí"|"MXT-195"|"2017"|"Mazda 2"|"Sí"|"Sí"|"Sí"|"Tela"||"Asistida"|"No"|"1500"|"Sí"|"No"|"MP3"||"Automática"|"Eléctricos"|1|||1|1||||||1|1|1|1|1|1||1||||2017-09-04
154|"Mazda 2 Hb"|"$ 32.000.000"|"2012"|"36.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-453980101-mazda-mazda-2-hb-_JM"|"Gris"|"Gasolina"|"36000"|"Mazda"|"Bogotá D.c. "|" Teusaquillo"|" La Esmeralda"|"Mazda 2"|"No"|"RNY248"|"2012"|"HB"|"Sí"|"Sí"|"Sí"|"Cuero"|"4"|"Hidráulica"|"No"|"1500cc"|"Sí"|"No"|"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1|1|||||||||1|1|1||1|1||1||||2017-09-04
155|"Mazda 2 Hb"|"$ 29.800.000"|"2011"|"68.400 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-452172665-mazda-mazda-2-hb-_JM"|"Gris"|"Gasolina"|"68400"|"Mazda"|"Antioquia "|" Medellín"||"Mazda 2"|"No"|"REZ-734"|"2011"|"HB"|"Sí"|"Sí"|"Sí"|"Cuero"|"4L"|"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|1||||1||||||1|1|1|1|1|1||1|||1|2017-09-04
156|"Mazda 2 Hb"|"$ 29.700.000"|"2011"|"47.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-452254874-mazda-mazda-2-hb-_JM"|"Plateado"|"Gasolina"|"47000"|"Mazda"|"Antioquia "|" Medellín"||"Mazda 2"|"No"|"KMB-206"|"2011"|"HB"|"Sí"|"Sí"|"Sí"|"Tela"|"4L"|"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|1||||||||||1|1|1||1|||||||2017-09-04
157|"Mazda 2"|"$ 30.000.000"|"2013"|"37.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-454343270-mazda-mazda-2-_JM"|"Gris"|"Gasolina"|"37000"|"Mazda"|"Bogotá D.c. "|" Suba"|" La Colina Campestre"|"Mazda 2"|"Sí"|"*** **4"|"2013"||"Sí"|"Sí"|"Sí"|"Cuero"||"Asistida"|"No"|"1500"|"Sí"|"No"|"CD"|"4x2"|"Mecánica"|"Eléctricos"|1|||1||||1|1|1|1|1||||1||1||||2017-09-04
158|"Mazda 2"|"$ 35.000.000"|"2014"|"52.700 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-453342255-mazda-mazda-2-_JM"|"Plateado"|"Gasolina"|"52700"|"Mazda"|"Bogotá D.c. "|" Usaquén"|" El Toberín"|"Mazda 2"|"Sí"|"XXX-XX5"|"2014"||"Sí"|"Sí"|"Sí"|"Cuero"||"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|1||||||||||1|1||1|1|||1||||2017-09-04
159|"Mazda 2 Takeshi Aut"|"$ 36.900.000"|"2014"|"32.500 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-454001535-mazda-mazda-2-takeshi-aut-_JM"|"Blanco"|"Gasolina"|"32500"|"Mazda"|"Antioquia "|" Medellín"||"Mazda 2"|"Sí"|"HXV-306"|"2014"|"TAKESHI AUT"|"Sí"|"Sí"|"Sí"|"Cuero"|"4"|"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|1||||||||||1|1|1||1|1||1|||1|2017-09-04
160|"Mazda 2 Gran Touring"|"$ 55.500.000"|"2018"|"1.300 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-453670985-mazda-mazda-2-gran-touring-_JM"|"Gris"|"Gasolina"|"1300"|"Mazda"|"Bogotá D.c. "|" Usaquén"|" Multicentro"|"Mazda 2"|"Sí"|"DQQ356"|"2018"|"Gran Touring"|"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|1|||||||||1|1|1|1||1|||1|||1|2017-09-04
161|"Mazda 2 Sedan Automatico"|"$ 28.000.000"|"2011"|"35.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-454555176-mazda-mazda-2-sedan-at-_JM"|"Negro"|"Gasolina"|"35000"|"Mazda"|"Bogotá D.c. "|" Usaquén"|" La Carolina"|"Mazda 2"|"Sí"|"*** ***"|"2011"|"Sedan Automatico"|"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"|"No"|"1500"|"Sí"||"MP3"|"4x2"|"Automática"|"Eléctricos"|1|1|||||||||1|1|1||1|||1||||2017-09-04
162|"Mazda 2 Mazda 2"|"$ 31.000.000"|"2014"|"35.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-451831864-mazda-mazda-2-mazda-2-_JM"|"Rojo"|"Gasolina"|"35000"|"Mazda"|"Bogotá D.c. "|" Martires"|" Ricaurte"|"Mazda 2"|"No"|"MOA439"|"2014"|"Mazda 2"|"Sí"|"Sí"|"Sí"|"Tela"|"4"|"Hidráulica"|"No"|"1500cc"|"Sí"|"No"|"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1||||1|1|1|||1|1|1|1||1|||1||||2017-09-04
163|"Mazda 2 Grand Touring"|"$ 51.500.000"|"2016"|"15.500 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-454049135-mazda-mazda-2-grand-touring-_JM"|"Blanco"|"Gasolina"|"15500"|"Mazda"|"Antioquia "|" Medellín"||"Mazda 2"|"No"|"USX-133"|"2016"|"Grand Touring"|"Sí"|"Sí"|"Sí"|"Tela"|"4L"|"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|1|||||||||||||||||||||2017-09-04
164|"Mazda 2 Hb"|"$ 26.000.000"|"2010"|"110.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-454792189-mazda-mazda-2-hb-_JM"|"Plateado"|"Gasolina"|"110000"|"Mazda"|"Antioquia "|" Medellín"||"Mazda 2"|"Sí"|"KBQ-296"|"2010"|"HB"|"Sí"|"Sí"|"Sí"|"Tela"|"4L"|"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1||||||||||1|1|1||1|||1|||1|2017-09-04
165|"Mazda 2 Hb"|"$ 26.400.000"|"2009"|"74.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-454486326-mazda-mazda-2-hb-_JM"|"Gris"|"Gasolina"|"74000"|"Mazda"|"Antioquia "|" Medellín"||"Mazda 2"|"Sí"|"DCR-456"|"2009"|"HB"|"Sí"|"Sí"|"Sí"|"Cuero"|"4L"|"Hidráulica"|"No"|"1500"|"No"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|1||||||||||1|1|1|||1||1||||2017-09-04
166|"Mazda 2 Hb At 1500cc"|"$ 22.300.000"|"2008"|"92.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-454787139-mazda-mazda-2-hb-at-1500cc-_JM"|"Azul"|"Gasolina"|"92000"|"Mazda"|"Bogotá D.c. "|" Teusaquillo"|" El Salitre"|"Mazda 2"|"No"|"XXX-XX5"|"2008"|"HB AT 1500CC"|"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"|"Sí"|"1500"|"Sí"||"MP3"||"Automática"|"Eléctricos"|1|||||||||||||||||||||2017-09-04
167|"Mazda 2 Grand Touring"|"$ 49.000.000"|"2016"|"9.000 Km"|"Santander"|"http://articulo.tucarro.com.co/MCO-454100091-mazda-mazda-2-grand-touring-_JM"|"Plateado"|"Gasolina"|"9000"|"Mazda"|"Santander "|" Bucaramanga"||"Mazda 2"|"Sí"|"IPQ-576"|"2016"|"Grand Touring"|"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"||"1500"|"Sí"||"MP3"||"Automática"|"Eléctricos"|1|||||||||1|1||1||1|||1||||2017-09-04
168|"Mazda 2 Hb"|"$ 28.900.000"|"2011"|"90.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-453979433-mazda-mazda-2-hb-_JM"|"Blanco"|"Gasolina"|"90000"|"Mazda"|"Antioquia "|" Medellín"||"Mazda 2"|"Sí"|"KIY-681"|"2011"|"HB"|"Sí"|"Sí"|"Sí"|"Tela"|"4L"|"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|1||||||||||1|1|1||1|1||1||||2017-09-04
169|"Mazda 2 Touring"|"$ 46.500.000"|"2017"|"5.500 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-453373006-mazda-mazda-2-touring-_JM"|"Rojo"|"Gasolina"|"5500"|"Mazda"|"Bogotá D.c. "|" Puente Aranda"|" Puente Aranda"|"Mazda 2"|"Sí"|"DNL-852"|"2017"|"Touring"|"Sí"|"Sí"|"Sí"|"Cuero"|"4L"|"Hidráulica"|"No"|"1600"|"Sí"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|1|1||||||||1|1|1|1||1|1||1|||1|2017-09-04
170|"Mazda 2 Hb"|"$ 26.000.000"|"2010"|"84.600 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-452657216-mazda-mazda-2-hb-_JM"|"Gris"|"Gasolina"|"84600"|"Mazda"|"Antioquia "|" Medellín"||"Mazda 2"|"Sí"|"KGI-259"|"2010"|"HB"|"Sí"|"Sí"|"Sí"|"Cuero"|"4L"|"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1|||1||||||1||1|1|1|1|1||1|||1|2017-09-04
171|"Mazda 2 Hatch Back Parrot"|"$ 37.600.000"|"2015"|"16.900 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-452300847-mazda-mazda-2-hatch-back-parrot-_JM"|"Gris"|"Gasolina"|"16900"|"Mazda"|"Bogotá D.c. "|" Engativa"|" Normandía"|"Mazda 2"|"Sí"|"UBZ-455"|"2015"|"Hatch Back Parrot"|"Sí"|"Sí"|"Sí"|"Cuero"||"Hidráulica"|"No"|"1498"|"Sí"|"No"|"MP3"||"Mecánica"|"Eléctricos"|1|1|||||||||1|1|1|||1||1|||1|2017-09-04
172|"Mazda 2 Hatch Back"|"$ 24.800.000"|"2010"|"67.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-454263659-mazda-mazda-2-hatch-back-_JM"|"Gris"|"Gasolina"|"67000"|"Mazda"|"Bogotá D.c. "|" Barrios Unidos"||"Mazda 2"|"No"|"***-**5"|"2010"|"HATCH BACK"|"Sí"|"Sí"|"Sí"|"Cuero"|"16V"|"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Mecánica"|"Eléctricos"||1|||||||||1|1|1|1|1|1||1|||1|2017-09-04
173|"Mazda 2 Hb"|"$ 28.500.000"|"2011"|"69.013 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-453450158-mazda-mazda-2-hb-_JM"|"Blanco"|"Gasolina"|"69013"|"Mazda"|"Antioquia "|" Medellín"||"Mazda 2"|"No"|"***-***"|"2011"|"HB"|"Sí"|"Sí"|"Sí"|"Tela"|"4L"|"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|1|1|||||||||1|1|1|1|1|1||1|||1|2017-09-04
174|"Mazda 2 Aut 1.5"|"$ 45.800.000"|"2016"|"11.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-454110861-mazda-mazda-2-aut-15-_JM"|"Gris"|"Gasolina"|"11000"|"Mazda"|"Antioquia "|" Medellín"||"Mazda 2"|"Sí"|"IHT-306"|"2016"|"AUT 1.5"|"Sí"|"Sí"|"Sí"|"Tela"|"4"|"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|1||||||||||1|1|1||1|1||1|||1|2017-09-04
175|"Mazda 2 Touring"|"$ 47.000.000"|"2017"|"9.338 Km"|"Valle Del Cauca"|"http://articulo.tucarro.com.co/MCO-452309781-mazda-mazda-2-touring-_JM"|"Blanco"|"Gasolina"|"9338"|"Mazda"|"Valle Del Cauca "|" Cali"|" Chipichape"|"Mazda 2"|"Sí"|"JHX879"|"2017"||"Sí"|"Sí"|"Sí"|"Cuero"||"Asistida"|"No"|"1500"|"No"||"MP3"|"4x2"|"Automática"|"Eléctricos"||||||||||||1|1||1|||||||2017-09-04
176|"Mazda 2 Touring Mt 1500cc"|"$ 47.500.000"|"2017"|"12.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-452564145-mazda-mazda-2-touring-mt-1500cc-_JM"|"Gris"|"Gasolina"|"12000"|"Mazda"|"Bogotá D.c. "|" Kennedy"|" Ciudad Kennedy Central"|"Mazda 2"|"Sí"|"JCT-319"|"2017"|"Touring MT 1500CC"|"Sí"|"Sí"|"Sí"|"Tela"||"Asistida"|"No"|"1500"|"Sí"|"No"|"MP3"||"Mecánica"|"Eléctricos"|1|||1||||||||||||||||||2017-09-04
177|"Mazda 2 Hatch Back"|"$ 34.000.000"|"2015"|"39.300 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-453482363-mazda-mazda-2-hatch-back-_JM"|"Negro"|"Gasolina"|"39300"|"Mazda"|"Bogotá D.c. "|" Teusaquillo"|" Teusaquillo"|"Mazda 2"|"Sí"|"HVO-103"|"2015"|"HATCH BACK"|"Sí"|"Sí"|"Sí"|"Cuero"||"Hidráulica"||"1498"|"Sí"|"No"|"MP3"||"Mecánica"|"Eléctricos"|1|||||||||||||||||||||2017-09-04
178|"Mazda 2 Skyactiv"|"$ 50.620.000"|"2017"|"0 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-435075408-mazda-2-touring-aut-skyactiv-_JM"|"Blanco"|"Gasolina"|"0"|"Mazda"|"Bogotá D.c. "|" Barrios Unidos"|" Metrópolis"|"Mazda 2"|"Sí"|"000000"|"2017"|"SKYACTIV"|"Sí"|"Sí"|"Sí"|"Tela"|"4"|"Asistida"|"Sí"|"1500"|"No"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"||||||||||1|1||1||1|1||1||||2017-09-04
179|"Mazda 2"|"$ 26.500.000"|"2012"|"73.000 Km"|"Santander"|"http://articulo.tucarro.com.co/MCO-452423494-mazda-mazda-2-_JM"|"Negro"|"Gasolina"|"73000"|"Mazda"|"Santander "|" Bucaramanga"||"Mazda 2"|"Sí"|"KKV-416"|"2012"||"Sí"|"Sí"|"Sí"|"Cuero"||"Hidráulica"||"1500"|"No"||"MP3"||"Automática"|"Eléctricos"|1|||||||||1||1|1|1|1|||1||||2017-09-04
180|"Mazda 2"|"$ 26.400.000"|"2011"|"67.100 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-453499713-mazda-mazda-2-_JM"|"Azul"|"Gasolina"|"67100"|"Mazda"|"Bogotá D.c. "|" Suba"|" La Campiña"|"Mazda 2"|"Sí"|"RHZ-539"|"2011"||"Sí"|"Sí"|"Sí"|"Tela"|"4"|"Hidráulica"|"No"|"1500"|"Sí"||"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1|||||||||1|1|1|1|1|1|1||1||||2017-09-04
