"Id"|"Titulo"|"Precio"|"Modelo_anyo"|"Kilometros"|"Ubicacion"|"URL"|"Color"|"Combustible"|"Recorrido"|"Marca"|"Departamento"|"Ciudad"|"Barrio"|"Modelo"|"Unico"|"Placa"|"Anyo"|"Version"|"FrenosABS"|"Aire"|"Airbag"|"Asientos"|"Cilindros"|"Direccion"|"Financiamiento"|"Motor"|"Negociable"|"MotorReparado"|"Sonido"|"Traccion"|"Transmision"|"Vidrios"|"AlarmaControl"|"Asegurado"|"RastreoSatelital"|"CD"|"DVD"|"Planta"|"Buffer"|"Estribos"|"ForroLlantaRepuesto"|"LlantasNuevas"|"LucesAntiNiebla"|"PeliculaSeguridad"|"RetrovisoresElectricos"|"ReVTecnicoMecanica"|"RinesLujo"|"Spoiler"|"SunRoof"|"BloqueoCentral"|"ForroVolante"|"ForroAsientos"|"VolanteDeportivo"|"fecha_grabacion"
289|"Mazda 2 2009"|"$ 24.900.000"|"2009"|"93.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-454766230-mazda-mazda-2-2009-_JM"|"Azul"||"93000"|"Mazda"|"Antioquia "|" Medellín"|" El Poblado"|"Mazda 2"||"AAA157"|"2009"|||||||"Hidráulica"|||"Sí"||||"Mecánica"|||||||||||||||||||||||2017-09-04
290|"Mazda 2 2017"|"$ 49.000.000"|"2017"|"5.050 Km"|"Risaralda"|"http://articulo.tucarro.com.co/MCO-454926146-mazda-mazda-2-2017-_JM"|"Rojo"||"5050"|"Mazda"|"Risaralda "|" Pereira"|" Belmonte"|"Mazda 2"||"IZZ589"|"2017"|||||||"Hidráulica"|||"Sí"||||"Automática"|||||||||||||||||||||||2017-09-04
291|"Mazda 2 Touring"|"$ 50.000.000"|"2017"|"1.500 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-454449972-mazda-mazda-2-touring-_JM"|"Rojo"||"1500"|"Mazda"|"Bogotá D.c. "|" Bogota"||"Mazda 2"|"Sí"|"DQQ340"|"2017"|||"Sí"|"Sí"|"Tela"||"Hidráulica"|||"Sí"||||"Automática"|||||||||||||||||||||||2017-09-04
292|"Mazda 2 Mazda 2 Grand Touring"|"$ 46.900.000"|"2016"|"9.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-455035913-mazda-mazda-2-2016-_JM"|"Rojo"|"Gasolina"|"9000"|"Mazda"|"Bogotá D.c. "|" Bogota"||"Mazda 2"|"Sí"|"IJZ675"|"2016"|"MAZDA 2 GRAND TOURING"|"Sí"|"Sí"|"Sí"|"Tela"|"4"|"Asistida"|"Sí"|"1500"|"Sí"|"No"|"CD"|"4x2"|"Mecánica"|"Eléctricos"|1|||||||||1|1|1|1||1|1||1|||1|2017-09-04
293|"Mazda 2 Sport"|"$ 28.000.000"|"2011"|"60.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-454303962-mazda-mazda-2-_JM"|"Gris"|"Gasolina"|"60000"|"Mazda"|"Bogotá D.c. "|" Chapinero"|" Los Rosales"|"Mazda 2"||"RFY642"|"2011"|"Sport"|"Sí"|"Sí"|"Sí"|"Cuero"||"Hidráulica"|"No"|"1500"|"Sí"|||"4x2"|"Automática"|"Eléctricos"||1|||||||||1|1|1|1|1|1||1|||1|2017-09-04
294|"Mazda 2 Mazda2 Mecanico"|"$ 25.500.000"|"2009"|"73.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-454921934-mazda-2-mecanico-15-perfecto-estado-_JM"|"Gris"|"Gasolina"|"73000"|"Mazda"|"Antioquia "|" Medellín"|" San Joaquín"|"Mazda 2"||"ELN030"|"2009"|"mazda2 mecanico"|"Sí"|"Sí"|"Sí"|"Semi-cuero"||"Hidráulica"|"No"|"1500"|"Sí"||"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1|1||||||1||1|1|1|1||1|||1||||2017-09-04
295|"Mazda 2 2018"|"$ 58.950.000"|"2018"|"0 Km"|"Huila"|"http://articulo.tucarro.com.co/MCO-454732051-mazda-mazda-2-2018-_JM"|"Otro"||"0"|"Mazda"|"Huila "|" Neiva"||"Mazda 2"||"*"|"2018"|||||||"Asistida"|||"No"||||"Automática"|||||||||||||||||||||||2017-09-04
296|"Mazda 2 Hb"|"$ 25.900.000"|"2010"|"70.500 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-454356381-mazda-mazda-2-_JM"|"Gris"|"Gasolina"|"70500"|"Mazda"|"Bogotá D.c. "|" Bogota"||"Mazda 2"|"No"|"kau107"|"2010"|"HB"|"Sí"|"Sí"|"Sí"|"Tela"|"4"|"Asistida"|"No"|"1498"|"Sí"|"No"|"CD"||"Mecánica"|"Eléctricos"|1|1||1||||||1|1|1||1|1|||1||||2017-09-04
297|"Mazda 2 Automatíco"|"$ 34.500.000"|"2014"|"32.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-454793269-mazda-mazda-2-2014-_JM"|"Rojo"|"Gasolina"|"32000"|"Mazda"|"Antioquia "|" Medellín"|" El Poblado"|"Mazda 2"|"Sí"|"MUK622"|"2014"|"Automatíco"|"Sí"|"Sí"|"Sí"|"Cuero"|"4"|"Hidráulica"|"Sí"|"1500"|"Sí"||"MP3"||"Automática"|"Eléctricos"|1|1||||||||||||||||1||||2017-09-04
298|"Mazda 2"|"$ 28.900.000"|"2012"|"73.800 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-454843885-mazda-mazda-2-_JM"|"Blanco"|"Gasolina"|"73800"|"Mazda"|"Antioquia "|" Medellín"|" El Poblado"|"Mazda 2"|"No"|"DJM193"|"2012"||"Sí"|"Sí"|"Sí"|"Tela"|"4"|"Hidráulica"|"Sí"|"1.5"|"Sí"|"No"|"R/Rep."|"4x2"|"Mecánica"|"Eléctricos"||||||||||||||||||||||2017-09-04
299|"Mazda 2 Modelo 2012 1.5 Mec"|"$ 28.900.000"|"2012"|"95.596 Km"|"Risaralda"|"http://articulo.tucarro.com.co/MCO-454319345-mazda-mazda-2-modelo-2012-15-mec-_JM"|"Plateado"|"Gasolina"|"95596"|"Mazda"|"Risaralda "|" Pereira"|" Turin"|"Mazda 2"||"000000"|"2012"|||"Sí"|"Sí"|"Tela"||"Hidráulica"||"1500"|"Sí"|"No"|"CD"||"Mecánica"|"Eléctricos"|1||||||||||||1||1|||1||||2017-09-04
300|"Mazda 2 Grand Touring"|"$ 48.000.000"|"2016"|"27.022 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-454101992-mazda-mazda-2-grand-touring-_JM"|"Blanco"|"Gasolina"|"27022"|"Mazda"|"Bogotá D.c. "|" Bogota"||"Mazda 2"|"Sí"|"xxx458"|"2016"||"Sí"|"Sí"|"Sí"|"Tela"|"4 en linea"|"Hidráulica"|"Sí"|"1600"|"Sí"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|1||||1||||||1|1|1||1|||1|||1|2017-09-04
301|"Mazda 2 2009"|"$ 26.500.000"|"2009"|"126.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-454505710-mazda-mazda-2-2009-_JM"|"Blanco"||"126000"|"Mazda"|"Antioquia "|" Medellín"|" Laureles"|"Mazda 2"||"fhg018"|"2009"|||||||"Hidráulica"|||"Sí"||||"Automática"|||||||||||||||||||||||2017-09-04
302|"Mazda 2 1.5 Automatico"|"$ 28.500.000"|"2012"|"76.200 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-454925936-mazda-mazda-2-15-automatico-_JM"|"Blanco"|"Gasolina"|"76200"|"Mazda"|"Bogotá D.c. "|" Suba"|" Alhambra"|"Mazda 2"||"rit-141"|"2012"||"Sí"|"Sí"|"Sí"|"Cuero"||"Hidráulica"|"Sí"|"1500"|"No"||"MP3"|"4x2"|"Automática"|"Eléctricos"|||||||||||||||1|||||||2017-09-04
303|"Mazda 2 2012 Mecanico"|"$ 29.900.000"|"2012"|"81.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-453537304-mazda-2-2012-mecanico-_JM"|"Plateado"|"Gasolina"|"81000"|"Mazda"|"Antioquia "|" Medellín"|" El Poblado"|"Mazda 2"||"KAO897"|"2012"||"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"||"1500"|"Sí"||"CD"|"4x2"|"Mecánica"|"Eléctricos"||||||||||||1|1|1|1|1||1||||2017-09-04
304|"Mazda 2 1.5 Aut2015 Zzk633"|"$ 37.900.000"|"2015"|"25.196 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-454881710-mazda-2-15-aut2015-zzk633-_JM"|"Negro"|"Gasolina"|"25196"|"Mazda"|"Bogotá D.c. "|" Bogota"||"Mazda 2"||"ZZK633"|"2015"|||"Sí"|"Sí"|"Cuero"||"Hidráulica"|"Sí"|"1500"|"No"||||"Automática"|||||||||||||||||||||||2017-09-04
305|"Mazda 2 At Hb"|"$ 32.900.000"|"2013"|"83.000 Km"|"Meta"|"http://articulo.tucarro.com.co/MCO-454493768-mazda-2-at-hb-_JM"|"Plateado"||"83000"|"Mazda"|"Meta "|" Villavicencio"||"Mazda 2"||"MCV584"|"2013"|||||||"Hidráulica"|||"Sí"||||"Automática"|||||||||||||||||||||||2017-09-04
306|"Mazda 2 Hb Aut 1.5"|"$ 37.900.000"|"2014"|"33.609 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-451861077-mazda-2-hb-aut-15-_JM"|"Plateado"|"Gasolina"|"33609"|"Mazda"|"Bogotá D.c. "|" Bogota"||"Mazda 2"|"No"|"HIU189"|"2014"||"Sí"|"Sí"|"Sí"|"Tela"||"Asistida"|"Sí"|"1500"|"Sí"||"MP3"||"Automática"|"Eléctricos"|1|||||||||||1|||1|||1||||2017-09-04
307|"Mazda 2 Mazda 2 1.5 At"|"$ 30.800.000"|"2012"|"72.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-452379363-mazda-2-sedan-15-at-_JM"|"Gris"|"Gasolina"|"72000"|"Mazda"|"Bogotá D.c. "|" Barrios Unidos"|" José Joaquín Vargas"|"Mazda 2"|"Sí"|"MTM 849"|"2012"|"Mazda 2 1.5 AT"|"Sí"|"Sí"|"Sí"|"Tela"|"4"|"Hidráulica"|"Sí"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|1|1||||||||1|1|1|1|1|1|||1||||2017-09-04
308|"Mazda 2 2010"|"$ 26.300.000"|"2010"|"81.000 Km"|"Valle Del Cauca"|"http://articulo.tucarro.com.co/MCO-454615573-mazda-mazda-2-2010-_JM"|"Dorado"||"81000"|"Mazda"|"Valle Del Cauca "|" Cali"|" Valle Del Lili"|"Mazda 2"||"KAV168"|"2010"|||||||"Hidráulica"|||"Sí"||||"Mecánica"|||||||||||||||||||||||2017-09-04
309|"Mazda 2 Sd"|"$ 26.500.000"|"2011"|"77.800 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-454903871-mazda-mazda-2-sd-_JM"|"Plateado"|"Gasolina"|"77800"|"Mazda"|"Bogotá D.c. "|" Rafael Uribe Uribe"|" Príncipe de Bochica"|"Mazda 2"|"Sí"|"KHZ-341"|"2011"|"SD"|"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"||"1498"|"Sí"||"R/Rep."||"Mecánica"|"Eléctricos"|1|||1||||||1|1|1|1||1|||||||2017-09-04
310|"Mazda 2 Sd At 1500cc"|"$ 30.200.000"|"2011"|"74.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-454232923-mazda-mazda-2-sd-at-1500cc-_JM"|"Plateado"|"Gasolina"|"74000"|"Mazda"|"Bogotá D.c. "|" Fontibón"|" Modelia"|"Mazda 2"|"No"|"REV-833"|"2011"|"SD AT 1500CC"|||"Sí"|"Tela"||"Asistida"||"1500"|"Sí"||"CD"||"Automática"|"Eléctricos"||||||||||1|1|1|1|1|1|||1|||1|2017-09-04
311|"Mazda 2"|"$ 46.500.000"|"2016"|"23.575 Km"|"Tolima"|"http://articulo.tucarro.com.co/MCO-454216846-mazda-mazda-2-_JM"|"Plateado"|"Gasolina"|"23575"|"Mazda"|"Tolima "|" Ibagué"||"Mazda 2"|"Sí"|"IGX-829"|"2016"||"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"||"Automática"|"Eléctricos"|1|1||||||||||1|1||1|1||1||||2017-09-04
312|"Mazda 2"|"$ 46.500.000"|"2016"|"23.575 Km"|"Tolima"|"http://articulo.tucarro.com.co/MCO-453933292-mazda-mazda-2-_JM"|"Plateado"|"Gasolina"|"23575"|"Mazda"|"Tolima "|" Ibagué"||"Mazda 2"|"Sí"|"IGX-829"|"2016"||"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"|"No"|"1600"|"Sí"|"No"|"MP3"||"Automática"|"Eléctricos"|1|1||||||||||1|1||1|1||1||||2017-09-04
313|"Mazda 2"|"$ 38.700.000"|"2015"|"22.500 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-453119705-mazda-mazda-2-_JM"|"Azul"|"Gasolina"|"22500"|"Mazda"|"Bogotá D.c. "|" Puente Aranda"|" Jazmín"|"Mazda 2"|"Sí"|"UBL-471"|"2015"||"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"||"Mecánica"|"Eléctricos"|1|1|||||1||||1|1|1||1|1||||||2017-09-04
314|"Mazda 2"|"$ 38.000.000"|"2015"|"32.000 Km"|"Santander"|"http://articulo.tucarro.com.co/MCO-452166413-mazda-mazda-2-_JM"|"Blanco"|"Gasolina"|"32000"|"Mazda"|"Santander "|" Bucaramanga"||"Mazda 2"||"UCR-153"|"2015"||"Sí"|"Sí"|"Sí"|"Cuero"||"Hidráulica"||"1500"|"Sí"||"MP3"||"Automática"|"Eléctricos"||||||||||1||1|1|1|1|||1||||2017-09-04
315|"Mazda 2 Hb"|"$ 29.500.000"|"2011"|"35.600 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-452022282-mazda-mazda-2-hb-_JM"|"Gris"|"Gasolina"|"35600"|"Mazda"|"Bogotá D.c. "|" Antonio Nariño"|" Ciudad Jardín Sur"|"Mazda 2"|"Sí"|"RHS-902"|"2011"|"HB"|"Sí"|"Sí"|"Sí"|"Tela"|"4"|"Hidráulica"||"1498"|"Sí"||"MP3"||"Mecánica"|"Eléctricos"|1|||||||||1|||1|1|1|1||1|||1|2017-09-04
316|"Mazda 2 Hb"|"$ 24.900.000"|"2009"|"82.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-453023943-mazda-mazda-2-hb-_JM"|"Negro"|"Gasolina"|"82000"|"Mazda"|"Antioquia "|" Medellín"||"Mazda 2"|"No"|"DBI-740"|"2009"|"HB"|"Sí"|"Sí"|"Sí"|"Tela"|"4L"|"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"||1||1||||||||||||||1||||2017-09-04
317|"Mazda 2 Mec 1.5"|"$ 25.200.000"|"2010"|"70.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-454116772-mazda-mazda-2-mec-15-_JM"|"Negro"|"Gasolina"|"70000"|"Mazda"|"Antioquia "|" Medellín"||"Mazda 2"|"No"|"KBP-846"|"2010"|"MEC 1.5"|"Sí"|"Sí"|"Sí"|"Cuero"|"4"|"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1||||||||||1|1|1||1|1||1|||1|2017-09-04
318|"Mazda 2 Hatchback At 1500cc 2014"|"$ 36.500.000"|"2014"|"23.462 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-454978697-mazda-mazda-2-hatchback-at-1500cc-2014-_JM"|"Gris"|"Gasolina"|"23462"|"Mazda"|"Bogotá D.c. "|" Bogota"||"Mazda 2"||"HSO490"|"2014"|||"Sí"|"Sí"|"Cuero"||"Hidráulica"|"Sí"|"1500"|"No"||||"Automática"|"Eléctricos"||||||||||||||||||1||||2017-09-04
319|"Mazda 2 2009"|"$ 25.600.000"|"2009"|"130.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-455172004-mazda-mazda-2-2009-_JM"|"Blanco"||"130000"|"Mazda"|"Antioquia "|" Medellín"|" El Poblado"|"Mazda 2"||"FHC188"|"2009"|||||||"Hidráulica"|||"Sí"||||"Automática"|||||||||||||||||||||||2017-09-04
320|"Mazda 2"|"$ 35.000.000"|"2014"|"45.000 Km"|"Valle Del Cauca"|"http://articulo.tucarro.com.co/MCO-454243679-mazda-2-_JM"|"Blanco"|"Gasolina"|"45000"|"Mazda"|"Valle Del Cauca "|" Cali"|" Los Cámbulos"|"Mazda 2"||"HNS208"|"2014"|||"Sí"|"Sí"|"Cuero"||"Hidráulica"||"1500"|"Sí"||"MP3"||"Automática"|"Eléctricos"|1||||||||||||1||1|||1||||2017-09-04
321|"Mazda 2 Grand Touring"|"$ 56.800.000"|"2017"|"0 Km"|"Huila"|"http://articulo.tucarro.com.co/MCO-436025916-mazda-2-grand-touring-_JM"|"Azul"||"0"|"Mazda"|"Huila "|" Neiva"||"Mazda 2"||"***"|"2017"|||||||"Asistida"|||"No"||||"Automática"|"Eléctricos"||||||||||||||||||||||2017-09-04
322|"Mazda 2 Hb Automatico 1.5"|"$ 24.300.000"|"2008"|"93.500 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-451299042-mazda-2-hb-automatico-15-_JM"|"Azul"|"Gasolina"|"93500"|"Mazda"|"Bogotá D.c. "|" Suba"|" Alhambra"|"Mazda 2"||"CYN-667"|"2008"||"Sí"|"Sí"|"Sí"|"Tela"|"4"|"Hidráulica"|"Sí"|"1500"|"No"||"MP3"||"Automática"|"Eléctricos"|1||||||||||1|1|1|1|1|1||1||||2017-09-04
323|"Mazda 2 Hb"|"$ 30.500.000"|"2012"|"63.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-454993624-mazda-mazda-2-hb-_JM"|"Blanco"|"Gasolina"|"63000"|"Mazda"|"Antioquia "|" Medellín"||"Mazda 2"||"DHV-673"|"2012"|"HB"|"Sí"|"Sí"|"Sí"|"Cuero"|"4L"|"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|1|||||||1|||1|1|1||1|1||1|||1|2017-09-04
324|"Mazda 2 Touring 1.500cc 2016"|"$ 44.900.000"|"2016"|"31.380 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-454072819-mazda-2-touring-1500cc-2016-_JM"|"Gris"|"Gasolina"|"31380"|"Mazda"|"Antioquia "|" Medellín"|" La América"|"Mazda 2"||"USV305"|"2016"||"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"|"No"|"1.500CC"|"Sí"||"MP3"||"Automática"|"Eléctricos"|1|||||||||||||||||1||||2017-09-04
325|"Mazda 2 Sedan"|"$ 35.000.000"|"2012"|"45.550 Km"|"Magdalena"|"http://articulo.tucarro.com.co/MCO-455040144-mazda-mazda-2-sedan-_JM"|"Blanco"|"Gasolina"|"45550"|"Mazda"|"Magdalena "|" Santa Marta (Distrito Turistico Cultural E Historico)"||"Mazda 2"|"Sí"|"KKM642"|"2012"|"SEDAN"|"Sí"|"Sí"|"Sí"|"Tela"|"4"|"Asistida"|"No"|"1500"|"Sí"|"No"|"CD"|"4x2"|"Automática"|"Eléctricos"|1|1||||||||1|1|1|1||1|1||1|||1|2017-09-04
326|"Mazda 2"|"$ 25.000.000"|"2011"|"82.200 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-455096686-mazda-mazda-2-_JM"|"Plateado"|"Gasolina"|"82200"|"Mazda"|"Bogotá D.c. "|" Suba"|" Lindaraja"|"Mazda 2"|"Sí"|"***-**3"|"2011"||"Sí"|"Sí"|"Sí"|"Cuero"||"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"||"Mecánica"|"Eléctricos"|1|1||||||||||1||1|1|1||1||||2017-09-04
327|"Mazda 2 2012"|"$ 29.900.000"|"2012"|"58.000 Km"|"Valle Del Cauca"|"http://articulo.tucarro.com.co/MCO-455059731-mazda-mazda-2-2012-_JM"|"Plateado"||"58000"|"Mazda"|"Valle Del Cauca "|" Cali"|" Bosques del Limonar"|"Mazda 2"||"JGT837"|"2012"|||||||"Hidráulica"|||"Sí"||||"Automática"|||||||||||||||||||||||2017-09-04
328|"Mazda 2 Touring Aut 5 Puertas"|"$ 44.900.000"|"2016"|"42.683 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-452190846-mazda-2-touring-aut-5-puertas-_JM"|"Blanco"|"Gasolina"|"42683"|"Mazda"|"Bogotá D.c. "|" Bogota"||"Mazda 2"|"No"|"UUK341"|"2016"||"Sí"|"Sí"|"Sí"|"Tela"|"2000"|"Asistida"|"Sí"||"Sí"||"CD"||"Automática"|||||||||||||1|||1|||1||||2017-09-04
329|"Mazda 2 2013 Mecanico"|"$ 31.000.000"|"2013"|"65.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-454612379-mazda-2-2013-mecanico-_JM"|"Gris"|"Gasolina"|"65000"|"Mazda"|"Antioquia "|" Medellín"|" El Poblado"|"Mazda 2"|"No"|"MFV786"|"2013"||"Sí"|"Sí"|"Sí"|"Tela"|"4"|"Hidráulica"||"1500"|"Sí"|"No"|"MP3"|"4x2"|"Mecánica"|"Eléctricos"||||||||||||||||||||||2017-09-04
330|"Mazda 2 Mazda 2 Grand Turing"|"$ 47.900.000"|"2016"|"30.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-455066849-mazda-mazda-2-2016-_JM"|"Rojo"|"Gasolina"|"30000"|"Mazda"|"Antioquia "|" Medellín"|" El Poblado"|"Mazda 2"|"No"|"DAT907"|"2016"|"MAZDA 2 GRAND TURING"|"Sí"|"Sí"|"Sí"|"Cuero"|"4"|"Hidráulica"|"Sí"|"1500"|"Sí"|"No"|"R/Rep."|"4x2"|"Automática"||1||||1||||||1|1|1||1|1||1||||2017-09-04
331|"Mazda 2"|"$ 57.450.000"|"2017"|"0 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-447879860-mazda-2-_JM"|"Azul"|"Gasolina"|"0"|"Mazda"|"Bogotá D.c. "|" Bogota"||"Mazda 2"||"000"|"2017"||"Sí"|"Sí"|"Sí"|"Tela"||"Asistida"|"Sí"||"Sí"||||"Automática"|"Eléctricos"||||||||||||||||||||||2017-09-04
332|"Mazda 2"|"$ 25.900.000"|"2010"|"65.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-453318724-mazda-mazda-2-_JM"|"Rojo"|"Gasolina"|"65000"|"Mazda"|"Bogotá D.c. "|" Engativa"|" La Estradita"|"Mazda 2"|"Sí"|"DCU710"|"2010"||"Sí"|"Sí"|"Sí"|"Tela"|"4"|"Asistida"|"No"|"1500"|"Sí"|"No"|"CD"||"Automática"|"Eléctricos"|1|||||||||1||1||1||||1||||2017-09-04
333|"Mazda 2"|"$ 23.000.000"|"2008"|"115.000 Km"|"Risaralda"|"http://articulo.tucarro.com.co/MCO-452969596-mazda-mazda-2-_JM"|"Azul"|"Gasolina"|"115000"|"Mazda"|"Risaralda "|" Pereira"||"Mazda 2"||"CQI-160"|"2008"||"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"||"1500"|"Sí"||"MP3"||"Automática"|"Eléctricos"|1||||||||||1||||1|||1||||2017-09-04
334|"Mazda 2 Hb"|"$ 31.500.000"|"2013"|"67.200 Km"|"Valle Del Cauca"|"http://articulo.tucarro.com.co/MCO-452940281-mazda-mazda-2-hb-_JM"|"Blanco"|"Gasolina"|"67200"|"Mazda"|"Valle Del Cauca "|" Cali"||"Mazda 2"|"Sí"|"HYD-307"|"2013"|"HB"|"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"||"1500"|"Sí"||"MP3"||"Mecánica"|"Eléctricos"|1|1||||||||||1|1|||||1||||2017-09-04
335|"Mazda 2 Sedan"|"$ 35.000.000"|"2012"|"45.550 Km"|"Magdalena"|"http://articulo.tucarro.com.co/MCO-454687475-mazda-mazda-2-sedan-_JM"|"Blanco"|"Gasolina"|"45550"|"Mazda"|"Magdalena "|" Santa Marta (Distrito Turistico Cultural E Historico)"||"Mazda 2"|"Sí"|"KKM642"|"2012"|"SEDAN"|"Sí"|"Sí"|"Sí"|"Tela"|"4"|"Asistida"|"No"|"1500"|"Sí"|"No"|"CD"|"4x2"|"Automática"|"Eléctricos"|1|1||||||||1|1|1|1||1|1||1|||1|2017-09-04
336|"Mazda 2 Hatch Back"|"$ 26.900.000"|"2010"|"56.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-450547501-mazda-2-hatch-back-2010-mecanico-_JM"|"Negro"|"Gasolina"|"56000"|"Mazda"|"Antioquia "|" Medellín"|" El Poblado"|"Mazda 2"|"Sí"|"KBX350"|"2010"|"Hatch Back"|"Sí"|"Sí"|"Sí"|"Tela"|"4"|"Hidráulica"|"Sí"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1|1|||||||||1|1|1|1|1|||1||||2017-09-04
337|"Mazda 2 Automatico"|"$ 37.500.000"|"2015"|"43.000 Km"|"Valle Del Cauca"|"http://articulo.tucarro.com.co/MCO-453179709-mazda-2-automatico-_JM"|"Blanco"||"43000"|"Mazda"|"Valle Del Cauca "|" Cali"|" El Cedro"|"Mazda 2"||"UGN611"|"2015"|||||||"Hidráulica"|||"Sí"||||"Automática"|||||||||||||||||||||||2017-09-04
338|"Mazda 2 Sport"|"$ 51.999.000"|"2017"|"0 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-435088792-mazda-2-touring-at-_JM"|"Blanco"|"Gasolina"|"0"|"Mazda"|"Bogotá D.c. "|" Bogota"||"Mazda 2"|"Sí"|"000000"|"2017"|"SPORT"|"Sí"|"Sí"|"Sí"|"Semi-cuero"|"4"|"Asistida"|"Sí"|"1500"|"Sí"|"No"|"R/Rep."|"4x2"|"Automática"|"Eléctricos"|1|||||||||1|1||1||1|1||1||||2017-09-04
339|"Mazda 2 Grand Touring"|"$ 57.450.000"|"2017"|"0 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-447879857-mazda-2-grand-touring-at-15-l-_JM"|"Rojo"|"Gasolina"|"0"|"Mazda"|"Bogotá D.c. "|" Martires"|" Usatama"|"Mazda 2"||"UUU000"|"2017"|"GRAND TOURING"|"Sí"|"Sí"|"Sí"|"Tela"|"4"|"Asistida"|"Sí"|"SKYACTIV-G"|"Sí"||"MP3"||"Automática"|"Eléctricos"|1|||||||||1|1|1|1|1|1|1||1|1|1|1|2017-09-04
340|"Mazda 2 Hatchback"|"$ 30.000.000"|"2012"|"81.122 Km"|"Caldas"|"http://articulo.tucarro.com.co/MCO-452127417-mazda-mazda-2-_JM"|"Gris"|"Gasolina"|"81122"|"Mazda"|"Caldas "|" Manizales"|" Milán"|"Mazda 2"|"Sí"|"KIL920"|"2012"|"HATCHBACK"|"Sí"|"Sí"|"Sí"|"Tela"|"4"|"Hidráulica"|"No"|"1500"|"Sí"|"No"|"CD"|"4x2"|"Mecánica"|"Eléctricos"|1||||||||||||||1|1||1||||2017-09-04
