"Id"|"Titulo"|"Precio"|"Modelo_anyo"|"Kilometros"|"Ubicacion"|"URL"|"Color"|"Combustible"|"Recorrido"|"Marca"|"Modelo"|"Unico"|"Placa"|"Anyo"|"Version"|"FrenosABS"|"Aire"|"Airbag"|"Asientos"|"Cilindros"|"Direccion"|"Financiamiento"|"Motor"|"Negociable"|"MotorReparado"|"Sonido"|"Traccion"|"Transmision"|"Vidrios"|"AlarmaControl"|"Asegurado"|"RastreoSatelital"|"CD"|"DVD"|"Planta"|"Buffer"|"Estribos"|"ForroLlantaRepuesto"|"LlantasNuevas"|"LucesAntiNiebla"|"PeliculaSeguridad"|"RetrovisoresElectricos"|"ReVTecnicoMecanica"|"RinesLujo"|"Spoiler"|"SunRoof"|"BloqueoCentral"|"ForroVolante"|"ForroAsientos"|"VolanteDeportivo"|"fecha_grabacion"
188|"Mazda 2 Touring Mt 1500"|"$ 46.000.000"|"2017"|"8.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-450457572-mazda-mazda-2-touring-mt-1500-_JM"|"Gris"|"Gasolina"|"8000"|"Mazda"|"Mazda 2"|"Sí"|"JDN-606"|"2017"|"Touring MT 1500"|"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"|"No"|"1496"|"Sí"|"No"|"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1|1|||1||||||1|||||||||1||2017-08-18
189|"Mazda 2 O Cambio A Camioneta Cerrada"|"$ 24.000.000"|"2008"|"120.000 Km"|"Risaralda"|"http://articulo.tucarro.com.co/MCO-452104402-mazda-mazda-2-_JM"|"Azul"|"Gasolina"|"120000"|"Mazda"|"Mazda 2"|"No"|"CQJ-446"|"2008"|"o Cambio a Camioneta Cerrada"|"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"||"1500"|"Sí"||"MP3"||"Mecánica"|"Eléctricos"|1|1||||||||1|||1|1||||1||||2017-08-18
190|"Mazda 2"|"$ 26.400.000"|"2011"|"67.100 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-453499713-mazda-mazda-2-_JM"|"Azul"|"Gasolina"|"67100"|"Mazda"|"Mazda 2"|"Sí"|"RHZ-539"|"2011"||"Sí"|"Sí"|"Sí"|"Tela"|"4"|"Hidráulica"|"No"|"1500"|"Sí"||"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1|||||||||1|1|1|1|1|1|1||1||||2017-08-18
191|"Mazda 2 Sport"|"$ 26.000.000"|"2011"|"58.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-453730144-mazda-mazda-2-sport-_JM"|"Rojo"|"Gasolina"|"58000"|"Mazda"|"Mazda 2"|"No"|"RDK240"|"2011"|"SPORT"|"Sí"|"Sí"|"Sí"|"Cuero"|"4"|"Asistida"|"No"|"1500CC"|"Sí"|"No"|"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1|1|||1||||||1|1|1|1|1|1||1|||1|2017-08-18
192|"Mazda 2 Grand Touring"|"$ 48.000.000"|"2016"|"16.500 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-451798115-mazda-mazda-2-hb-_JM"|"Gris"|"Gasolina"|"16500"|"Mazda"|"Mazda 2"|"Sí"|"IHT-904"|"2016"|"Grand touring"|"Sí"|"Sí"|"Sí"|"Tela"|"4"|"Asistida"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1|1|||||||||1|1|1||1|1||1|||1|2017-08-18
193|"Mazda 2 Hb Mecanico"|"$ 27.800.000"|"2010"|"78.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-451601991-mazda-mazda-2-hb-mecanico-_JM"|"Blanco"|"Gasolina"|"78000"|"Mazda"|"Mazda 2"|"Sí"|"ELM-429"|"2010"|"HB MECANICO"|"Sí"|"Sí"|"Sí"|"Tela"|"4"|"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1||||||||||1|1|1||1|1||1||||2017-08-18
194|"Mazda 2 Hb"|"$ 28.000.000"|"2012"|"54.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-450708105-mazda-mazda-2-hb-_JM"|"Gris"|"Gasolina"|"54000"|"Mazda"|"Mazda 2"|"No"|"DJO-514"|"2012"|"HB"||"Sí"|"Sí"|"Tela"|"4"|"Hidráulica"|"No"|"1500"|"Sí"|"No"|"CD"|"4x2"|"Automática"|"Eléctricos"|1|1||||||||1|1|1||1|1|1||1|||1|2017-08-18
195|"Mazda 2"|"$ 35.700.000"|"2015"|"30.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-451607234-mazda-mazda-2-_JM"|"Blanco"|"Gasolina"|"30000"|"Mazda"|"Mazda 2"|"Sí"|"***-**8"|"2015"||"Sí"|"Sí"|"Sí"|"Cuero"||"Hidráulica"|"No"|"1498"|"Sí"|"No"|"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1|||||||||1|1|1|1||1|1||1||||2017-08-18
196|"Mazda 2 Skyactiv"|"$ 50.620.000"|"2017"|"0 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-435075408-mazda-2-touring-aut-skyactiv-_JM"|"Blanco"|"Gasolina"|"0"|"Mazda"|"Mazda 2"|"Sí"|"000000"|"2017"|"SKYACTIV"|"Sí"|"Sí"|"Sí"|"Tela"|"4"|"Asistida"|"Sí"|"1500"|"No"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"||||||||||1|1||1||1|1||1||||2017-08-18
197|"Mazda 2 Touring"|"$ 42.500.000"|"2016"|"28.000 Km"|"Santander"|"http://articulo.tucarro.com.co/MCO-451673388-mazda-mazda-2-touring-_JM"|"Blanco"|"Gasolina"|"28000"|"Mazda"|"Mazda 2"|"Sí"|"UDW-786"|"2016"|"Touring"|"Sí"|"Sí"|"Sí"|"Cuero"||"Hidráulica"|"No"|"1500"|"Sí"||"MP3"||"Mecánica"|"Eléctricos"|1||||||||||1|1|1|1|1|||1||||2017-08-18
198|"Mazda 2 Hb"|"$ 28.800.000"|"2012"|"58.500 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-452122153-mazda-mazda-2-hb-_JM"|"Gris"|"Gasolina"|"58500"|"Mazda"|"Mazda 2"|"Sí"|"DIK-210"|"2012"|"HB"|"Sí"|"Sí"|"Sí"|"Tela"|"4L"|"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1|||||||||1|1||1||1|1||1|||1|2017-08-18
199|"Mazda 2 Grand Touring At 1500cc"|"$ 52.000.000"|"2017"|"5.690 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-451608367-mazda-mazda-2-grand-touring-at-1500cc-_JM"|"Blanco"|"Gasolina"|"5690"|"Mazda"|"Mazda 2"|"Sí"|"DNK-327"|"2017"|"Grand Touring AT 1500CC"|"Sí"|"Sí"|"Sí"|"Tela"|"4"|"Hidráulica"|"No"|"1496"|"Sí"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|1|||1||||||1|1||||1|1||1|||1|2017-08-18
200|"Mazda 2 Grand Touring"|"$ 48.000.000"|"2016"|"16.933 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-452654663-mazda-mazda-2-grand-touring-_JM"|"Gris"|"Gasolina"|"16933"|"Mazda"|"Mazda 2"|"Sí"|"IHS-695"|"2016"|"Grand Touring"|"Sí"|"Sí"|"Sí"|"Tela"|"4L"|"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|1|||||||||1|1|1|1||1|||1||||2017-08-18
201|"Mazda 2"|"$ 29.500.000"|"2013"|"39.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-452655961-mazda-mazda-2-_JM"|"Negro"|"Gasolina"|"39000"|"Mazda"|"Mazda 2"|"Sí"|"HBY-537"|"2013"||"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"|"No"|"1500"|"Sí"|"No"|"CD"|"4x2"|"Automática"|"Eléctricos"|1||||||||||1|1|||1|1||||||2017-08-18
202|"Mazda 2 Hb"|"$ 22.000.000"|"2008"|"115.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-451143913-mazda-mazda-2-hb-_JM"|"Rojo"|"Gasolina"|"115000"|"Mazda"|"Mazda 2"|"No"|"4"|"2008"|"HB"|"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"||"1500"|"Sí"||"MP3"||"Automática"|"Eléctricos"|1||||1||||||1|1|1|1|1|1||1||||2017-08-18
203|"Mazda 2 Skyactiv Sport"|"$ 47.970.000"|"2017"|"0 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-435075261-mazda-mazda-2-skyactiv-sport-_JM"|"Azul"|"Gasolina"|"0"|"Mazda"|"Mazda 2"|"Sí"|"000000"|"2017"|"SKYACTIV SPORT"|"Sí"|"Sí"|"Sí"|"Tela"|"4"|"Asistida"|"Sí"|"1500"|"No"|"No"|"MP3"|"4x2"|"Mecánica"|"Eléctricos"||||||||||1|1||1||1|1||1||||2017-08-18
204|"Mazda 2 Hb"|"$ 31.400.000"|"2012"|"58.150 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-451603233-mazda-mazda-2-hb-_JM"|"Blanco"|"Gasolina"|"58150"|"Mazda"|"Mazda 2"|"Sí"|"DJS-084"|"2012"|"HB"|"Sí"|"Sí"|"Sí"|"Cuero"|"4L"|"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|1||||||||||1|1|1||1|||1||||2017-08-18
205|"Mazda 2"|"$ 21.000.000"|"2009"|"98.824 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-451616550-mazda-mazda-2-_JM"|"Verde"|"Gasolina"|"98824"|"Mazda"|"Mazda 2"|"No"|"CUK-521"|"2009"||"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|1|||||||||1||1|1||1|1||1|1|||2017-08-18
206|"Mazda 2 Hatch Back"|"$ 22.200.000"|"2009"|"119.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-450582343-mazda-mazda-2-hatch-back-_JM"|"Negro"|"Gasolina"|"119000"|"Mazda"|"Mazda 2"|"No"|"CZS943"|"2009"|"HATCH BACK"|"Sí"|"Sí"|"Sí"|"Tela"|"16 V"|"Hidráulica"|"No"|"1500 CC"|"Sí"|"No"|"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1|||||||||1|1|1|1|1||1||1|1||1|2017-08-18
207|"Mazda 2 Hatch Back"|"$ 26.500.000"|"2010"|"45.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-451518003-mazda-mazda-2-hatch-back-_JM"|"Negro"|"Gasolina"|"45000"|"Mazda"|"Mazda 2"|"No"|"RAR802"|"2010"|"HATCH BACK"||"Sí"|"Sí"|"Cuero"||"Asistida"|"No"|"1500"|"Sí"|"No"|"MP3"||"Automática"|"Eléctricos"|||||||||||1|||1||||1||||2017-08-18
208|"Mazda 2 Hb"|"$ 25.000.000"|"2010"|"103.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-452569797-mazda-mazda-2-hb-_JM"|"Azul"|"Gasolina"|"103000"|"Mazda"|"Mazda 2"|"No"|"DDC-468"|"2010"|"HB"|"Sí"|"Sí"|"Sí"|"Tela"|"4"|"Hidráulica"|"No"|"1500"|"Sí"||"MP3"|"4x2"|"Automática"|"Eléctricos"||1|||||||||1||1|||||||||2017-08-18
209|"Mazda 2 Hb"|"$ 26.500.000"|"2010"|"71.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-450351278-mazda-mazda-2-hb-_JM"|"Azul"|"Gasolina"|"71000"|"Mazda"|"Mazda 2"|"No"|"FHN-638"|"2010"|"HB"|"Sí"|"Sí"|"Sí"|"Tela"|"4"|"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Mecánica"|"Eléctricos"|||||||||||1|||||||||||2017-08-18
210|"Mazda 2"|"$ 23.000.000"|"2009"|"74.001 Km"|"Risaralda"|"http://articulo.tucarro.com.co/MCO-451961042-mazda-mazda-2-_JM"|"Verde"|"Gasolina"|"74001"|"Mazda"|"Mazda 2"||"FHI-056"|"2009"|||"Sí"|"Sí"|"Tela"||"Hidráulica"||"1500"|"Sí"||"MP3"||"Automática"|"Eléctricos"|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2017-08-18
211|"Mazda 2 2015"|"$ 38.500.000"|"2015"|"25.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-452380049-mazda-mazda-2-2015-_JM"|"Blanco"|"Gasolina"|"25000"|"Mazda"|"Mazda 2"||"*****2"|"2015"||"Sí"|"Sí"|"Sí"|"Cuero"||"Hidráulica"||"1500"|"Sí"||"MP3"||"Automática"|"Eléctricos"|1|1|||||||||1|1|1||1|||1|||1|2017-08-18
212|"Mazda 2 Sport"|"$ 29.700.000"|"2014"|"33.700 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-453714148-mazda-mazda-2-2014-_JM"|"Azul"|"Gasolina"|"33700"|"Mazda"|"Mazda 2"|"No"|"7"|"2014"|"SPORT"|"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"||"1500"|"Sí"||"MP3"||"Mecánica"|"Eléctricos"|1||||||||||1|1|1||1|1||1|1|||2017-08-18
213|"Mazda 2 Full Automatico"|"$ 22.300.000"|"2010"|"108.001 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-450669770-mazda-2-automatico-full-equipo-bogota-_JM"|"Negro"|"Gasolina"|"108001"|"Mazda"|"Mazda 2"|"No"|"*****1"|"2010"|"FULL AUTOMATICO"||"Sí"|"Sí"|"Cuero"||"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|1||||1|||||1|1|1|1|1|1|1||1||||2017-08-18
214|"Mazda 2 2009 At"|"$ 20.800.000"|"2009"|"108.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-450669838-mazda-2-2009-at-_JM"|"Gris"||"108000"|"Mazda"|"Mazda 2"||"+++++6"|"2009"|||"Sí"||"Cuero"||"Hidráulica"|||"Sí"||||"Automática"|"Eléctricos"||||||||||||||||||||||2017-08-18
215|"Mazda 2 Mazda 2"|"$ 29.500.000"|"2010"|"91.411 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-454492666-mazda-mazda-2-2010-at-_JM"|"Plateado"|"Gasolina"|"91411"|"Mazda"|"Mazda 2"||"ELM 599"|"2010"|"MAZDA 2"||"Sí"|"Sí"|"Tela"||"Hidráulica"||"1500"|"Sí"||"MP3"||"Automática"|"Eléctricos"|1|||1|||||||1|1|1|1||||1||||2017-08-18
216|"Mazda 2 Touring 1.500cc 2016"|"$ 46.000.000"|"2016"|"31.380 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-454072819-mazda-2-touring-1500cc-2016-_JM"|"Gris"|"Gasolina"|"31380"|"Mazda"|"Mazda 2"||"USV305"|"2016"||"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"|"No"|"1.500CC"|"Sí"||"MP3"||"Automática"|"Eléctricos"|1|||||||||||||||||1||||2017-08-18
217|"Mazda 2"|"$ 25.900.000"|"2010"|"107.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-454350038-mazda-mazda-2-_JM"|"Blanco"|"Gasolina"|"107000"|"Mazda"|"Mazda 2"|"No"|"PPPP5"|"2010"||"Sí"|"Sí"|"Sí"|"Cuero"||"Hidráulica"|"No"|"1500"|"No"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|1||||||||||1||1|1|1|||1||||2017-08-18
218|"Mazda 2 Mazda 2 Skyactiv. 1.5 Cc"|"$ 48.000.000"|"2017"|"12.000 Km"|"Atlántico"|"http://articulo.tucarro.com.co/MCO-454050957-mazda-touring-2-skyactiv-mecanico-2017-motor-15-cc-_JM"|"Blanco"|"Gasolina"|"12000"|"Mazda"|"Mazda 2"||"UGL014"|"2017"|"Mazda 2 Skyactiv. 1.5 cc"|"Sí"|"Sí"|"Sí"|"Tela"|"4 en linea"|"Asistida"||"1.5 litros"|"Sí"||"MP3"|"4x2"|"Automática"|"Eléctricos"|1|||||||1|||1|1|1||1||1|||||2017-08-18
219|"Mazda 2 Mecánica 4x2 Gasolina"|"$ 28.000.000"|"2010"|"88.732 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-454326733-mazda-mazda-2-mecanica-4x2-gasolina-_JM"|"Plateado"|"Gasolina"|"88732"|"Mazda"|"Mazda 2"||"FQB221"|"2010"|||"Sí"|"Sí"|"Tela"||"Hidráulica"|"Sí"|"1500"|"No"|"No"|"R/Rep."|"4x2"|"Mecánica"|||||||||||||||||||||||2017-08-18
220|"Mazda 2"|"$ 50.000.000"|"2016"|"27.022 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-454101992-mazda-mazda-2-_JM"|"Blanco"|"Gasolina"|"27022"|"Mazda"|"Mazda 2"|"Sí"|"xxx458"|"2016"||"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"|"Sí"|"1600"|"Sí"||"MP3"|"4x2"|"Automática"||1||||||||||1|1|||1|||1|||1|2017-08-18
221|"Mazda 2 Mazda 2 Hb 1500cc"|"$ 27.500.000"|"2011"|"68.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-454492015-mazda-2-hb-1500cc-at-full-equipo-_JM"|"Gris"|"Gasolina"|"68000"|"Mazda"|"Mazda 2"|"Sí"|"RBR354"|"2011"|"MAZDA 2 HB 1500CC"|"Sí"|"Sí"|"Sí"|"Cuero"||"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|1|||||||||||1|1|1|1|||1||||2017-08-18
222|"Mazda 2 Touring Secuencial"|"$ 42.800.000"|"2016"|"24.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-454349192-mazda-mazda-2-touring-automatico-_JM"|"Gris"|"Gasolina"|"24000"|"Mazda"|"Mazda 2"|"Sí"|"UUS178"|"2016"|"TOURING SECUENCIAL"|"Sí"|"Sí"|"Sí"|"Tela"|"4"|"Hidráulica"|"Sí"|"1500"|"Sí"|"No"|"MP3"||"Automática"|"Eléctricos"|1|1||||||1|||1|1|1||1|1||1|||1|2017-08-18
223|"Mazda 2 Modelo 2012 1.5 Mec"|"$ 28.900.000"|"2012"|"95.596 Km"|"Risaralda"|"http://articulo.tucarro.com.co/MCO-454319345-mazda-mazda-2-modelo-2012-15-mec-_JM"|"Plateado"|"Gasolina"|"95596"|"Mazda"|"Mazda 2"||"000000"|"2012"|||"Sí"|"Sí"|"Tela"||"Hidráulica"||"1500"|"Sí"|"No"|"CD"||"Mecánica"|"Eléctricos"|1||||||||||||1||1|||1||||2017-08-18
224|"Mazda 2 Mazda 2 Touring"|"$ 47.000.000"|"2016"|"56.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-454234997-mazda-2-motor-15-2016-automatico-_JM"|"Marrón"|"Gasolina"|"56000"|"Mazda"|"Mazda 2"|"Sí"|"UEO348"|"2016"|"Mazda 2 Touring"|"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"|"Sí"|"1500"|"Sí"||"MP3"||"Automática"|"Eléctricos"|1|1|1||||||||1|1|1||1|||1||1||2017-08-18
225|"Mazda 2 Automático 1500cc 2008"|"$ 22.000.000"|"2008"|"105.000 Km"|"Meta"|"http://articulo.tucarro.com.co/MCO-454508843-mazda-2-automatico-modelo-2008-_JM"|"Negro"|"Gasolina"|"105000"|"Mazda"|"Mazda 2"|"No"|"CQJ429"|"2008"|"Automático 1500cc 2008"|"Sí"|"Sí"|"Sí"|"Tela"|"4"|"Hidráulica"|"Sí"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|1|||1||||||1|1|1|1|1|1|||1||||2017-08-18
226|"Mazda 2 Grand Touring"|"$ 59.250.000"|"2018"|"0 Km"|"Valle Del Cauca"|"http://articulo.tucarro.com.co/MCO-454485292-mazda-2-grand-touring-skyactiv-2018-0km-_JM"|"Plateado"|"Gasolina"|"0"|"Mazda"|"Mazda 2"||"-------"|"2018"|"Grand Touring"|"Sí"|"Sí"|"Sí"|"Cuero"||"Asistida"|"Sí"|"1500"|"No"||||"Automática"|"Eléctricos"|1|||||||||1|1||1||1|||1|||1|2017-08-18
227|"Mazda 2 2015"|"$ 36.500.000"|"2015"|"32.000 Km"|"Valle Del Cauca"|"http://articulo.tucarro.com.co/MCO-454455609-mazda-mazda-2-2015-_JM"|"Gris"||"32000"|"Mazda"|"Mazda 2"|"Sí"|"ICS640"|"2015"||"Sí"||"Sí"|"Cuero"||"Hidráulica"|||"Sí"||||"Automática"||1||||1||||||1|1||||||1||||2017-08-18
228|"Mazda 2 2013"|"$ 33.500.000"|"2013"|"56.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-454345232-mazda-mazda-2-2013-_JM"|"Vinotinto"|"Gasolina"|"56000"|"Mazda"|"Mazda 2"|"No"|"NBW937"|"2013"||"Sí"|"Sí"|"Sí"|"Cuero"||"Hidráulica"|"Sí"|"1,5"|"Sí"|"No"|"CD"|"4x2"|"Automática"||1||||1|||1||||||1||||1||||2017-08-18
229|"Mazda 2 Turing"|"$ 48.300.000"|"2016"|"20.350 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-454206574-mazda-2-turing-automatico-2016-_JM"|"Blanco"|"Gasolina"|"20350"|"Mazda"|"Mazda 2"|"Sí"|"HYS 011"|"2016"|"TURING"|"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"|"Sí"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"||||||||||1|1|1|1|1|1|1||1|||1|2017-08-18
230|"Mazda 2 Mazda 2 Aut"|"$ 27.000.000"|"2011"|"79.831 Km"|"Boyaca"|"http://articulo.tucarro.com.co/MCO-454051589-mazda-2-automatico-_JM"|"Rojo"|"Gasolina"|"79831"|"Mazda"|"Mazda 2"|"No"|"RIK661"|"2011"|"MAZDA 2 AUT"|"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"|"No"|"1498"|"Sí"||"CD"||"Automática"|"Eléctricos"|1||||||||||1||1|1|1|||||||2017-08-18
231|"Mazda 2 Touring"|"$ 46.500.000"|"2016"|"13.202 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-454440701-mazda-2-touring-modelo-2016-_JM"|"Gris"|"Gasolina"|"13202"|"Mazda"|"Mazda 2"|"Sí"|"IWN069"|"2016"|"touring"|"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"||"1.5"|"Sí"||"MP3"||"Automática"|"Eléctricos"||||||||||||1|1|||||1||||2017-08-18
232|"Mazda 2 2011"|"$ 28.300.000"|"2011"|"75.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-454497744-mazda-mazda-2-2011-_JM"|"Negro"||"75000"|"Mazda"|"Mazda 2"||"kho989"|"2011"|||||||"Hidráulica"|||"Sí"||||"Automática"|||||||||||||||||||||||2017-08-18
233|"Mazda 2 Automatico Cojineria En Cuero 2012"|"$ 32.000.000"|"2012"|"45.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-454109047-mazda-2-automatico-cojineria-en-cuero-2012-_JM"|"Gris"|"Gasolina"|"45000"|"Mazda"|"Mazda 2"||"KMR014"|"2012"||"Sí"|"Sí"|"Sí"|"Cuero"||"Hidráulica"|"Sí"|"1500"|"Sí"||"MP3"||"Automática"|"Eléctricos"|||||||||||1|1|1||1|||1||||2017-08-18
234|"Mazda Hatchbag 2 2009"|"$ 24.000.000"|"2009"|"114.000 Km"|"Atlántico"|"http://articulo.tucarro.com.co/MCO-454040703-mazda-hatchbag-2-2009-_JM"|"Beige"|"Gasolina"|"114000"|"Mazda"|"Mazda 2"||"GNP575"|"2009"|||"Sí"|"Sí"|"Tela"||"Hidráulica"|||"No"||||"Mecánica"|"Eléctricos"|1|||||||||||||||||||||2017-08-18
235|"Mazda 2 Mazda 2 Hb Aut, Sun Roof"|"$ 25.300.000"|"2010"|"62.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-454113586-mazda-2-at-1500cc-fe-sun-roof-2010-_JM"|"Vinotinto"|"Gasolina"|"62000"|"Mazda"|"Mazda 2"|"No"|"RZI467"|"2010"|"MAZDA 2 HB AUT, SUN ROOF"|"Sí"|"Sí"|"Sí"|"Cuero"||"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|1|||||||||1||1|1|1|1||1|1||||2017-08-18
236|"Mazda 2 2011"|"$ 27.500.000"|"2011"|"123.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-454207073-mazda-mazda-2-2011-_JM"|"Blanco"||"123000"|"Mazda"|"Mazda 2"||"dhy485"|"2011"|||||||"Hidráulica"|||"Sí"||||"Automática"|||||||||||||||||||||||2017-08-18
237|"Mazda 2 Sedan"|"$ 32.000.000"|"2013"|"76.900 Km"|"Risaralda"|"http://articulo.tucarro.com.co/MCO-454102899-mazda-mazda-2-sedan-_JM"|"Blanco"||"76900"|"Mazda"|"Mazda 2"||"KDN-579"|"2013"|||||||"Hidráulica"||"1500"|"Sí"||||"Mecánica"|||||||||||||||||||||||2017-08-18
238|"Mazda 2"|"$ 23.500.000"|"2009"|"76.900 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-454502511-mazda-mazda-2-_JM"|"Gris"|"Gasolina"|"76900"|"Mazda"|"Mazda 2"|"Sí"|"FMG058"|"2009"||"No"|"Sí"|"Sí"|"Cuero"|"4"|"Hidráulica"|"No"|"1500"|"Sí"||"MP3"||"Automática"|"Eléctricos"||1||||||||1|||1|1||||1||||2017-08-18
239|"Mazda 2"|"$ 30.000.000"|"2012"|"63.538 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-454410514-mazda-mazda-2-_JM"|"Azul"|"Gasolina"|"63538"|"Mazda"|"Mazda 2"|"No"|"RIL-152"|"2012"||"Sí"|"Sí"|"Sí"|"Tela"|"4"|"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"||"Mecánica"|"Eléctricos"||||||||||||1|1|1||||1||||2017-08-18
240|"Mazda 2 Deportiva"|"$ 36.500.000"|"2015"|"47.000 Km"|"Cundinamarca"|"http://articulo.tucarro.com.co/MCO-454317734-mazda-mazda-2-deportiva-_JM"|"Gris"|"Gasolina"|"47000"|"Mazda"|"Mazda 2"|"Sí"|"UCO-131"|"2015"|"Deportiva"||"Sí"|"Sí"|"Tela"||"Hidráulica"||"1500"|"Sí"||"CD"||"Automática"|"Eléctricos"||1||1||||||1|1||1|1|1|||1||||2017-08-18
241|"Mazda 2"|"$ 31.000.000"|"2012"|"50.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-454118704-mazda-mazda-2-_JM"|"Gris"|"Gasolina"|"50000"|"Mazda"|"Mazda 2"|"Sí"|"MBW096"|"2012"||"Sí"|"Sí"|"Sí"|"Cuero"||"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"||"Automática"|"Eléctricos"|||||||||1||1||1|1||||1||||2017-08-18
