"Id"|"Titulo"|"Precio"|"Modelo_anyo"|"Kilometros"|"Ubicacion"|"URL"|"Color"|"Combustible"|"Recorrido"|"Marca"|"Departamento"|"Ciudad"|"Barrio"|"Modelo"|"Unico"|"Placa"|"Anyo"|"Version"|"FrenosABS"|"Aire"|"Airbag"|"Asientos"|"Cilindros"|"Direccion"|"Financiamiento"|"Motor"|"Negociable"|"MotorReparado"|"Sonido"|"Traccion"|"Transmision"|"Vidrios"|"AlarmaControl"|"Asegurado"|"RastreoSatelital"|"CD"|"DVD"|"Planta"|"Buffer"|"Estribos"|"ForroLlantaRepuesto"|"LlantasNuevas"|"LucesAntiNiebla"|"PeliculaSeguridad"|"RetrovisoresElectricos"|"ReVTecnicoMecanica"|"RinesLujo"|"Spoiler"|"SunRoof"|"BloqueoCentral"|"ForroVolante"|"ForroAsientos"|"VolanteDeportivo"|"fecha_grabacion"
12|"Mazda 2"|"$ 48.000.000"|"2016"|"9.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-454856208-mazda-mazda-2-_JM"|"Rojo"|"Gasolina"|"9000"|"Mazda"|"Bogotá D.c. "|" Suba"|" Calima Norte"|"Mazda 2"|"Sí"|"IJZ-675"|"2016"||"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"||"1496"|"Sí"||"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1|||||||||||||||||||||2017-08-26
13|"Mazda 2 Hb"|"$ 27.800.000"|"2010"|"56.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-454788614-mazda-mazda-2-hb-_JM"|"Azul"|"Gasolina"|"56000"|"Mazda"|"Antioquia "|" Medellín"||"Mazda 2"||"QFR-635"|"2010"|"HB"|"Sí"|"Sí"|"Sí"|"Cuero"|"4L"|"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|1|||||||||1|1|1|||1|||1||||2017-08-26
14|"Mazda 2"|"$ 27.900.000"|"2011"|"53.797 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-454628600-mazda-mazda-2-_JM"|"Gris"|"Gasolina"|"53797"|"Mazda"|"Bogotá D.c. "|" Rafael Uribe Uribe"|" San Luis"|"Mazda 2"|"No"|"RHR-814"|"2011"||"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"||"1498"|"Sí"||"MP3"||"Automática"|"Eléctricos"||||1||||||1||1||1|1|||1||||2017-08-26
15|"Mazda 2 Gran Touring"|"$ 50.000.000"|"2017"|"14.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-454851351-mazda-mazda-2-gran-touring-_JM"|"Plateado"|"Gasolina"|"14000"|"Mazda"|"Bogotá D.c. "|" Usaquén"|" Multicentro"|"Mazda 2"|"Sí"|"JET-060"|"2017"|"Gran Touring"|"Sí"|"Sí"|"Sí"|"Cuero"|"4l"|"Asistida"|"No"|"1500"|"Sí"|"No"|"MP3"||"Automática"|"Eléctricos"|1|1|||||||||1|1||||||1||||2017-08-26
16|"Mazda 2 Mazda 2"|"$ 28.500.000"|"2012"|"70.500 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-454980841-mazda-mazda-2-2012-_JM"|"Gris"|"Gasolina"|"70500"|"Mazda"|"Antioquia "|" Medellín"|" El Poblado"|"Mazda 2"|"No"|"DIK058"|"2012"|"mazda 2"|"Sí"|"Sí"|"Sí"|"Cuero"|"4"|"Hidráulica"|"Sí"|"1500"|"Sí"|"No"|"CD"|"4x2"|"Mecánica"|"Eléctricos"|1|||1|||||||1|1|1||1|1||1|1||1|2017-08-26
17|"Mazda 2 Touring"|"$ 47.000.000"|"2017"|"14.750 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-454789250-mazda-2-touring-automatico-perfecto-_JM"|"Gris"|"Gasolina"|"14750"|"Mazda"|"Bogotá D.c. "|" Suba"|" Mazurén"|"Mazda 2"|"Sí"|"IXP388"|"2017"|"TOURING"|"Sí"|"Sí"|"Sí"|"Tela"|"4"|"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|1|1|||||||||1|1|1||1|||1|||1|2017-08-26
18|"Mazda 2 Hatchback Mecánico Mod 2011"|"$ 27.500.000"|"2011"|"78.000 Km"|"Risaralda"|"http://articulo.tucarro.com.co/MCO-454771444-mazda-2-hatchback-mecanico-mod-2011-_JM"|"Blanco"|"Gasolina"|"78000"|"Mazda"|"Risaralda "|" Pereira"|" Centro"|"Mazda 2"||"XXX 518"|"2011"||"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"|"Sí"|"1.500"|"Sí"||"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1|||||||||||||||||1||||2017-08-26
19|"Mazda 2 2011"|"$ 30.000.000"|"2011"|"47.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-454874451-mazda-mazda-2-2011-_JM"|"Rojo"|"Gasolina"|"47000"|"Mazda"|"Bogotá D.c. "|" Usaquén"|" Canaima"|"Mazda 2"|"No"|"RGO-718"|"2011"||"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"||"1500"|"Sí"||"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1|||1||||||||1|1|1||||1||||2017-08-26
20|"Mazda 2"|"$ 26.000.000"|"2010"|"73.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-454769923-mazda-mazda-2-_JM"|"Verde"|"Gasolina"|"73000"|"Mazda"|"Bogotá D.c. "|" Engativa"|" Normandía"|"Mazda 2"|"No"|"MQN-459"|"2010"||"Sí"|"Sí"|"Sí"|"Semi-cuero"||"Hidráulica"|"No"|"1.5"|"Sí"|"No"|"CD"||"Automática"|"Eléctricos"|||||||||||||1|1||1|1|1||||2017-08-26
21|"Mazda 2 2"|"$ 32.000.000"|"2011"|"82.500 Km"|"Santander"|"http://articulo.tucarro.com.co/MCO-454731365-mazda-mazda-2-2-_JM"|"Negro"|"Gasolina"|"82500"|"Mazda"|"Santander "|" Bucaramanga"||"Mazda 2"|"Sí"|"KKW629"|"2011"|"2"|"Sí"|"Sí"|"Sí"|"Cuero"|"4"|"Hidráulica"|"No"|"1500"|"No"|"No"|"CD"|"4x2"|"Automática"|"Eléctricos"||1||1||||||||1|1|||||1||||2017-08-26
22|"Mazda 2 Hb"|"$ 26.000.000"|"2012"|"54.500 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-454697016-mazda-mazda-2-hb-_JM"|"Azul"|"Gasolina"|"54500"|"Mazda"|"Bogotá D.c. "|" Fontibón"|" Modelia"|"Mazda 2"|"No"|"RNN-469"|"2012"|"HB"|"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"|"No"|"1498"|"Sí"|"No"|"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1|||||||||1|1|1|1|1|1|||1||||2017-08-26
23|"Mazda 2 Gran Touring"|"$ 52.900.000"|"2017"|"5.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-454627527-mazda-mazda-2-gran-touring-_JM"|"Plateado"|"Gasolina"|"5000"|"Mazda"|"Bogotá D.c. "|" Usaquén"|" Rincón del Chicó"|"Mazda 2"|"Sí"|"DMV-491"|"2017"|"Gran Touring"||"Sí"|"Sí"|"Tela"||"Hidráulica"||"1496"|"Sí"||"MP3"||"Automática"|"Eléctricos"|1|1|||1|1||||1||1|1||1|||||||2017-08-26
24|"Mazda 2 1.5 Aut2013 Mjy891"|"$ 33.900.000"|"2013"|"51.027 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-454861787-mazda-2-15-aut2013-mjy891-_JM"|"Rojo"|"Gasolina"|"51027"|"Mazda"|"Bogotá D.c. "|" Bogota"||"Mazda 2"||"MJY891"|"2013"|||"Sí"|"Sí"|"Cuero"||"Hidráulica"|"Sí"|"1500"|"No"||||"Automática"|||||||||||||||||||||||2017-08-26
25|"Mazda 2"|"$ 28.200.000"|"2011"|"64.500 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-454797142-mazda-mazda-2-_JM"|"Gris"|"Gasolina"|"64500"|"Mazda"|"Antioquia "|" Rionegro"||"Mazda 2"|"No"|"KCY978"|"2011"||"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"|"No"|"1500cc"|"Sí"|"No"|"MP3"||"Automática"|"Eléctricos"|1|||||||||1||||||||||||2017-08-26
26|"Mazda 2"|"$ 33.900.000"|"2014"|"28.600 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-454791846-mazda-mazda-2-_JM"|"Plateado"|"Gasolina"|"28600"|"Mazda"|"Bogotá D.c. "|" Suba"|" Gratamira"|"Mazda 2"|"No"|"HKZ-475"|"2014"||"Sí"|"Sí"|"Sí"|"Cuero"||"Asistida"||"1500"|"Sí"||"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1|1|||||||||1|1|1||1|||1|||1|2017-08-26
27|"Mazda 2 Mazda 2 Hb At"|"$ 28.500.000"|"2011"|"78.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-454639172-mazda-mazda-2-mazda-2-hb-at-_JM"|"Beige"|"Gasolina"|"78000"|"Mazda"|"Antioquia "|" Medellín"||"Mazda 2"|"No"|"KJA-227"|"2011"|"MAZDA 2 HB AT"|"Sí"|"Sí"|"Sí"|"Tela"|"4L"|"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|1|1||||||||1|1|1|1||1|1||1||||2017-08-26
28|"Mazda 2 Mazda 2 Takeshi"|"$ 31.000.000"|"2014"|"49.700 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-454827156-mazda-2-edicion-especial-takeshi-full-equipo-_JM"|"Blanco"|"Gasolina"|"49700"|"Mazda"|"Bogotá D.c. "|" Suba"|" Puente Largo"|"Mazda 2"|"No"|"hvy657"|"2014"|"Mazda 2 Takeshi"|"Sí"|"Sí"|"Sí"|"Cuero"|"4"|"Asistida"|"Sí"|"1500"|"Sí"|"No"|"CD"|"4x2"|"Mecánica"|"Eléctricos"|1||||||||||1|||1|1|||1||||2017-08-26
29|"Mazda 2 Hb At 1500cc"|"$ 22.300.000"|"2008"|"92.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-454787139-mazda-mazda-2-hb-at-1500cc-_JM"|"Azul"|"Gasolina"|"92000"|"Mazda"|"Bogotá D.c. "|" Teusaquillo"|" El Salitre"|"Mazda 2"|"No"|"XXX-XX5"|"2008"|"HB AT 1500CC"|"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"|"Sí"|"1500"|"Sí"||"MP3"||"Automática"|"Eléctricos"|1|||||||||||||||||||||2017-08-26
30|"Mazda 2 Hb"|"$ 26.500.000"|"2010"|"110.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-454792189-mazda-mazda-2-hb-_JM"|"Plateado"|"Gasolina"|"110000"|"Mazda"|"Antioquia "|" Medellín"||"Mazda 2"|"Sí"|"KBQ-296"|"2010"|"HB"|"Sí"|"Sí"|"Sí"|"Tela"|"4L"|"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1||||||||||1|1|1||1|||1|||1|2017-08-26
31|"Mazda 2 Mt 1500cc"|"$ 20.000.000"|"2009"|"109.650 Km"|"Bolívar"|"http://articulo.tucarro.com.co/MCO-454905846-mazda-mazda-2-mt-1500cc-_JM"|"Blanco"|"Gasolina"|"109650"|"Mazda"|"Bolívar "|" Cartagena De Indias"||"Mazda 2"|"Sí"|"GNQ-348"|"2009"|"MT 1500CC"|"Sí"|"Sí"|"Sí"|"Tela"|"4"|"Hidráulica"||"1500"|"Sí"||"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1||||||||||||1|||||||||2017-08-26
32|"Mazda 2 Hb"|"$ 28.000.000"|"2012"|"54.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-454821274-mazda-mazda-2-hb-_JM"|"Gris"|"Gasolina"|"54000"|"Mazda"|"Bogotá D.c. "|" Barrios Unidos"|" Siete de Agosto"|"Mazda 2"|"No"|"DJO-514"|"2012"|"HB"||"Sí"|"Sí"|"Tela"|"4"|"Hidráulica"|"No"|"1500"|"Sí"|"No"|"CD"|"4x2"|"Automática"|"Eléctricos"|1|1||||||||1|1|1||1|1|1||1|||1|2017-08-26
33|"Mazda 2 Full Automatico"|"$ 22.300.000"|"2010"|"108.001 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-454821299-mazda-2-automatico-full-equipo-bogota-_JM"|"Negro"|"Gasolina"|"108001"|"Mazda"|"Bogotá D.c. "|" Bogota"||"Mazda 2"|"No"|"*****1"|"2010"|"FULL AUTOMATICO"||"Sí"|"Sí"|"Cuero"||"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|1||||1|||||1|1|1|1|1|1|1||1||||2017-08-26
34|"Mazda 2 2009 At"|"$ 20.800.000"|"2009"|"108.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-454821298-mazda-2-2009-at-_JM"|"Gris"||"108000"|"Mazda"|"Bogotá D.c. "|" Bogota"||"Mazda 2"||"+++++6"|"2009"|||"Sí"||"Cuero"||"Hidráulica"|||"Sí"||||"Automática"|"Eléctricos"||||||||||||||||||||||2017-08-26
35|"Mazda 2 Mazda 2"|"$ 22.500.000"|"2009"|"112.600 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-454464371-mazda-2-mecanico-15-full-equipo-_JM"|"Rojo"|"Gasolina"|"112600"|"Mazda"|"Bogotá D.c. "|" Usaquén"|" Cedritos"|"Mazda 2"|"No"|"DCE 383"|"2009"|"Mazda 2"|"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1|||||||||||1|1||1|||1||||2017-08-26
36|"Mazda 2 Sedan"|"$ 30.000.000"|"2013"|"48.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-452731952-mazda-2-sedan-_JM"|"Blanco"|"Gasolina"|"48000"|"Mazda"|"Bogotá D.c. "|" Bogota"||"Mazda 2"|"No"|"NBX202"|"2013"|"2 Sedan"|"Sí"|"Sí"|"Sí"|"Tela"||"Mecánica"|"No"||"Sí"|"No"|"MP3"|"4x4"|"Mecánica"|"Eléctricos"|1|1|||1|||||1|1||1|||||1||||2017-08-26
37|"Mazda 2 Hatchback"|"$ 23.900.000"|"2008"|"94.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-454441093-mazda-2-_JM"|"Verde"|"Gasolina"|"94000"|"Mazda"|"Antioquia "|" Medellín"|" El Poblado"|"Mazda 2"|"No"|"FHA333"|"2008"|"HATCHBACK"|"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"|"Sí"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1|1||||||||1|1|1|1|1|1|1||1||||2017-08-26
38|"Mazda 2 Hatch Back"|"$ 26.500.000"|"2010"|"61.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-454045454-mazda-mazda-2-hatch-back-_JM"|"Blanco"|"Gasolina"|"61000"|"Mazda"|"Bogotá D.c. "|" Suba"|" Las Villas"|"Mazda 2"|"Sí"|"RBR230"|"2010"|"HATCH BACK"|"Sí"|"Sí"|"Sí"|"Tela"|"4"|"Asistida"|"No"|"1500"|"Sí"|"No"|"CD"||"Mecánica"|"Eléctricos"|1||||||||||1|1|1|1|1|||1||||2017-08-26
39|"Mazda 2 Hb"|"$ 26.300.000"|"2011"|"93.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-453601354-mazda-mazda-2-hb-_JM"|"Azul"|"Gasolina"|"93000"|"Mazda"|"Bogotá D.c. "|" Kennedy"|" Alsacia"|"Mazda 2"|"No"|"RDO-135"|"2011"|"HB"|"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"|"No"|"1498"|"Sí"|"No"|"CD"||"Mecánica"|"Eléctricos"||||||||||1|1|1|1|1|1|1||1|||1|2017-08-26
40|"Mazda 2 Hb Aut"|"$ 33.000.000"|"2012"|"77.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-453533371-mazda-mazda-2-hb-aut-_JM"|"Gris"|"Gasolina"|"77000"|"Mazda"|"Antioquia "|" Medellín"||"Mazda 2"|"No"|"RLX-899"|"2012"|"HB AUT"|"Sí"|"Sí"|"Sí"|"Tela"|"4"|"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|1||||||||||1|1|1||1|1||1|||1|2017-08-26
41|"Mazda 2"|"$ 29.500.000"|"2011"|"66.900 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-453452565-mazda-mazda-2-_JM"|"Azul"|"Gasolina"|"66900"|"Mazda"|"Bogotá D.c. "|" Usaquén"|" Cedritos"|"Mazda 2"|"Sí"|"RHP-436"|"2011"||"Sí"|"Sí"|"Sí"|"Cuero"||"Hidráulica"|"No"|"1500"|"Sí"|"No"|"CD"||"Automática"|"Eléctricos"|1||||||||||||1|||||1||||2017-08-26
42|"Mazda 2"|"$ 31.900.000"|"2011"|"73.546 Km"|"Risaralda"|"http://articulo.tucarro.com.co/MCO-452296580-mazda-mazda-2-_JM"|"Blanco"|"Gasolina"|"73546"|"Mazda"|"Risaralda "|" Pereira"||"Mazda 2"||"DXR-494"|"2011"|||"Sí"|"Sí"|"Cuero"||"Hidráulica"||"1500"|"Sí"||"MP3"||"Automática"|"Eléctricos"|||||||||||1|||||||||||2017-08-26
43|"Mazda 2 Hb"|"$ 25.900.000"|"2009"|"83.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-454496306-mazda-mazda-2-hb-_JM"|"Rojo"|"Gasolina"|"83000"|"Mazda"|"Antioquia "|" Medellín"||"Mazda 2"|"No"|"FHD-734"|"2009"|"HB"|"Sí"|"Sí"|"Sí"|"Tela"|"4L"|"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|1|1||1||||||1||1|1||1|1|||||1|2017-08-26
44|"Mazda 2 Hb"|"$ 26.500.000"|"2009"|"76.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-453813607-mazda-mazda-2-2009-_JM"|"Plateado"|"Gasolina"|"76000"|"Mazda"|"Antioquia "|" Medellín"||"Mazda 2"|"No"|"ITY-686"|"2009"|"HB"|"Sí"|"Sí"|"Sí"|"Tela"|"4L"|"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|1|1|||||||||1|1|1|1|1|1||1|||1|2017-08-26
45|"Mazda 2 Spoiler Y Estribos De Lujo, Cuero, D..."|"$ 30.500.000"|"2012"|"62.200 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-453862090-mazda-2-spoiler-y-estribos-de-lujo-cuero-dvd-gps-tv-tdt-_JM"|"Rojo"|"Gasolina"|"62200"|"Mazda"|"Bogotá D.c. "|" Suba"|" Colina Campestre I y II Etapa"|"Mazda 2"|"No"|"RNW480"|"2012"||"Sí"|"Sí"|"Sí"|"Cuero"||"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"||"Automática"|"Eléctricos"|1||||1|||1||||1|1||1|1||1||||2017-08-26
46|"Mazda 2 Gran Touring"|"$ 57.500.000"|"2018"|"0 Km"|"Meta"|"http://articulo.tucarro.com.co/MCO-448289782-mazda-2-gran-touring-_JM"|"Plateado"||"0"|"Mazda"|"Meta "|" Villavicencio"||"Mazda 2"||"0"|"2018"|||||||"Asistida"|||"No"||||"Automática"|||||||||||||||||||||||2017-08-26
47|"Mazda 2 Grand Touring"|"$ 50.500.000"|"2017"|"12.600 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-454576304-mazda-mazda-2-_JM"|"Gris"|"Gasolina"|"12600"|"Mazda"|"Bogotá D.c. "|" Bogota"||"Mazda 2"|"Sí"|"IXQ754"|"2017"|"GRAND TOURING"|"Sí"|"Sí"|"Sí"|"Cuero"||"Asistida"|"Sí"|"1500"|"Sí"|"No"|"CD"|"4x2"|"Automática"|"Eléctricos"||||||||||||||||||||||2017-08-26
