"Id"|"Titulo"|"Precio"|"Modelo_anyo"|"Kilometros"|"Ubicacion"|"URL"|"Color"|"Combustible"|"Recorrido"|"Marca"|"Departamento"|"Ciudad"|"Barrio"|"Modelo"|"Unico"|"Placa"|"Anyo"|"Version"|"FrenosABS"|"Aire"|"Airbag"|"Asientos"|"Cilindros"|"Direccion"|"Financiamiento"|"Motor"|"Negociable"|"MotorReparado"|"Sonido"|"Traccion"|"Transmision"|"Vidrios"|"AlarmaControl"|"Asegurado"|"RastreoSatelital"|"CD"|"DVD"|"Planta"|"Buffer"|"Estribos"|"ForroLlantaRepuesto"|"LlantasNuevas"|"LucesAntiNiebla"|"PeliculaSeguridad"|"RetrovisoresElectricos"|"ReVTecnicoMecanica"|"RinesLujo"|"Spoiler"|"SunRoof"|"BloqueoCentral"|"ForroVolante"|"ForroAsientos"|"VolanteDeportivo"|"fecha_grabacion"
128|"Mazda 2 Sport"|"$ 34.500.000"|"2014"|"18.600 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-452150465-mazda-mazda-2-sport-_JM"|"Blanco"|"Gasolina"|"18600"|"Mazda"|"Bogotá D.c. "|" Barrios Unidos"|" Rafael Uribe"|"Mazda 2"|"No"|"XXXXX3"|"2014"|"sport"|"Sí"|"Sí"|"Sí"|"Cuero"||"Asistida"|"No"|"1498"|"Sí"|"No"|"R/Rep."|"4x2"|"Mecánica"|"Eléctricos"||||||||||||1|1||1|1||||||2017-08-26
129|"Mazda 2"|"$ 28.900.000"|"2011"|"46.883 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-451767506-mazda-mazda-2-_JM"|"Negro"|"Gasolina"|"46883"|"Mazda"|"Bogotá D.c. "|" Barrios Unidos"|" Rionegro"|"Mazda 2"|"No"|"RDM953"|"2011"||"Sí"|"Sí"|"Sí"|"Tela"|"4"|"Hidráulica"|"No"|"1500"|"Sí"|"No"|"CD"||"Automática"|"Eléctricos"|1|||||||||||||1||||1||||2017-08-26
130|"Mazda 2"|"$ 22.500.000"|"2009"|"139.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-451857284-mazda-mazda-2-_JM"|"Verde"|"Gasolina"|"139000"|"Mazda"|"Bogotá D.c. "|" Barrios Unidos"|" Rionegro"|"Mazda 2"|"No"|"GIY-219"|"2009"|||"Sí"||"Tela"|"4"|"Hidráulica"||"1500"|"Sí"||"CD"||"Mecánica"|"Eléctricos"||||||||||||||||||||||2017-08-26
131|"Mazda 2 2013"|"$ 31.500.000"|"2013"|"26.500 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-452121537-mazda-mazda-2-2013-_JM"|"Rojo"|"Gasolina"|"26500"|"Mazda"|"Bogotá D.c. "|" Usaquén"|" Cedritos"|"Mazda 2"||"NCW962"|"2013"||"Sí"|"Sí"|"Sí"|"Cuero"||"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1|1|||||||||1|1||||||1||||2017-08-26
132|"Mazda 2 Sedan At 1500cc"|"$ 30.900.000"|"2012"|"41.000 Km"|"Cundinamarca"|"http://articulo.tucarro.com.co/MCO-452025889-mazda-mazda-2-sedan-at-1500cc-_JM"|"Blanco"|"Gasolina"|"41000"|"Mazda"|"Cundinamarca "|" Chía"||"Mazda 2"|"Sí"|"NBV-519"|"2012"|"Sedan AT 1500cc"|"Sí"|"Sí"|"Sí"|"Cuero"||"Hidráulica"||"1500"|"Sí"||"MP3"||"Automática"|"Eléctricos"|1|||1||||||1|1||1|||||1||||2017-08-26
133|"Mazda 2 Touring"|"$ 45.000.000"|"2016"|"22.000 Km"|"Atlántico"|"http://articulo.tucarro.com.co/MCO-453431469-mazda-mazda-2-touring-_JM"|"Gris"|"Gasolina"|"22000"|"Mazda"|"Atlántico "|" Barranquilla"||"Mazda 2"|"Sí"|"*****3"|"2016"|"TOURING"|"Sí"|"Sí"|"Sí"|"Tela"|"4"|"Asistida"|"No"|"1500CC"|"Sí"|"No"|"CD"|"4x2"|"Automática"|"Eléctricos"|1|||||||1|1|1|1|1||1|1|1||||||2017-08-26
134|"Mazda 2 Sport"|"$ 51.999.000"|"2017"|"0 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-435075300-mazda-2-skyactiv-touring-at-_JM"|"Azul"|"Gasolina"|"0"|"Mazda"|"Bogotá D.c. "|" Bogota"||"Mazda 2"|"Sí"|"000000"|"2017"|"SPORT"|"Sí"|"Sí"|"Sí"|"Cuero"|"4"|"Asistida"|"Sí"|"1500"|"No"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"||||||||||1|1||1||1|1||1||||2017-08-26
135|"Mazda 2 Grand Touring"|"$ 56.800.000"|"2017"|"0 Km"|"Huila"|"http://articulo.tucarro.com.co/MCO-429544222-mazda-2-grand-touring-at-cuero-_JM"|"Rojo"|"Gasolina"|"0"|"Mazda"|"Huila "|" Neiva"||"Mazda 2"||"***"|"2017"|"Grand touring"|"Sí"|"Sí"|"Sí"|"Cuero"||"Hidráulica"|"Sí"|"1500"|"No"||"MP3"||"Automática"|"Eléctricos"||||||||||1|1||1||1|||1||||2017-08-26
136|"Mazda 2"|"$ 24.500.000"|"2010"|"62.500 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-452303988-mazda-mazda-2-_JM"|"Verde"|"Gasolina"|"62500"|"Mazda"|"Bogotá D.c. "|" Kennedy"|" Ciudad Kennedy Central"|"Mazda 2"|"No"|"CWV-870"|"2010"||"No"|"Sí"|"Sí"|"Tela"||"Hidráulica"|"No"|"1500"|"Sí"||"CD"|"4x2"|"Mecánica"|"Eléctricos"|1|||||||||1|||1|||||||1||2017-08-26
137|"Mazda 2 Touring Aut"|"$ 43.500.000"|"2016"|"42.000 Km"|"Tolima"|"http://articulo.tucarro.com.co/MCO-452208486-mazda-mazda-2-touring-aut-_JM"|"Rojo"|"Gasolina"|"42000"|"Mazda"|"Tolima "|" Ibagué"||"Mazda 2"|"Sí"|"8"|"2016"|"Touring Aut"|"Sí"|"Sí"|"Sí"|"Cuero"||"Hidráulica"|"No"||"Sí"||"CD"|"4x2"|"Automática"|"Eléctricos"|1||||1|||||||||||||1||||2017-08-26
138|"Mazda 2 Hb"|"$ 32.500.000"|"2013"|"62.000 Km"|"Risaralda"|"http://articulo.tucarro.com.co/MCO-451960863-mazda-mazda-2-hb-_JM"|"Negro"|"Gasolina"|"62000"|"Mazda"|"Risaralda "|" Pereira"||"Mazda 2"||"KDM 731"|"2013"|"Hb"|"Sí"|"Sí"|"Sí"|"Cuero"||"Hidráulica"||"1500"|"Sí"||"MP3"||"Mecánica"|"Eléctricos"|1||||||||||1|1|1||1|1||1||||2017-08-26
139|"Mazda 2 Sport"|"$ 29.800.000"|"2012"|"32.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-452380213-mazda-mazda-2-sport-_JM"|"Negro"|"Gasolina"|"32000"|"Mazda"|"Bogotá D.c. "|" Chapinero"|" Chapinero Alto"|"Mazda 2"|"No"|"KLN-204"|"2012"|"Sport"|"No"|"Sí"|"Sí"|"Cuero"||"Hidráulica"|"No"|"1500"|"Sí"|"No"|"CD"|"4x2"|"Automática"|"Eléctricos"||||||||||||||||||1||||2017-08-26
140|"Mazda 2"|"$ 34.000.000"|"2014"|"31.111 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-452839962-mazda-mazda-2-_JM"|"Blanco"|"Gasolina"|"31111"|"Mazda"|"Bogotá D.c. "|" Suba"|" Suba Centro"|"Mazda 2"|"Sí"|"***-**5"|"2014"|||"Sí"|"Sí"|"Cuero"||"Hidráulica"|"No"||"Sí"||"CD"||"Automática"|"Eléctricos"|1|||||||||||||||||||||2017-08-26
141|"Mazda 2 Mazda 2 Sedan"|"$ 29.000.000"|"2011"|"47.500 Km"|"Boyaca"|"http://articulo.tucarro.com.co/MCO-452789741-mazda-mazda-2-mazda-2-sedan-_JM"|"Gris"|"Gasolina"|"47500"|"Mazda"|"Boyaca "|" Tunja"||"Mazda 2"|"No"|"CWY207"|"2011"|"MAZDA 2 SEDAN"|"Sí"|"Sí"|"Sí"|"Cuero"|"4"|"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"||"Mecánica"|"Eléctricos"|1|||||1|1||||1|1|1|||||||||2017-08-26
142|"Mazda 2 Hb"|"$ 33.000.000"|"2012"|"73.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-454031471-mazda-mazda-2-hb-_JM"|"Beige"|"Gasolina"|"73000"|"Mazda"|"Antioquia "|" Medellín"||"Mazda 2"|"Sí"|"KKK-292"|"2012"|"HB"|"Sí"|"Sí"|"Sí"|"Cuero"|"4L"|"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|1|1||||||||1|1|1|1||1|1||1|||1|2017-08-26
143|"Mazda 2"|"$ 33.000.000"|"2015"|"50.000 Km"|"Santander"|"http://articulo.tucarro.com.co/MCO-451047391-mazda-mazda-2-_JM"|"Rojo"|"Gasolina"|"50000"|"Mazda"|"Santander "|" Bucaramanga"||"Mazda 2"|"Sí"|"***-**6"|"2015"||"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"||"1500"|"Sí"||"MP3"||"Mecánica"|"Eléctricos"|1||||||||||1|1|1||1|||1||||2017-08-26
144|"Mazda 215hab"|"$ 22.900.000"|"2008"|"87.850 Km"|"Cesar"|"http://articulo.tucarro.com.co/MCO-451765404-mazda-215hab-_JM"|"Negro"|"Gasolina"|"87850"|"Mazda"|"Cesar "|" Valledupar"||"Mazda 2"|"No"|"CYS-730"|"2008"||"Sí"|"Sí"|"Sí"|"Tela"|"4"|"Asistida"|"No"|"1500"|"Sí"|"No"|"CD"|"4x2"|"Automática"|"Eléctricos"||||||||||1|1|1|1|1|1|1||1||||2017-08-26
145|"Mazda 2 Mazda 2 Hb At"|"$ 30.300.000"|"2011"|"68.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-451856485-mazda-mazda-2-mazda-2-hb-at-_JM"|"Blanco"|"Gasolina"|"68000"|"Mazda"|"Antioquia "|" Medellín"|" El Poblado"|"Mazda 2"|"No"|"RDT145"|"2011"|"MAZDA 2 HB AT"|"Sí"|"Sí"|"Sí"|"Cuero"|"4L"|"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|1||||||||||1|1|1||1|1||1||||2017-08-26
146|"Mazda 2 Grand Touring"|"$ 51.500.000"|"2016"|"15.500 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-454049135-mazda-mazda-2-grand-touring-_JM"|"Blanco"|"Gasolina"|"15500"|"Mazda"|"Antioquia "|" Medellín"||"Mazda 2"|"No"|"USX-133"|"2016"|"Grand Touring"|"Sí"|"Sí"|"Sí"|"Tela"|"4L"|"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|1|||||||||||||||||||||2017-08-26
147|"Mazda 2 Grand Touring"|"$ 51.500.000"|"2017"|"15.678 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-452956843-mazda-2-grand-touring-_JM"|"Rojo"|"Gasolina"|"15678"|"Mazda"|"Bogotá D.c. "|" Bogota"||"Mazda 2"|"Sí"|"IXR656"|"2017"|"GRAND TOURING"|"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"|"Sí"|"1500"|"Sí"||"MP3"|"4x2"|"Automática"|"Eléctricos"|||||||||||||1|1|1|1||||||2017-08-26
148|"Mazda 2"|"$ 31.000.000"|"2013"|"48.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-451686125-mazda-mazda-2-_JM"|"Blanco"|"Gasolina"|"48000"|"Mazda"|"Bogotá D.c. "|" Usaquén"|" Chicó Navarra"|"Mazda 2"|"Sí"|"QGC-611"|"2013"||"Sí"|"Sí"|"Sí"|"Cuero"||"Hidráulica"|"No"|"1600"|"Sí"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"||1||||||||||||||||||||2017-08-26
149|"Mazda 2 Grand Touring"|"$ 47.900.000"|"2016"|"38.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-452227912-mazda-mazda-2-grand-touring-_JM"|"Gris"|"Gasolina"|"38000"|"Mazda"|"Antioquia "|" Medellín"||"Mazda 2"|"Sí"|"OIS-425"|"2016"|"Grand Touring"|"Sí"|"Sí"|"Sí"|"Cuero"|"4L"|"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|1|1|||||||||1|1|1||1|1||1|||1|2017-08-26
150|"Mazda 2"|"$ 28.000.000"|"2012"|"62.500 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-451805276-mazda-mazda-2-_JM"|"Azul"|"Gasolina"|"62500"|"Mazda"|"Bogotá D.c. "|" Engativa"|" Villa Luz"|"Mazda 2"|"Sí"|"RNX-610"|"2012"||"Sí"|"Sí"|"Sí"|"Cuero"|"4"|"Asistida"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1||||||||||1|1|||1|||1||||2017-08-26
151|"Mazda 2"|"$ 33.900.000"|"2014"|"29.828 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-452810889-mazda-mazda-2-_JM"|"Azul"|"Gasolina"|"29828"|"Mazda"|"Bogotá D.c. "|" Engativa"|" Normandía"|"Mazda 2"|"Sí"|"hbz-734"|"2014"||"Sí"|"Sí"|"Sí"|"Tela"|"6"|"Hidráulica"|"No"|"1498"|"Sí"|"No"|"MP3"|"4x2"|"Mecánica"|"Eléctricos"||1||||||||||1|||1|||||||2017-08-26
152|"Mazda 2 Gran Touring"|"$ 48.000.000"|"2016"|"23.100 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-451772837-mazda-mazda-2-gran-touring-_JM"|"Rojo"|"Gasolina"|"23100"|"Mazda"|"Bogotá D.c. "|" Usaquén"|" Multicentro"|"Mazda 2"|"Sí"|"***-**0"|"2016"|"Gran Touring"|"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"||"Automática"|"Eléctricos"|1|1||||||||1|1|1|1||1|||1|||1|2017-08-26
153|"Mazda 2 Gran Touring"|"$ 55.900.000"|"2018"|"1.300 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-453670985-mazda-mazda-2-gran-touring-_JM"|"Gris"|"Gasolina"|"1300"|"Mazda"|"Bogotá D.c. "|" Usaquén"|" Multicentro"|"Mazda 2"|"Sí"|"DQQ356"|"2018"|"Gran Touring"|"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|1|||||||||1|1|1|1||1|||1|||1|2017-08-26
154|"Mazda 2 Mazda 2"|"$ 49.000.000"|"2017"|"11.200 Km"|"Risaralda"|"http://articulo.tucarro.com.co/MCO-452170166-mazda-mazda-2-mazda-2-_JM"|"Blanco"|"Gasolina"|"11200"|"Mazda"|"Risaralda "|" Pereira"||"Mazda 2"|"Sí"|"MXT-195"|"2017"|"Mazda 2"|"Sí"|"Sí"|"Sí"|"Tela"||"Asistida"|"No"|"1500"|"Sí"|"No"|"MP3"||"Automática"|"Eléctricos"|1|||1|1||||||1|1|1|1|1|1||1||||2017-08-26
155|"Mazda 2 Skyactiv"|"$ 56.920.000"|"2017"|"0 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-435075290-mazda-mazda-2-sport-_JM"|"Gris"|"Gasolina"|"0"|"Mazda"|"Bogotá D.c. "|" Bogota"||"Mazda 2"|"Sí"|"000000"|"2017"|"SKYACTIV"|"Sí"|"Sí"|"Sí"|"Tela"|"4"|"Asistida"|"Sí"|"1500"|"No"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"||||||||1||1|1||1||1|1||1||||2017-08-26
156|"Mazda 2 Mazda 2 Mt Full"|"$ 22.500.000"|"2009"|"89.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-453898277-mazda-mazda2-mt-full-_JM"|"Gris"|"Gasolina"|"89000"|"Mazda"|"Bogotá D.c. "|" Suba"|" La Colina Campestre"|"Mazda 2"|"No"|"DCI394"|"2009"|"MAZDA 2 MT FULL"|"Sí"|"Sí"|"Sí"|"Tela"|"4"|"Hidráulica"|"No"|"1600"|"Sí"|"No"|"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1|1||||||||1|1|1|1|1|1|1||1|||1|2017-08-26
157|"Mazda 2"|"$ 35.000.000"|"2014"|"52.700 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-453342255-mazda-mazda-2-_JM"|"Plateado"|"Gasolina"|"52700"|"Mazda"|"Bogotá D.c. "|" Usaquén"|" El Toberín"|"Mazda 2"|"Sí"|"XXX-XX5"|"2014"||"Sí"|"Sí"|"Sí"|"Cuero"||"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|1||||||||||1|1||1|1|||1||||2017-08-26
158|"Mazda 2 Hb"|"$ 32.000.000"|"2012"|"36.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-453980101-mazda-mazda-2-hb-_JM"|"Gris"|"Gasolina"|"36000"|"Mazda"|"Bogotá D.c. "|" Teusaquillo"|" La Esmeralda"|"Mazda 2"|"No"|"RNY248"|"2012"|"HB"|"Sí"|"Sí"|"Sí"|"Cuero"|"4"|"Hidráulica"|"No"|"1500cc"|"Sí"|"No"|"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1|1|||||||||1|1|1||1|1||1||||2017-08-26
159|"Mazda 2 Hb"|"$ 32.300.000"|"2012"|"35.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-452240579-mazda-mazda-2-hb-_JM"|"Blanco"|"Gasolina"|"35000"|"Mazda"|"Antioquia "|" Medellín"||"Mazda 2"|"Sí"|"KKU-688"|"2012"|"HB"|"Sí"|"Sí"|"Sí"|"Tela"|"4"|"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|1|1||||||1||1|1|1|1|1|1|1||1|||1|2017-08-26
160|"Mazda 2 Hb"|"$ 29.800.000"|"2011"|"68.400 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-452172665-mazda-mazda-2-hb-_JM"|"Gris"|"Gasolina"|"68400"|"Mazda"|"Antioquia "|" Medellín"||"Mazda 2"|"No"|"REZ-734"|"2011"|"HB"|"Sí"|"Sí"|"Sí"|"Cuero"|"4L"|"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|1||||1||||||1|1|1|1|1|1||1|||1|2017-08-26
161|"Mazda 2 2"|"$ 26.900.000"|"2010"|"88.400 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-451681621-mazda-mazda-2-_JM"|"Plateado"|"Gasolina"|"88400"|"Mazda"|"Antioquia "|" Medellín"|" Altos del Poblado"|"Mazda 2"|"No"|"FQB-321"|"2010"|"2"|"Sí"|"Sí"|"Sí"|"Tela"|"4"|"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1||||||||||1|1|1|1|1|1||1|||1|2017-08-26
162|"Mazda 2"|"$ 23.500.000"|"2010"|"94.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-452762180-mazda-mazda-2-_JM"|"Gris"|"Gasolina"|"94000"|"Mazda"|"Bogotá D.c. "|" Suba"|" La Colina Campestre"|"Mazda 2"|"Sí"|"DDP-534"|"2010"||"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"||"1500"|"Sí"||"MP3"|"4x2"|"Mecánica"|"Eléctricos"||1||||||||||1||1||||1||||2017-08-26
163|"Mazda 2 Grand Touring"|"$ 48.000.000"|"2016"|"20.100 Km"|"Cundinamarca"|"http://articulo.tucarro.com.co/MCO-451678329-mazda-mazda-2-grand-touring-_JM"|"Rojo"|"Gasolina"|"20100"|"Mazda"|"Cundinamarca "|" Chía"||"Mazda 2"|"Sí"|"IJY-775"|"2016"|"Grand Touring"|"Sí"|"Sí"|"Sí"|"Cuero"||"Hidráulica"||"1500"|"Sí"||"MP3"||"Automática"|"Eléctricos"||||||||||||1|||1|||||||2017-08-26
164|"Mazda 2 Hb 1500cc Mt"|"$ 27.500.000"|"2011"|"70.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-451201895-mazda-mazda-2-hb-1500cc-mt-_JM"|"Rojo"|"Gasolina"|"70000"|"Mazda"|"Bogotá D.c. "|" Puente Aranda"|" Salazar Gómez"|"Mazda 2"|"No"|"REU-838"|"2011"|"HB 1500cc MT"|"Sí"|"Sí"|"Sí"|"Cuero"|"6"|"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1|||||||||1|1||1|||||1||||2017-08-26
165|"Mazda 2 Mazda 2"|"$ 31.000.000"|"2014"|"35.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-451831864-mazda-mazda-2-mazda-2-_JM"|"Rojo"|"Gasolina"|"35000"|"Mazda"|"Bogotá D.c. "|" Martires"|" Ricaurte"|"Mazda 2"|"No"|"MOA439"|"2014"|"Mazda 2"|"Sí"|"Sí"|"Sí"|"Tela"|"4"|"Hidráulica"|"No"|"1500cc"|"Sí"|"No"|"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1||||1|1|1|||1|1|1|1||1|||1||||2017-08-26
166|"Mazda 2 Hb"|"$ 28.500.000"|"2011"|"69.013 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-453450158-mazda-mazda-2-hb-_JM"|"Blanco"|"Gasolina"|"69013"|"Mazda"|"Antioquia "|" Medellín"||"Mazda 2"|"No"|"***-***"|"2011"|"HB"|"Sí"|"Sí"|"Sí"|"Tela"|"4L"|"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|1|1|||||||||1|1|1|1|1|1||1|||1|2017-08-26
167|"Mazda 2 Hatch Back"|"$ 24.800.000"|"2010"|"67.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-454263659-mazda-mazda-2-hatch-back-_JM"|"Gris"|"Gasolina"|"67000"|"Mazda"|"Bogotá D.c. "|" Barrios Unidos"||"Mazda 2"|"No"|"***-**5"|"2010"|"HATCH BACK"|"Sí"|"Sí"|"Sí"|"Cuero"|"16V"|"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Mecánica"|"Eléctricos"||1|||||||||1|1|1|1|1|1||1|||1|2017-08-26
168|"Mazda 2 Touring"|"$ 46.500.000"|"2017"|"5.500 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-453373006-mazda-mazda-2-touring-_JM"|"Rojo"|"Gasolina"|"5500"|"Mazda"|"Bogotá D.c. "|" Puente Aranda"|" Puente Aranda"|"Mazda 2"|"Sí"|"DNL-852"|"2017"|"Touring"|"Sí"|"Sí"|"Sí"|"Cuero"|"4L"|"Hidráulica"|"No"|"1600"|"Sí"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|1|1||||||||1|1|1|1||1|1||1|||1|2017-08-26
169|"Mazda 2 Grand Touring"|"$ 49.000.000"|"2016"|"9.000 Km"|"Santander"|"http://articulo.tucarro.com.co/MCO-454100091-mazda-mazda-2-grand-touring-_JM"|"Plateado"|"Gasolina"|"9000"|"Mazda"|"Santander "|" Bucaramanga"||"Mazda 2"|"Sí"|"IPQ-576"|"2016"|"Grand Touring"|"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"||"1500"|"Sí"||"MP3"||"Automática"|"Eléctricos"|1|||||||||1|1||1||1|||1||||2017-08-26
170|"Mazda 2 Hb"|"$ 26.400.000"|"2009"|"74.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-454486326-mazda-mazda-2-hb-_JM"|"Gris"|"Gasolina"|"74000"|"Mazda"|"Antioquia "|" Medellín"||"Mazda 2"|"Sí"|"DCR-456"|"2009"|"HB"|"Sí"|"Sí"|"Sí"|"Cuero"|"4L"|"Hidráulica"|"No"|"1500"|"No"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|1||||||||||1|1|1|||1||1||||2017-08-26
171|"Mazda 2 Touring"|"$ 48.000.000"|"2017"|"9.338 Km"|"Valle Del Cauca"|"http://articulo.tucarro.com.co/MCO-452309781-mazda-mazda-2-touring-_JM"|"Blanco"|"Gasolina"|"9338"|"Mazda"|"Valle Del Cauca "|" Cali"|" Chipichape"|"Mazda 2"|"Sí"|"JHX879"|"2017"||"Sí"|"Sí"|"Sí"|"Cuero"||"Asistida"|"No"|"1500"|"No"||"MP3"|"4x2"|"Automática"|"Eléctricos"||||||||||||1|1||1|||||||2017-08-26
172|"Mazda 2 Hb At"|"$ 26.000.000"|"2010"|"47.700 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-452474076-mazda-mazda-2-_JM"|"Negro"|"Gasolina"|"47700"|"Mazda"|"Bogotá D.c. "|" Suba"|" Pontevedra"|"Mazda 2"|"No"|"DCR-936"|"2010"|"HB AT"|"Sí"|"Sí"|"Sí"|"Tela"||"Asistida"|"No"|"1500"|"Sí"||"MP3"|"4x2"|"Automática"|"Eléctricos"|1||||||||||1|1|1||1|||1||||2017-08-26
173|"Mazda 2 Hb"|"$ 36.500.000"|"2014"|"40.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-451287871-mazda-mazda-2-hb-_JM"|"Blanco"|"Gasolina"|"40000"|"Mazda"|"Antioquia "|" Medellín"||"Mazda 2"|"No"|"HGZ-678"|"2014"|"HB"|"Sí"|"Sí"|"Sí"|"Cuero"|"4L"|"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|1|1|||||||||1|1|1||1|1||1|||1|2017-08-26
174|"Mazda 2 Aut 1.5"|"$ 45.800.000"|"2016"|"11.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-454110861-mazda-mazda-2-aut-15-_JM"|"Gris"|"Gasolina"|"11000"|"Mazda"|"Antioquia "|" Medellín"||"Mazda 2"|"Sí"|"IHT-306"|"2016"|"AUT 1.5"|"Sí"|"Sí"|"Sí"|"Tela"|"4"|"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|1||||||||||1|1|1||1|1||1|||1|2017-08-26
175|"Mazda 2 Hatch Back Parrot"|"$ 37.600.000"|"2015"|"16.900 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-452300847-mazda-mazda-2-hatch-back-parrot-_JM"|"Gris"|"Gasolina"|"16900"|"Mazda"|"Bogotá D.c. "|" Engativa"|" Normandía"|"Mazda 2"|"Sí"|"UBZ-455"|"2015"|"Hatch Back Parrot"|"Sí"|"Sí"|"Sí"|"Cuero"||"Hidráulica"|"No"|"1498"|"Sí"|"No"|"MP3"||"Mecánica"|"Eléctricos"|1|1|||||||||1|1|1|||1||1|||1|2017-08-26
