"Precio"|"Modelo_anyo"|"Ubicacion"|"Color"|"Combustible"|"Recorrido"|"Departamento"|"Ciudad"|"Barrio"|"Unico"|"Placa"|"Version"|"FrenosABS"|"Aire"|"Airbag"|"Asientos"|"Cilindros"|"Direccion"|"Financiamiento"|"Motor"|"Negociable"|"MotorReparado"|"Sonido"|"Traccion"|"Transmision"|"Vidrios"|"AlarmaControl"|"Asegurado"|"RastreoSatelital"|"CD"|"DVD"|"Planta"|"Buffer"|"Estribos"|"ForroLlantaRepuesto"|"LlantasNuevas"|"LucesAntiNiebla"|"PeliculaSeguridad"|"RetrovisoresElectricos"|"ReVTecnicoMecanica"|"RinesLujo"|"Spoiler"|"SunRoof"|"BloqueoCentral"|"ForroVolante"|"ForroAsientos"|"VolanteDeportivo"|"Ubicacion_r"|"Color_r"|"Combustible_r"|"Departamento_r"|"Ciudad_r"|"Barrio_r"|"Placa_r"|"Version_r"|"Asientos_r"|"Cilindros_r"|"Direccion_r"|"Motor_r"|"Sonido_r"|"Traccion_r"|"Transmision_r"|"Vidrios_r"
34500000|2014|"Bogotá D.c."|"Blanco"|"Gasolina"|18600|"Bogotá D.c. "|" Barrios Unidos"|" Rafael Uribe"|0|"XXXXX3"|"sport"|0|0|0|"Cuero"||"Asistida"|0|"1498"|0|0|"R/Rep."|"4x2"|"Mecánica"|"Eléctricos"|0|0|0|0|0|0|0|0|0|0|0|1|1|0|1|1|0|0|0|0|0|"3"|"3"|"1"|"3"|"5"|"133"|"566"|"102"|"1"||"1"|"19"|"3"|"1"|"2"|"1"
28900000|2011|"Bogotá D.c."|"Negro"|"Gasolina"|46883|"Bogotá D.c. "|" Barrios Unidos"|" Rionegro"|0|"RDM953"||0|0|0|"Tela"|"4"|"Hidráulica"|0|"1500"|0|0|"CD"||"Automática"|"Eléctricos"|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|"3"|"7"|"1"|"3"|"5"|"136"|"462"||"3"|"8"|"2"|"23"|"1"||"1"|"1"
22500000|2009|"Bogotá D.c."|"Verde"|"Gasolina"|139000|"Bogotá D.c. "|" Barrios Unidos"|" Rionegro"|0|"GIY-219"|||0||"Tela"|"4"|"Hidráulica"||"1500"|0||"CD"||"Mecánica"|"Eléctricos"|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|"3"|"11"|"1"|"3"|"5"|"136"|"182"||"3"|"8"|"2"|"23"|"1"||"2"|"1"
31500000|2013|"Bogotá D.c."|"Rojo"|"Gasolina"|26500|"Bogotá D.c. "|" Usaquén"|" Cedritos"||"NCW962"||0|0|0|"Cuero"||"Hidráulica"|0|"1500"|0|0|"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1|1|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|1|0|0|0|"3"|"10"|"1"|"3"|"53"|"40"|"427"||"1"||"2"|"23"|"2"|"1"|"2"|"1"
30900000|2012|"Cundinamarca"|"Blanco"|"Gasolina"|41000|"Cundinamarca "|" Chía"||0|"NBV-519"|"Sedan AT 1500cc"|0|0|0|"Cuero"||"Hidráulica"||"1500"|0||"MP3"||"Automática"|"Eléctricos"|1|0|0|1|0|0|0|0|0|1|1|0|1|0|0|0|0|1|0|0|0|"11"|"3"|"1"|"11"|"16"||"422"|"95"|"1"||"2"|"23"|"2"||"1"|"1"
45000000|2016|"Atlántico"|"Gris"|"Gasolina"|22000|"Atlántico "|" Barranquilla"||0|"*****3"|"TOURING"|0|0|0|"Tela"|"4"|"Asistida"|0|"1500CC"|0|0|"CD"|"4x2"|"Automática"|"Eléctricos"|1|0|0|0|0|0|0|1|1|1|1|1|0|1|1|1|0|0|0|0|0|"2"|"5"|"1"|"2"|"4"||"21"|"111"|"3"|"8"|"1"|"26"|"1"|"1"|"1"|"1"
51999000|2017|"Bogotá D.c."|"Azul"|"Gasolina"|0|"Bogotá D.c. "|" Bogota"||0|"000000"|"SPORT"|0|0|0|"Cuero"|"4"|"Asistida"|0|"1500"|0|0|"MP3"|"4x2"|"Automática"|"Eléctricos"|0|0|0|0|0|0|0|0|0|1|1|0|1|0|1|1|0|1|0|0|0|"3"|"1"|"1"|"3"|"7"||"29"|"104"|"1"|"8"|"1"|"23"|"2"|"1"|"1"|"1"
56800000|2017|"Huila"|"Rojo"|"Gasolina"|0|"Huila "|" Neiva"|||"***"|"Grand touring"|0|0|0|"Cuero"||"Hidráulica"|0|"1500"|0||"MP3"||"Automática"|"Eléctricos"|0|0|0|0|0|0|0|0|0|1|1|0|1|0|1|0|0|1|0|0|0|"12"|"10"|"1"|"12"|"38"||"6"|"26"|"1"||"2"|"23"|"2"||"1"|"1"
24500000|2010|"Bogotá D.c."|"Verde"|"Gasolina"|62500|"Bogotá D.c. "|" Kennedy"|" Ciudad Kennedy Central"|0|"CWV-870"||0|0|0|"Tela"||"Hidráulica"|0|"1500"|0||"CD"|"4x2"|"Mecánica"|"Eléctricos"|1|0|0|0|0|0|0|0|0|1|0|0|1|0|0|0|0|0|0|1|0|"3"|"11"|"1"|"3"|"28"|"49"|"79"||"3"||"2"|"23"|"1"|"1"|"2"|"1"
43500000|2016|"Tolima"|"Rojo"|"Gasolina"|42000|"Tolima "|" Ibagué"||0|"8"|"Touring Aut"|0|0|0|"Cuero"||"Hidráulica"|0||0||"CD"|"4x2"|"Automática"|"Eléctricos"|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|"20"|"10"|"1"|"20"|"26"||"39"|"112"|"1"||"2"||"1"|"1"|"1"|"1"
32500000|2013|"Risaralda"|"Negro"|"Gasolina"|62000|"Risaralda "|" Pereira"|||"KDM 731"|"Hb"|0|0|0|"Cuero"||"Hidráulica"||"1500"|0||"MP3"||"Mecánica"|"Eléctricos"|1|0|0|0|0|0|0|0|0|0|1|1|1|0|1|1|0|1|0|0|0|"18"|"7"|"1"|"18"|"41"||"324"|"43"|"1"||"2"|"23"|"2"||"2"|"1"
29800000|2012|"Bogotá D.c."|"Negro"|"Gasolina"|32000|"Bogotá D.c. "|" Chapinero"|" Chapinero Alto"|0|"KLN-204"|"Sport"|0|0|0|"Cuero"||"Hidráulica"|0|"1500"|0|0|"CD"|"4x2"|"Automática"|"Eléctricos"|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|"3"|"7"|"1"|"3"|"15"|"42"|"362"|"103"|"1"||"2"|"23"|"1"|"1"|"1"|"1"
34000000|2014|"Bogotá D.c."|"Blanco"|"Gasolina"|31111|"Bogotá D.c. "|" Suba"|" Suba Centro"|0|"***-**5"|||0|0|"Cuero"||"Hidráulica"|0||0||"CD"||"Automática"|"Eléctricos"|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|"3"|"3"|"1"|"3"|"49"|"165"|"12"||"1"||"2"||"1"||"1"|"1"
29000000|2011|"Boyaca"|"Gris"|"Gasolina"|47500|"Boyaca "|" Tunja"||0|"CWY207"|"MAZDA 2 SEDAN"|0|0|0|"Cuero"|"4"|"Hidráulica"|0|"1500"|0|0|"MP3"||"Mecánica"|"Eléctricos"|1|0|0|0|0|1|1|0|0|0|1|1|1|0|0|0|0|0|0|0|0|"5"|"5"|"1"|"5"|"52"||"80"|"77"|"1"|"8"|"2"|"23"|"2"||"2"|"1"
33000000|2012|"Antioquia"|"Beige"|"Gasolina"|73000|"Antioquia "|" Medellín"||0|"KKK-292"|"HB"|0|0|0|"Cuero"|"4L"|"Hidráulica"|0|"1500"|0|0|"MP3"|"4x2"|"Automática"|"Eléctricos"|1|1|0|0|0|0|0|0|0|1|1|1|1|0|1|1|0|1|0|0|1|"1"|"2"|"1"|"1"|"33"||"352"|"44"|"1"|"14"|"2"|"23"|"2"|"1"|"1"|"1"
33000000|2015|"Santander"|"Rojo"|"Gasolina"|50000|"Santander "|" Bucaramanga"||0|"***-**6"||0|0|0|"Tela"||"Hidráulica"||"1500"|0||"MP3"||"Mecánica"|"Eléctricos"|1|0|0|0|0|0|0|0|0|0|1|1|1|0|1|0|0|1|0|0|0|"19"|"10"|"1"|"19"|"9"||"13"||"3"||"2"|"23"|"2"||"2"|"1"
22900000|2008|"Cesar"|"Negro"|"Gasolina"|87850|"Cesar "|" Valledupar"||0|"CYS-730"||0|0|0|"Tela"|"4"|"Asistida"|0|"1500"|0|0|"CD"|"4x2"|"Automática"|"Eléctricos"|0|0|0|0|0|0|0|0|0|1|1|1|1|1|1|1|0|1|0|0|0|"9"|"7"|"1"|"9"|"54"||"85"||"3"|"8"|"1"|"23"|"1"|"1"|"1"|"1"
30300000|2011|"Antioquia"|"Blanco"|"Gasolina"|68000|"Antioquia "|" Medellín"|" El Poblado"|0|"RDT145"|"MAZDA 2 HB AT"|0|0|0|"Cuero"|"4L"|"Hidráulica"|0|"1500"|0|0|"MP3"|"4x2"|"Automática"|"Eléctricos"|1|0|0|0|0|0|0|0|0|0|1|1|1|0|1|1|0|1|0|0|0|"1"|"3"|"1"|"1"|"33"|"63"|"467"|"70"|"1"|"14"|"2"|"23"|"2"|"1"|"1"|"1"
51500000|2016|"Antioquia"|"Blanco"|"Gasolina"|15500|"Antioquia "|" Medellín"||0|"USX-133"|"Grand Touring"|0|0|0|"Tela"|"4L"|"Hidráulica"|0|"1500"|0|0|"MP3"|"4x2"|"Automática"|"Eléctricos"|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|"1"|"3"|"1"|"1"|"33"||"544"|"27"|"3"|"14"|"2"|"23"|"2"|"1"|"1"|"1"
51500000|2017|"Bogotá D.c."|"Rojo"|"Gasolina"|15678|"Bogotá D.c. "|" Bogota"||0|"IXR656"|"GRAND TOURING"|0|0|0|"Tela"||"Hidráulica"|0|"1500"|0||"MP3"|"4x2"|"Automática"|"Eléctricos"|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|1|0|0|0|0|0|"3"|"10"|"1"|"3"|"7"||"285"|"28"|"3"||"2"|"23"|"2"|"1"|"1"|"1"
31000000|2013|"Bogotá D.c."|"Blanco"|"Gasolina"|48000|"Bogotá D.c. "|" Usaquén"|" Chicó Navarra"|0|"QGC-611"||0|0|0|"Cuero"||"Hidráulica"|0|"1600"|0|0|"MP3"|"4x2"|"Automática"|"Eléctricos"|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|"3"|"3"|"1"|"3"|"53"|"44"|"450"||"1"||"2"|"27"|"2"|"1"|"1"|"1"
47900000|2016|"Antioquia"|"Gris"|"Gasolina"|38000|"Antioquia "|" Medellín"||0|"OIS-425"|"Grand Touring"|0|0|0|"Cuero"|"4L"|"Hidráulica"|0|"1500"|0|0|"MP3"|"4x2"|"Automática"|"Eléctricos"|1|1|0|0|0|0|0|0|0|0|1|1|1|0|1|1|0|1|0|0|1|"1"|"5"|"1"|"1"|"33"||"434"|"27"|"1"|"14"|"2"|"23"|"2"|"1"|"1"|"1"
28000000|2012|"Bogotá D.c."|"Azul"|"Gasolina"|62500|"Bogotá D.c. "|" Engativa"|" Villa Luz"|0|"RNX-610"||0|0|0|"Cuero"|"4"|"Asistida"|0|"1500"|0|0|"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1|0|0|0|0|0|0|0|0|0|1|1|0|0|1|0|0|1|0|0|0|"3"|"1"|"1"|"3"|"21"|"176"|"515"||"1"|"8"|"1"|"23"|"2"|"1"|"2"|"1"
33900000|2014|"Bogotá D.c."|"Azul"|"Gasolina"|29828|"Bogotá D.c. "|" Engativa"|" Normandía"|0|"hbz-734"||0|0|0|"Tela"|"6"|"Hidráulica"|0|"1498"|0|0|"MP3"|"4x2"|"Mecánica"|"Eléctricos"|0|1|0|0|0|0|0|0|0|0|0|1|0|0|1|0|0|0|0|0|0|"3"|"1"|"1"|"3"|"21"|"117"|"188"||"3"|"15"|"2"|"19"|"2"|"1"|"2"|"1"
48000000|2016|"Bogotá D.c."|"Rojo"|"Gasolina"|23100|"Bogotá D.c. "|" Usaquén"|" Multicentro"|0|"***-**0"|"Gran Touring"|0|0|0|"Tela"||"Hidráulica"|0|"1500"|0|0|"MP3"||"Automática"|"Eléctricos"|1|1|0|0|0|0|0|0|0|1|1|1|1|0|1|0|0|1|0|0|1|"3"|"10"|"1"|"3"|"53"|"115"|"8"|"24"|"3"||"2"|"23"|"2"||"1"|"1"
55900000|2018|"Bogotá D.c."|"Gris"|"Gasolina"|1300|"Bogotá D.c. "|" Usaquén"|" Multicentro"|0|"DQQ356"|"Gran Touring"|0|0|0|"Tela"||"Hidráulica"|0|"1500"|0|0|"MP3"|"4x2"|"Automática"|"Eléctricos"|1|0|0|0|0|0|0|0|0|1|1|1|1|0|1|0|0|1|0|0|1|"3"|"5"|"1"|"3"|"53"|"115"|"152"|"24"|"3"||"2"|"23"|"2"|"1"|"1"|"1"
49000000|2017|"Risaralda"|"Blanco"|"Gasolina"|11200|"Risaralda "|" Pereira"||0|"MXT-195"|"Mazda 2"|0|0|0|"Tela"||"Asistida"|0|"1500"|0|0|"MP3"||"Automática"|"Eléctricos"|1|0|0|1|1|0|0|0|0|0|1|1|1|1|1|1|0|1|0|0|0|"18"|"3"|"1"|"18"|"41"||"416"|"59"|"3"||"1"|"23"|"2"||"1"|"1"
56920000|2017|"Bogotá D.c."|"Gris"|"Gasolina"|0|"Bogotá D.c. "|" Bogota"||0|"000000"|"SKYACTIV"|0|0|0|"Tela"|"4"|"Asistida"|0|"1500"|0|0|"MP3"|"4x2"|"Automática"|"Eléctricos"|0|0|0|0|0|0|0|1|0|1|1|0|1|0|1|1|0|1|0|0|0|"3"|"5"|"1"|"3"|"7"||"29"|"98"|"3"|"8"|"1"|"23"|"2"|"1"|"1"|"1"
22500000|2009|"Bogotá D.c."|"Gris"|"Gasolina"|89000|"Bogotá D.c. "|" Suba"|" La Colina Campestre"|0|"DCI394"|"MAZDA 2 MT FULL"|0|0|0|"Tela"|"4"|"Hidráulica"|0|"1600"|0|0|"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1|1|0|0|0|0|0|0|0|1|1|1|1|1|1|1|0|1|0|0|1|"3"|"5"|"1"|"3"|"49"|"85"|"98"|"75"|"3"|"8"|"2"|"27"|"2"|"1"|"2"|"1"
35000000|2014|"Bogotá D.c."|"Plateado"|"Gasolina"|52700|"Bogotá D.c. "|" Usaquén"|" El Toberín"|0|"XXX-XX5"||0|0|0|"Cuero"||"Hidráulica"|0|"1500"|0|0|"MP3"|"4x2"|"Automática"|"Eléctricos"|1|0|0|0|0|0|0|0|0|0|1|1|0|1|1|0|0|1|0|0|0|"3"|"9"|"1"|"3"|"53"|"66"|"549"||"1"||"2"|"23"|"2"|"1"|"1"|"1"
32000000|2012|"Bogotá D.c."|"Gris"|"Gasolina"|36000|"Bogotá D.c. "|" Teusaquillo"|" La Esmeralda"|0|"RNY248"|"HB"|0|0|0|"Cuero"|"4"|"Hidráulica"|0|"1500cc"|0|0|"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1|1|0|0|0|0|0|0|0|0|1|1|1|0|1|1|0|1|0|0|0|"3"|"5"|"1"|"3"|"51"|"87"|"516"|"44"|"1"|"8"|"2"|"25"|"2"|"1"|"2"|"1"
32300000|2012|"Antioquia"|"Blanco"|"Gasolina"|35000|"Antioquia "|" Medellín"||0|"KKU-688"|"HB"|0|0|0|"Tela"|"4"|"Hidráulica"|0|"1500"|0|0|"MP3"|"4x2"|"Automática"|"Eléctricos"|1|1|0|0|0|0|0|1|0|1|1|1|1|1|1|1|0|1|0|0|1|"1"|"3"|"1"|"1"|"33"||"357"|"44"|"3"|"8"|"2"|"23"|"2"|"1"|"1"|"1"
29800000|2011|"Antioquia"|"Gris"|"Gasolina"|68400|"Antioquia "|" Medellín"||0|"REZ-734"|"HB"|0|0|0|"Cuero"|"4L"|"Hidráulica"|0|"1500"|0|0|"MP3"|"4x2"|"Automática"|"Eléctricos"|1|0|0|0|1|0|0|0|0|0|1|1|1|1|1|1|0|1|0|0|1|"1"|"5"|"1"|"1"|"33"||"475"|"44"|"1"|"14"|"2"|"23"|"2"|"1"|"1"|"1"
26900000|2010|"Antioquia"|"Plateado"|"Gasolina"|88400|"Antioquia "|" Medellín"|" Altos del Poblado"|0|"FQB-321"|"2"|0|0|0|"Tela"|"4"|"Hidráulica"|0|"1500"|0|0|"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1|0|0|0|0|0|0|0|0|0|1|1|1|1|1|1|0|1|0|0|1|"1"|"9"|"1"|"1"|"33"|"11"|"180"|"7"|"3"|"8"|"2"|"23"|"2"|"1"|"2"|"1"
23500000|2010|"Bogotá D.c."|"Gris"|"Gasolina"|94000|"Bogotá D.c. "|" Suba"|" La Colina Campestre"|0|"DDP-534"||0|0|0|"Tela"||"Hidráulica"||"1500"|0||"MP3"|"4x2"|"Mecánica"|"Eléctricos"|0|1|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|1|0|0|0|"3"|"5"|"1"|"3"|"49"|"85"|"115"||"3"||"2"|"23"|"2"|"1"|"2"|"1"
48000000|2016|"Cundinamarca"|"Rojo"|"Gasolina"|20100|"Cundinamarca "|" Chía"||0|"IJY-775"|"Grand Touring"|0|0|0|"Cuero"||"Hidráulica"||"1500"|0||"MP3"||"Automática"|"Eléctricos"|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|0|0|0|0|0|0|"11"|"10"|"1"|"11"|"16"||"260"|"27"|"1"||"2"|"23"|"2"||"1"|"1"
27500000|2011|"Bogotá D.c."|"Rojo"|"Gasolina"|70000|"Bogotá D.c. "|" Puente Aranda"|" Salazar Gómez"|0|"REU-838"|"HB 1500cc MT"|0|0|0|"Cuero"|"6"|"Hidráulica"|0|"1500"|0|0|"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1|0|0|0|0|0|0|0|0|1|1|0|1|0|0|0|0|1|0|0|0|"3"|"10"|"1"|"3"|"42"|"139"|"472"|"46"|"1"|"15"|"2"|"23"|"2"|"1"|"2"|"1"
31000000|2014|"Bogotá D.c."|"Rojo"|"Gasolina"|35000|"Bogotá D.c. "|" Martires"|" Ricaurte"|0|"MOA439"|"Mazda 2"|0|0|0|"Tela"|"4"|"Hidráulica"|0|"1500cc"|0|0|"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1|0|0|0|1|1|1|0|0|1|1|1|1|0|1|0|0|1|0|0|0|"3"|"10"|"1"|"3"|"32"|"134"|"387"|"59"|"3"|"8"|"2"|"25"|"2"|"1"|"2"|"1"
28500000|2011|"Antioquia"|"Blanco"|"Gasolina"|69013|"Antioquia "|" Medellín"||0|"***-***"|"HB"|0|0|0|"Tela"|"4L"|"Hidráulica"|0|"1500"|0|0|"MP3"|"4x2"|"Automática"|"Eléctricos"|1|1|0|0|0|0|0|0|0|0|1|1|1|1|1|1|0|1|0|0|1|"1"|"3"|"1"|"1"|"33"||"7"|"44"|"3"|"14"|"2"|"23"|"2"|"1"|"1"|"1"
24800000|2010|"Bogotá D.c."|"Gris"|"Gasolina"|67000|"Bogotá D.c. "|" Barrios Unidos"||0|"***-**5"|"HATCH BACK"|0|0|0|"Cuero"|"16V"|"Hidráulica"|0|"1500"|0|0|"MP3"|"4x2"|"Mecánica"|"Eléctricos"|0|1|0|0|0|0|0|0|0|0|1|1|1|1|1|1|0|1|0|0|1|"3"|"5"|"1"|"3"|"5"||"12"|"36"|"1"|"6"|"2"|"23"|"2"|"1"|"2"|"1"
46500000|2017|"Bogotá D.c."|"Rojo"|"Gasolina"|5500|"Bogotá D.c. "|" Puente Aranda"|" Puente Aranda"|0|"DNL-852"|"Touring"|0|0|0|"Cuero"|"4L"|"Hidráulica"|0|"1600"|0|0|"MP3"|"4x2"|"Automática"|"Eléctricos"|1|1|0|0|0|0|0|0|0|1|1|1|1|0|1|1|0|1|0|0|1|"3"|"10"|"1"|"3"|"42"|"130"|"150"|"110"|"1"|"14"|"2"|"27"|"2"|"1"|"1"|"1"
49000000|2016|"Santander"|"Plateado"|"Gasolina"|9000|"Santander "|" Bucaramanga"||0|"IPQ-576"|"Grand Touring"|0|0|0|"Tela"||"Hidráulica"||"1500"|0||"MP3"||"Automática"|"Eléctricos"|1|0|0|0|0|0|0|0|0|1|1|0|1|0|1|0|0|1|0|0|0|"19"|"9"|"1"|"19"|"9"||"271"|"27"|"3"||"2"|"23"|"2"||"1"|"1"
26400000|2009|"Antioquia"|"Gris"|"Gasolina"|74000|"Antioquia "|" Medellín"||0|"DCR-456"|"HB"|0|0|0|"Cuero"|"4L"|"Hidráulica"|0|"1500"|0|0|"MP3"|"4x2"|"Automática"|"Eléctricos"|1|0|0|0|0|0|0|0|0|0|1|1|1|0|0|1|0|1|0|0|0|"1"|"5"|"1"|"1"|"33"||"104"|"44"|"1"|"14"|"2"|"23"|"2"|"1"|"1"|"1"
48000000|2017|"Valle Del Cauca"|"Blanco"|"Gasolina"|9338|"Valle Del Cauca "|" Cali"|" Chipichape"|0|"JHX879"||0|0|0|"Cuero"||"Asistida"|0|"1500"|0||"MP3"|"4x2"|"Automática"|"Eléctricos"|0|0|0|0|0|0|0|0|0|0|0|1|1|0|1|0|0|0|0|0|0|"21"|"3"|"1"|"21"|"13"|"45"|"306"||"1"||"1"|"23"|"2"|"1"|"1"|"1"
26000000|2010|"Bogotá D.c."|"Negro"|"Gasolina"|47700|"Bogotá D.c. "|" Suba"|" Pontevedra"|0|"DCR-936"|"HB AT"|0|0|0|"Tela"||"Asistida"|0|"1500"|0||"MP3"|"4x2"|"Automática"|"Eléctricos"|1|0|0|0|0|0|0|0|0|0|1|1|1|0|1|0|0|1|0|0|0|"3"|"7"|"1"|"3"|"49"|"125"|"105"|"47"|"3"||"1"|"23"|"2"|"1"|"1"|"1"
36500000|2014|"Antioquia"|"Blanco"|"Gasolina"|40000|"Antioquia "|" Medellín"||0|"HGZ-678"|"HB"|0|0|0|"Cuero"|"4L"|"Hidráulica"|0|"1500"|0|0|"MP3"|"4x2"|"Automática"|"Eléctricos"|1|1|0|0|0|0|0|0|0|0|1|1|1|0|1|1|0|1|0|0|1|"1"|"3"|"1"|"1"|"33"||"198"|"44"|"1"|"14"|"2"|"23"|"2"|"1"|"1"|"1"
45800000|2016|"Antioquia"|"Gris"|"Gasolina"|11000|"Antioquia "|" Medellín"||0|"IHT-306"|"AUT 1.5"|0|0|0|"Tela"|"4"|"Hidráulica"|0|"1500"|0|0|"MP3"|"4x2"|"Automática"|"Eléctricos"|1|0|0|0|0|0|0|0|0|0|1|1|1|0|1|1|0|1|0|0|1|"1"|"5"|"1"|"1"|"33"||"254"|"13"|"3"|"8"|"2"|"23"|"2"|"1"|"1"|"1"
37600000|2015|"Bogotá D.c."|"Gris"|"Gasolina"|16900|"Bogotá D.c. "|" Engativa"|" Normandía"|0|"UBZ-455"|"Hatch Back Parrot"|0|0|0|"Cuero"||"Hidráulica"|0|"1498"|0|0|"MP3"||"Mecánica"|"Eléctricos"|1|1|0|0|0|0|0|0|0|0|1|1|1|0|0|1|0|1|0|0|1|"3"|"5"|"1"|"3"|"21"|"117"|"523"|"37"|"1"||"2"|"19"|"2"||"2"|"1"
26800000|2011|"Bogotá D.c."|"Verde"|"Gasolina"|57500|"Bogotá D.c. "|" Usaquén"|" La Calleja"|0|"RCT682"|"1500 AUT .F.E"|0|0|0|"Tela"|"4"|"Hidráulica"|0|"1500"|0|0|"MP3"|"4x2"|"Automática"|"Eléctricos"|1|1|0|0|0|0|0|0|0|1|1|0|1|1|1|1|0|1|0|0|0|"3"|"11"|"1"|"3"|"53"|"81"|"461"|"4"|"3"|"8"|"2"|"23"|"2"|"1"|"1"|"1"
26000000|2010|"Antioquia"|"Gris"|"Gasolina"|84600|"Antioquia "|" Medellín"||0|"KGI-259"|"HB"|0|0|0|"Cuero"|"4L"|"Hidráulica"|0|"1500"|0|0|"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1|0|0|1|0|0|0|0|0|1|0|1|1|1|1|1|0|1|0|0|1|"1"|"5"|"1"|"1"|"33"||"332"|"44"|"1"|"14"|"2"|"23"|"2"|"1"|"2"|"1"
42500000|2016|"Bogotá D.c."|"Gris"|"Gasolina"|20000|"Bogotá D.c. "|" Suba"|" Mirandela"|0|"IJY033"|"TOURING"|0|0|0|"Tela"||"Hidráulica"|0||0|0|"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1|0|0|0|0|0|0|0|0|0|0|1|1|0|1|0|0|0|0|0|0|"3"|"5"|"1"|"3"|"49"|"111"|"261"|"111"|"3"||"2"||"2"|"1"|"2"|"1"
28900000|2011|"Antioquia"|"Blanco"|"Gasolina"|90000|"Antioquia "|" Medellín"||0|"KIY-681"|"HB"|0|0|0|"Tela"|"4L"|"Hidráulica"|0|"1500"|0|0|"MP3"|"4x2"|"Automática"|"Eléctricos"|1|0|0|0|0|0|0|0|0|0|1|1|1|0|1|1|0|1|0|0|0|"1"|"3"|"1"|"1"|"33"||"348"|"44"|"3"|"14"|"2"|"23"|"2"|"1"|"1"|"1"
29000000|2011|"Bogotá D.c."|"Blanco"|"Gasolina"|49623|"Bogotá D.c. "|" Suba"|" Portales del Norte"|0|"KHL-835"||0|0|0|"Cuero"|"4"|"Hidráulica"|0|"1500"|0||"MP3"|"4x2"|"Automática"|"Eléctricos"|1|0|0|0|0|0|0|0|0|1|1|0|1|1|1|0|0|1|0|0|0|"3"|"3"|"1"|"3"|"49"|"126"|"340"||"1"|"8"|"2"|"23"|"2"|"1"|"1"|"1"
20900000|2008|"Bogotá D.c."|"Azul"|"Gasolina"|81942|"Bogotá D.c. "|" Bogota"||0|"CYX841"|"215HM8"|0|0|0|"Tela"|"4"|"Hidráulica"|0|"1500"|0|0|"MP3"||"Mecánica"|"Eléctricos"|1|1|0|0|0|0|0|1|1|1|1|1|1|1|1|1|0|1|0|0|0|"3"|"1"|"1"|"3"|"7"||"87"|"10"|"3"|"8"|"2"|"23"|"2"||"2"|"1"
26500000|2012|"Santander"|"Negro"|"Gasolina"|73000|"Santander "|" Bucaramanga"||0|"KKV-416"||0|0|0|"Cuero"||"Hidráulica"||"1500"|0||"MP3"||"Automática"|"Eléctricos"|1|0|0|0|0|0|0|0|0|1|0|1|1|1|1|0|0|1|0|0|0|"19"|"7"|"1"|"19"|"9"||"358"||"1"||"2"|"23"|"2"||"1"|"1"
47500000|2017|"Bogotá D.c."|"Gris"|"Gasolina"|12000|"Bogotá D.c. "|" Kennedy"|" Ciudad Kennedy Central"|0|"JCT-319"|"Touring MT 1500CC"|0|0|0|"Tela"||"Asistida"|0|"1500"|0|0|"MP3"||"Mecánica"|"Eléctricos"|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|"3"|"5"|"1"|"3"|"28"|"49"|"295"|"116"|"3"||"1"|"23"|"2"||"2"|"1"
26500000|2011|"Bogotá D.c."|"Negro"|"Gasolina"|65200|"Bogotá D.c. "|" Kennedy"|" Alsacia"|0|"RDZ-811"||0|0|0|"Cuero"|"4"|"Hidráulica"||"1500"|0||"MP3"||"Mecánica"|"Eléctricos"|1|1|0|0|0|0|0|0|0|0|1|1|0|1|1|0|0|1|0|0|0|"3"|"7"|"1"|"3"|"28"|"7"|"469"||"1"|"8"|"2"|"23"|"2"||"2"|"1"
34000000|2015|"Bogotá D.c."|"Negro"|"Gasolina"|39300|"Bogotá D.c. "|" Teusaquillo"|" Teusaquillo"|0|"HVO-103"|"HATCH BACK"|0|0|0|"Cuero"||"Hidráulica"||"1498"|0|0|"MP3"||"Mecánica"|"Eléctricos"|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|"3"|"7"|"1"|"3"|"51"|"167"|"225"|"36"|"1"||"2"|"19"|"2"||"2"|"1"
