Departamento,Municipio,CentroPoblado,Longitud,Latitud
ANTIOQUIA,MEDELLÍN,MEDELLÍN,"""-75,5760017134""","""6,24858636743"""
ANTIOQUIA,MEDELLÍN,PALMITAS,"""-75,6899859872""","""6,3439224059"""
ANTIOQUIA,MEDELLÍN,SANTA ELENA,"""-75,5003166982""","""6,20967456778"""
ANTIOQUIA,MEDELLÍN,ALTAVISTA,"""-75,6299441751""","""6,22248273057"""
ANTIOQUIA,MEDELLÍN,AGUAS FRÍAS,"""-75,6339460169""","""6,2333355874"""
ANTIOQUIA,MEDELLÍN,LA LOMA,"""-75,6297540724""","""6,26890878235"""
ANTIOQUIA,MEDELLÍN,SAN JOSÉ DEL MANZANILLO,"""-75,61342487""","""6,20581068001"""
ANTIOQUIA,MEDELLÍN,BARRO BLANCO,"""-75,4775622151""","""6,23479805798"""
ANTIOQUIA,MEDELLÍN,EL CERRO,"""-75,489476496""","""6,20035636487"""
ANTIOQUIA,MEDELLÍN,EL PATIO,"""-75,6511004924""","""6,27784108634"""
ANTIOQUIA,MEDELLÍN,EL PLACER,"""-75,4930142589""","""6,22476631163"""
ANTIOQUIA,MEDELLÍN,EL PLAN,"""-75,5183705""","""6,20435971513"""
ANTIOQUIA,MEDELLÍN,LA ALDEA,"""-75,7035503836""","""6,34243040051"""
ANTIOQUIA,MEDELLÍN,LA CUCHILLA,"""-75,6535467831""","""6,29350870315"""
ANTIOQUIA,MEDELLÍN,LA PALMA,"""-75,6481527137""","""6,27383086596"""
ANTIOQUIA,MEDELLÍN,LAS PLAYAS,"""-75,6489995687""","""6,28394357047"""
ANTIOQUIA,MEDELLÍN,PIEDRA GORDA,"""-75,498182909""","""6,23489261348"""
ANTIOQUIA,MEDELLÍN,POTRERITO,"""-75,667907579""","""6,18307451818"""
ANTIOQUIA,MEDELLÍN,TRAVESIAS,"""-75,6431084203""","""6,28703191801"""
ANTIOQUIA,MEDELLÍN,URQUITA,"""0,""","""0,"""
ANTIOQUIA,MEDELLÍN,BOQUERÓN,"""-75,6573758995""","""6,31466453166"""
ANTIOQUIA,MEDELLÍN,EL LLANO 1,"""-75,6494934186""","""6,29451550368"""
ANTIOQUIA,MEDELLÍN,EL LLANO,"""-75,5033167357""","""6,19831282539"""
ANTIOQUIA,MEDELLÍN,LA VERDE,"""-75,6394956297""","""6,19043349672"""
ANTIOQUIA,MEDELLÍN,MATASANO,"""-75,492529472""","""6,25765451031"""
ANTIOQUIA,MEDELLÍN,MATASANO 2,"""-75,5054392905""","""6,26734684369"""
ANTIOQUIA,MEDELLÍN,MAZO,"""-75,49872337""","""6,248320747"""
ANTIOQUIA,MEDELLÍN,MAZO 1,"""0,""","""0,"""
ANTIOQUIA,MEDELLÍN,MEDIA LUNA,"""-75,5159979268""","""6,24024827186"""
ANTIOQUIA,MEDELLÍN,LAS CAMELIAS,"""-75,6433753534""","""6,19672626844"""
ANTIOQUIA,ABEJORRAL,ABEJORRAL,"""-75,4287403904""","""5,78930111433"""
ANTIOQUIA,ABEJORRAL,PANTANILLO,"""-75,492961864""","""5,730917629"""
ANTIOQUIA,ABEJORRAL,NARANJAL,"""-75,514169806""","""5,763411113"""
ANTIOQUIA,ABEJORRAL,LAS CANOAS,"""-75,428660109""","""5,78202887815"""
ANTIOQUIA,ABRIAQUÍ,ABRIAQUÍ,"""-76,0642948678""","""6,63228195504"""
ANTIOQUIA,ABRIAQUÍ,POTREROS SECTOR 1,"""-76,0894075977""","""6,67479034665"""
ANTIOQUIA,ALEJANDRÍA,ALEJANDRÍA,"""-75,141334501""","""6,37606264274"""
ANTIOQUIA,AMAGÁ,AMAGÁ,"""-75,7019483389""","""6,03880842381"""
ANTIOQUIA,AMAGÁ,CAMILO C,"""-75,6985600127""","""6,02572906075"""
ANTIOQUIA,AMAGÁ,LA CLARITA,"""-75,699650531""","""6,06889371752"""
ANTIOQUIA,AMAGÁ,LA FERREIRA,"""-75,7092757411""","""6,06338935262"""
ANTIOQUIA,AMAGÁ,LA GUALÍ,"""-75,706869786""","""6,05736790207"""
ANTIOQUIA,AMAGÁ,PIEDECUESTA,"""-75,6929859987""","""6,04976095926"""
ANTIOQUIA,AMAGÁ,MINAS,"""-75,7011486114""","""6,07757173503"""
ANTIOQUIA,AMAGÁ,CAMILO C - ALTO DE LA VIRGEN,"""-75,7031062243""","""6,02729183748"""
ANTIOQUIA,AMAGÁ,PIEDECUESTA - MANI DE LAS CASAS,"""-75,6938423142""","""6,05546056117"""
ANTIOQUIA,AMALFI,AMALFI,"""-75,0774749239""","""6,90967360478"""
ANTIOQUIA,AMALFI,PORTACHUELO,"""-74,927366902""","""6,801117641"""
ANTIOQUIA,ANDES,ANDES,"""-75,878794075""","""5,65676971311"""
ANTIOQUIA,ANDES,BUENOS AIRES,"""-75,8355542529""","""5,68285673695"""
ANTIOQUIA,ANDES,SAN JOSÉ,"""-75,8703726817""","""5,73606403976"""
ANTIOQUIA,ANDES,SANTA RITA,"""-75,9173374589""","""5,6126249981"""
ANTIOQUIA,ANDES,TAPARTÓ,"""-75,9650552653""","""5,70092831497"""
ANTIOQUIA,ANDES,SANTA INÉS,"""-75,8998875545""","""5,56384213481"""
ANTIOQUIA,ANDES,SAN BARTOLO,"""-75,8533371503""","""5,6377077228"""
ANTIOQUIA,ANDES,LA CHAPARRALA-LA UNIÓN,"""-75,9244908295""","""5,652844471"""
ANTIOQUIA,ANGELÓPOLIS,ANGELÓPOLIS,"""-75,7113533837""","""6,10961277767"""
ANTIOQUIA,ANGELÓPOLIS,LA ESTACIÓN,"""-75,7034175922""","""6,08454652003"""
ANTIOQUIA,ANGELÓPOLIS,SANTA RITA,"""-75,7097450088""","""6,09940945497"""
ANTIOQUIA,ANGELÓPOLIS,CIENAGUITA,"""-75,7488334763""","""6,11903267198"""
ANTIOQUIA,ANGOSTURA,ANGOSTURA,"""-75,3351091186""","""6,88518441484"""
ANTIOQUIA,ANGOSTURA,LLANOS DE CUIBA,"""-75,487458974""","""6,812976109"""
ANTIOQUIA,ANORÍ,ANORÍ,"""-75,1483449609""","""7,07471004137"""
ANTIOQUIA,ANORÍ,LIBERIA,"""0,""","""0,"""
ANTIOQUIA,ANORÍ,MONTEFRÍO,"""0,""","""0,"""
ANTIOQUIA,ANORÍ,SANTO DOMINGO,"""0,""","""0,"""
ANTIOQUIA,ANORÍ,CRISTALINAS,"""0,""","""0,"""
ANTIOQUIA,ANORÍ,LAS NIEVES,"""0,""","""0,"""
ANTIOQUIA,SANTA FÉ DE ANTIOQUIA,SANTA FÉ DE ANTIOQUIA,"""-75,8270783216""","""6,55653286033"""
ANTIOQUIA,SANTA FÉ DE ANTIOQUIA,LAURELES,"""-75,9491556386""","""6,49014027012"""
ANTIOQUIA,SANTA FÉ DE ANTIOQUIA,EL PESCADO,"""-75,9098501356""","""6,49557990899"""
ANTIOQUIA,SANTA FÉ DE ANTIOQUIA,SABANAS,"""-75,912958481""","""6,46145925075"""
ANTIOQUIA,SANTA FÉ DE ANTIOQUIA,KILOMETRO 2,"""-75,846440892""","""6,560424387"""
ANTIOQUIA,SANTA FÉ DE ANTIOQUIA,PASO REAL,"""-75,8182182374""","""6,51518479909"""
ANTIOQUIA,ANZÁ,ANZÁ,"""-75,854448759""","""6,3026667644"""
ANTIOQUIA,ANZÁ,GUINTAR,"""-75,9571587855""","""6,30205279623"""
ANTIOQUIA,ANZÁ,LA CEJITA,"""-75,910991461""","""6,32675555305"""
ANTIOQUIA,ANZÁ,LA HIGUINA,"""-75,8514060761""","""6,36749525468"""
ANTIOQUIA,APARTADÓ,APARTADÓ,"""-76,6258909217""","""7,88325108195"""
ANTIOQUIA,APARTADÓ,SAN JOSÉ DE APARTADÓ,"""-76,5841346102""","""7,86476961858"""
ANTIOQUIA,APARTADÓ,CHURIDÓ,"""-76,6671769945""","""7,86546284856"""
ANTIOQUIA,APARTADÓ,ZUNGO CARRETERA,"""-76,648965043""","""7,82373643"""
ANTIOQUIA,APARTADÓ,LOS NARANJALES,"""0,""","""0,"""
ANTIOQUIA,APARTADÓ,VIJAGUAL,"""-76,6583910429""","""7,79008557787"""
ANTIOQUIA,APARTADÓ,EL REPOSO,"""-76,6538601029""","""7,79943428324"""
ANTIOQUIA,APARTADÓ,BAJO DEL OSO,"""-76,6253010519""","""7,91005770908"""
ANTIOQUIA,APARTADÓ,EL SALVADOR,"""-76,6486044422""","""7,87833529517"""
ANTIOQUIA,APARTADÓ,PUERTO GIRON,"""-76,7370733509""","""7,90564946097"""
ANTIOQUIA,APARTADÓ,LOMA VERDE,"""-76,6436037404""","""7,82398081903"""
ANTIOQUIA,APARTADÓ,SAN PABLO,"""-76,715702319""","""7,89863050266"""
ANTIOQUIA,ARBOLETES,ARBOLETES,"""-76,4266581639""","""8,84991827334"""
ANTIOQUIA,ARBOLETES,BUENOS AIRES,"""-76,2826485164""","""8,61124728077"""
ANTIOQUIA,ARBOLETES,EL CARMELO,"""-76,3817990632""","""8,61641933073"""
ANTIOQUIA,ARBOLETES,LAS NARANJITAS,"""-76,3334541791""","""8,52928930038"""
ANTIOQUIA,ARBOLETES,EL YESO,"""-76,4764811924""","""8,61627283218"""
ANTIOQUIA,ARBOLETES,LA TRINIDAD,"""-76,5080581557""","""8,62509364034"""
ANTIOQUIA,ARBOLETES,LAS PLATAS (SANTAFÉ),"""-76,4404830954""","""8,58092456776"""
ANTIOQUIA,ARBOLETES,LA CANDELARIA,"""-76,4502319517""","""8,65652472732"""
ANTIOQUIA,ARBOLETES,EL GUADUAL,"""-76,3848794836""","""8,48699752944"""
ANTIOQUIA,ARGELIA,ARGELIA,"""-75,1410633595""","""5,73147922832"""
ANTIOQUIA,ARMENIA,ARMENIA,"""-75,7866245369""","""6,15567240561"""
ANTIOQUIA,ARMENIA,LA HERRADURA,"""-75,8066530513""","""6,14659274967"""
ANTIOQUIA,ARMENIA,EL SOCORRO,"""-75,7851221151""","""6,14616653119"""
ANTIOQUIA,ARMENIA,FILO SECO,"""-75,8118735322""","""6,1425221797"""
ANTIOQUIA,ARMENIA,PALMICHAL,"""-75,806715378""","""6,159533401"""
ANTIOQUIA,BARBOSA,BARBOSA,"""-75,3316403017""","""6,4392260115"""
ANTIOQUIA,BARBOSA,HATILLO,"""-75,3926606393""","""6,41066432646"""
ANTIOQUIA,BARBOSA,PLATANITO,"""-75,4068698995""","""6,40517673757"""
ANTIOQUIA,BARBOSA,IZASA,"""-75,3607631808""","""6,42041888174"""
ANTIOQUIA,BARBOSA,POPALITO,"""-75,2837919226""","""6,47359441304"""
ANTIOQUIA,BARBOSA,YARUMITO,"""-75,30373386""","""6,457457349"""
ANTIOQUIA,BARBOSA,TABLAZO HATILLO,"""-75,4133044027""","""6,41887682667"""
ANTIOQUIA,BARBOSA,EL PARAISO,"""-75,414864188""","""6,41314092295"""
ANTIOQUIA,BARBOSA,EL SALADITO,"""-75,401844893""","""6,407348404"""
ANTIOQUIA,BARBOSA,LOMITA 1,"""-75,4069890912""","""6,41825456822"""
ANTIOQUIA,BARBOSA,LOMITA 2,"""-75,4077713014""","""6,41573346658"""
ANTIOQUIA,BARBOSA,PRIMAVERA,"""-75,4062648681""","""6,41389608409"""
ANTIOQUIA,BARBOSA,TAMBORCITO,"""-75,3111625975""","""6,45219478807"""
ANTIOQUIA,BELMIRA,BELMIRA,"""-75,6673737242""","""6,60615865921"""
ANTIOQUIA,BELMIRA,LABORES,"""-75,6125065279""","""6,70979191028"""
ANTIOQUIA,BELMIRA,RÍO ARRIBA,"""-75,6718134407""","""6,61333788559"""
ANTIOQUIA,BELLO,BELLO,"""-75,5546673053""","""6,33406558292"""
ANTIOQUIA,BELLO,POTRERITO,"""-75,581125733""","""6,331287917"""
ANTIOQUIA,BELLO,SAN FÉLIX,"""-75,6089691966""","""6,34061054762"""
ANTIOQUIA,BELLO,EL PINAR,"""-75,5300927755""","""6,30109168619"""
ANTIOQUIA,BELLO,EL ALBERGUE,"""-75,5364647983""","""6,30706551641"""
ANTIOQUIA,BELLO,LA CHINA,"""-75,6148776785""","""6,39851131551"""
ANTIOQUIA,BELLO,LA UNIÓN,"""-75,62123505""","""6,38242101183"""
ANTIOQUIA,BETANIA,BETANIA,"""-75,9767139414""","""5,74619656152"""
ANTIOQUIA,BETANIA,SAN LUIS,"""-75,986423315""","""5,753500129"""
ANTIOQUIA,BETULIA,BETULIA,"""-75,9845155699""","""6,11525553285"""
ANTIOQUIA,BETULIA,ALTAMIRA,"""-75,9492537852""","""6,21966316534"""
ANTIOQUIA,CIUDAD BOLÍVAR,CIUDAD BOLÍVAR,"""-76,0215106815""","""5,85027282845"""
ANTIOQUIA,CIUDAD BOLÍVAR,SAN BERNARDO DE LOS FARALLONES,"""-76,0290562941""","""5,79957939591"""
ANTIOQUIA,CIUDAD BOLÍVAR,ALFONSO LÓPEZ (SAN GREGORIO),"""-75,9570553979""","""5,89561031281"""
ANTIOQUIA,CIUDAD BOLÍVAR,VILLA ALEGRÍA,"""-76,0135239893""","""5,7829498807"""
ANTIOQUIA,CIUDAD BOLÍVAR,EL CABRERO-BOLÍVAR ARRIBA,"""-76,035648809""","""5,86598609631"""
ANTIOQUIA,BRICEÑO,BRICEÑO,"""-75,550356304""","""7,11280551402"""
ANTIOQUIA,BRICEÑO,BERLÍN (PUEBLO NUEVO),"""-75,6259338689""","""7,10758450218"""
ANTIOQUIA,BRICEÑO,EL ROBLAL,"""-75,5869983287""","""7,13799769856"""
ANTIOQUIA,BRICEÑO,LAS AURAS,"""-75,515195996""","""7,19389479161"""
ANTIOQUIA,BRICEÑO,TRAVESIAS,"""-75,5723162191""","""7,13372860437"""
ANTIOQUIA,BURITICÁ,BURITICÁ,"""-75,9070561536""","""6,72064775464"""
ANTIOQUIA,BURITICÁ,EL NARANJO,"""0,""","""0,"""
ANTIOQUIA,BURITICÁ,GUARCO,"""0,""","""0,"""
ANTIOQUIA,BURITICÁ,TABACAL,"""-75,9145042996""","""6,80595628177"""
ANTIOQUIA,BURITICÁ,URARCO,"""0,""","""0,"""
ANTIOQUIA,BURITICÁ,LA ANGELINA,"""0,""","""0,"""
ANTIOQUIA,BURITICÁ,LA MARIELA,"""-75,9065086894""","""6,72691917512"""
ANTIOQUIA,CÁCERES,CÁCERES,"""-75,3523573153""","""7,57831474335"""
ANTIOQUIA,CÁCERES,EL JARDÍN (TAMANÁ),"""-75,2538865201""","""7,75477393165"""
ANTIOQUIA,CÁCERES,GUARUMO,"""-75,2092173931""","""7,85453130984"""
ANTIOQUIA,CÁCERES,MANIZALES,"""-75,4143628513""","""7,83683946506"""
ANTIOQUIA,CÁCERES,PUERTO BÉLGICA,"""-75,2831818585""","""7,6673051087"""
ANTIOQUIA,CÁCERES,PIAMONTE,"""-75,2055832801""","""7,78287990686"""
ANTIOQUIA,CÁCERES,RÍO MAN,"""-75,2080493075""","""7,94529523243"""
ANTIOQUIA,CÁCERES,LAS PAMPAS,"""-75,2725289882""","""7,71556406541"""
ANTIOQUIA,CÁCERES,NICARAGUA,"""-75,3839863494""","""7,7343333107"""
ANTIOQUIA,CÁCERES,PUERTO SANTO,"""-75,2045793285""","""7,80128519192"""
ANTIOQUIA,CAICEDO,CAICEDO,"""-75,9828123649""","""6,40556397358"""
ANTIOQUIA,CALDAS,CALDAS,"""-75,6336168248""","""6,09129760323"""
ANTIOQUIA,CALDAS,EL CAÑO,"""-75,6405297077""","""6,10770728392"""
ANTIOQUIA,CALDAS,LA RAYA,"""-75,6399130281""","""6,11044057537"""
ANTIOQUIA,CALDAS,LA MIEL,"""-75,622236944""","""6,102581643"""
ANTIOQUIA,CALDAS,LA CORRALA,"""-75,6209100391""","""6,08831248824"""
ANTIOQUIA,CALDAS,EL RAIZAL,"""-75,6451507007""","""6,08769679518"""
ANTIOQUIA,CALDAS,LA CLARA,"""-75,6195491403""","""6,04882098859"""
ANTIOQUIA,CALDAS,LA QUIEBRA,"""-75,648270541""","""6,060246915"""
ANTIOQUIA,CALDAS,LA SALADA PARTE BAJA,"""-75,6245972605""","""6,0498466042"""
ANTIOQUIA,CALDAS,LA TOLVA,"""-75,640988641""","""6,058363337"""
ANTIOQUIA,CALDAS,LA VALERIA,"""-75,6480373273""","""6,09318447498"""
ANTIOQUIA,CALDAS,LA AGUACATALA,"""-75,642554187""","""6,10379050396"""
ANTIOQUIA,CALDAS,LA CORRALITA,"""0,""","""0,"""
ANTIOQUIA,CALDAS,LA CHUSCALA,"""-75,6395828222""","""6,08288513717"""
ANTIOQUIA,CALDAS,SALINAS,"""-75,660185305""","""6,055834622"""
ANTIOQUIA,CAMPAMENTO,CAMPAMENTO,"""-75,298084784""","""6,97977648289"""
ANTIOQUIA,CAMPAMENTO,LA CHIQUITA,"""-75,2636870875""","""6,97159379948"""
ANTIOQUIA,CAMPAMENTO,LA SOLITA,"""-75,2778116859""","""7,05652594386"""
ANTIOQUIA,CAMPAMENTO,LLANADAS,"""-75,2724337601""","""7,03903569371"""
ANTIOQUIA,CAÑASGORDAS,CAÑASGORDAS,"""-76,0282237214""","""6,7538443832"""
ANTIOQUIA,CAÑASGORDAS,BUENOS AIRES - PARTE ALTA,"""-76,009662698""","""6,726222629"""
ANTIOQUIA,CAÑASGORDAS,CESTILLAL,"""-76,0735940648""","""6,85311815423"""
ANTIOQUIA,CAÑASGORDAS,JUNTAS DE URAMITA,"""-76,031209872""","""6,921231274"""
ANTIOQUIA,CAÑASGORDAS,SAN PASCUAL,"""-76,0474121642""","""6,84660574444"""
ANTIOQUIA,CAÑASGORDAS,VILLA VICTORIA,"""-76,0281117852""","""6,92609881533"""
ANTIOQUIA,CARACOLÍ,CARACOLÍ,"""-74,7574542879""","""6,40985175825"""
ANTIOQUIA,CARAMANTA,CARAMANTA,"""-75,6438712654""","""5,54853427166"""
ANTIOQUIA,CARAMANTA,ALEGRÍAS,"""-75,6073941983""","""5,54641839565"""
ANTIOQUIA,CARAMANTA,SUCRE,"""-75,6065248474""","""5,57974793058"""
ANTIOQUIA,CAREPA,CAREPA,"""-76,653210744""","""7,75511548219"""
ANTIOQUIA,CAREPA,PIEDRAS BLANCAS,"""-76,5562284024""","""7,74577989739"""
ANTIOQUIA,CAREPA,ZUNGO EMBARCADERO - PUEBLO NUEVO,"""-76,7392173134""","""7,84715171701"""
ANTIOQUIA,CAREPA,ZUNGO EMBARCADERO - 11 DE NOVIEMBRE,"""-76,7344914755""","""7,84680282117"""
ANTIOQUIA,CAREPA,CASA VERDE,"""-76,653759061""","""7,78978994233"""
ANTIOQUIA,CAREPA,EL ENCANTO,"""-76,7109174998""","""7,74899011098"""
ANTIOQUIA,CAREPA,ZUNGO EMBARCADERO - 28 DE OCTUBRE,"""-76,742764471""","""7,850592915"""
ANTIOQUIA,CAREPA,BELENCITO,"""-76,5082077256""","""7,80125186108"""
ANTIOQUIA,CAREPA,BOSQUES DE LOS ALMENDROS,"""-76,6495463448""","""7,78935244553"""
ANTIOQUIA,CAREPA,CAREPITA CANALUNO,"""-76,7542705229""","""7,83124469386"""
ANTIOQUIA,CAREPA,SACRAMENTO LA LUCHA,"""-76,661022529""","""7,78955141902"""
ANTIOQUIA,EL CARMEN DE VIBORAL,EL CARMEN DE VIBORAL,"""-75,3342620232""","""6,08347326731"""
ANTIOQUIA,EL CARMEN DE VIBORAL,AGUAS CLARAS,"""-75,3771876174""","""6,07301282203"""
ANTIOQUIA,EL CARMEN DE VIBORAL,LA CHAPA,"""-75,3168904163""","""6,05281368162"""
ANTIOQUIA,EL CARMEN DE VIBORAL,CAMPO ALEGRE,"""-75,32545097""","""6,060715741"""
ANTIOQUIA,EL CARMEN DE VIBORAL,LA AURORA - LAS BRISAS,"""-75,3271209875""","""6,0844366198"""
ANTIOQUIA,CAROLINA,CAROLINA DEL PRINCIPE,"""-75,2831680463""","""6,72597625966"""
ANTIOQUIA,CAUCASIA,CAUCASIA,"""-75,1982784645""","""7,97734097812"""
ANTIOQUIA,CAUCASIA,CUTURÚ,"""-74,7869656444""","""7,72699366427"""
ANTIOQUIA,CAUCASIA,MARGENTO,"""-74,9535389379""","""8,03589878679"""
ANTIOQUIA,CAUCASIA,PALANCA,"""-75,022198365""","""8,00972265336"""
ANTIOQUIA,CAUCASIA,PALOMAR,"""-74,9761394907""","""8,00238112069"""
ANTIOQUIA,CAUCASIA,SANTA ROSITA,"""-75,3257782225""","""7,92144735737"""
ANTIOQUIA,CAUCASIA,PUERTO TRIANA,"""-74,8929537788""","""7,68376308283"""
ANTIOQUIA,CAUCASIA,LA ILUSIÓN,"""-75,0903029571""","""8,02308721467"""
ANTIOQUIA,CAUCASIA,CACERÍ,"""-74,928558948""","""7,802368325"""
ANTIOQUIA,CAUCASIA,EL PANDO,"""-75,069703161""","""7,793436993"""
ANTIOQUIA,CAUCASIA,CAMPO ALEGRE,"""0,""","""0,"""
ANTIOQUIA,CAUCASIA,EL CHINO,"""-75,0943609047""","""8,00984831947"""
ANTIOQUIA,CAUCASIA,LA ESMERALDA,"""-75,13811568""","""8,011782814"""
ANTIOQUIA,CAUCASIA,VILLA DEL SOCORRO,"""-75,0073134247""","""8,04809014363"""
ANTIOQUIA,CAUCASIA,CASERIO CONJUNTO CAÑO FISTULA,"""-75,1648221088""","""7,94982702026"""
ANTIOQUIA,CAUCASIA,PUEBLO NUEVO,"""-74,9595289543""","""8,04058916019"""
ANTIOQUIA,CHIGORODÓ,CHIGORODÓ,"""-76,6812146131""","""7,66630069082"""
ANTIOQUIA,CHIGORODÓ,BARRANQUILLITA,"""-76,6964089022""","""7,56986376573"""
ANTIOQUIA,CHIGORODÓ,GUAPA CARRETERAS,"""-76,6134442731""","""7,55687371055"""
ANTIOQUIA,CHIGORODÓ,JURADO,"""-76,5803872063""","""7,50111922505"""
ANTIOQUIA,CHIGORODÓ,CAMPITAS,"""0,""","""0,"""
ANTIOQUIA,CHIGORODÓ,CHAMPITA SECTOR LA GRANJA,"""-76,6853431235""","""7,64847537214"""
ANTIOQUIA,CISNEROS,CISNEROS,"""-75,0872051341""","""6,53776304826"""
ANTIOQUIA,COCORNÁ,COCORNÁ,"""-75,1854817244""","""6,05830616761"""
ANTIOQUIA,COCORNÁ,LA PIÑUELA,"""-75,1411997988""","""6,01116837974"""
ANTIOQUIA,COCORNÁ,EL MOLINO,"""-75,1563483865""","""6,0588489277"""
ANTIOQUIA,CONCEPCIÓN,CONCEPCIÓN,"""-75,257601243""","""6,39435397644"""
ANTIOQUIA,CONCORDIA,CONCORDIA,"""-75,9084535194""","""6,04608659615"""
ANTIOQUIA,CONCORDIA,EL SOCORRO,"""-75,9011555068""","""6,12129187016"""
ANTIOQUIA,CONCORDIA,EL GOLPE,"""-75,8410720385""","""6,00681431959"""
ANTIOQUIA,CONCORDIA,SALAZAR,"""-75,909595184""","""6,03847505318"""
ANTIOQUIA,COPACABANA,COPACABANA,"""-75,5093435119""","""6,34863947056"""
ANTIOQUIA,COPACABANA,EL SALADO,"""-75,4909824285""","""6,34739670939"""
ANTIOQUIA,COPACABANA,CABUYAL,"""-75,4998999379""","""6,32796570457"""
ANTIOQUIA,COPACABANA,ZARZAL (LA LUZ),"""0,""","""0,"""
ANTIOQUIA,COPACABANA,EL LLANO,"""-75,5164441998""","""6,33077934964"""
ANTIOQUIA,COPACABANA,EL CONVENTO,"""0,""","""0,"""
ANTIOQUIA,COPACABANA,EL NORAL,"""0,""","""0,"""
ANTIOQUIA,DABEIBA,DABEIBA,"""-76,2616178227""","""6,99811575168"""
ANTIOQUIA,DABEIBA,SAN JOSE DE URAMA,"""-76,1447495866""","""7,01748602801"""
ANTIOQUIA,DABEIBA,ARMENIA - CAMPARRUSIA,"""-76,0371095195""","""7,00053526665"""
ANTIOQUIA,DABEIBA,LAS CRUCES DE URAMA,"""-76,199549721""","""7,01850899"""
ANTIOQUIA,DABEIBA,CHIMIADÓ LLANO GRANDE,"""-76,2447979776""","""7,07500811292"""
ANTIOQUIA,DABEIBA,EL BOTÓN,"""-76,2555117465""","""6,9245500249"""
ANTIOQUIA,DABEIBA,BETANIA PUENTE NUEVO,"""-76,0470325028""","""6,98935679418"""
ANTIOQUIA,DABEIBA,CARA COLON,"""-76,2704649307""","""7,02835068581"""
ANTIOQUIA,DABEIBA,LA BALSITA,"""-76,124718261""","""7,05449654632"""
ANTIOQUIA,DONMATÍAS,DONMATÍAS,"""-75,3926751288""","""6,48560723899"""
ANTIOQUIA,DONMATÍAS,BELLAVISTA,"""-75,2849747375""","""6,54011032418"""
ANTIOQUIA,DONMATÍAS,ARENALES,"""-75,251853577""","""6,543935143"""
ANTIOQUIA,DONMATÍAS,MONTERA,"""-75,2851490372""","""6,50658987639"""
ANTIOQUIA,DONMATÍAS,PRADERA,"""-75,2649945061""","""6,51088257229"""
ANTIOQUIA,EBÉJICO,EBÉJICO,"""-75,7662136607""","""6,32605663471"""
ANTIOQUIA,EBÉJICO,BRASIL,"""-75,732453331""","""6,33973410464"""
ANTIOQUIA,EBÉJICO,SEVILLA,"""-75,7846152045""","""6,29426440239"""
ANTIOQUIA,EBÉJICO,EL ZARZAL,"""-75,754771225""","""6,30688543447"""
ANTIOQUIA,EBÉJICO,LA CLARA,"""-75,7608971041""","""6,27842612805"""
ANTIOQUIA,EBÉJICO,FATIMA,"""-75,7695505855""","""6,31834205819"""
ANTIOQUIA,EL BAGRE,EL BAGRE,"""-74,7990970119""","""7,5975218855"""
ANTIOQUIA,EL BAGRE,PUERTO CLAVER,"""-74,7524970997""","""7,71154610699"""
ANTIOQUIA,EL BAGRE,PUERTO LÓPEZ,"""-74,6893927759""","""7,43871554654"""
ANTIOQUIA,EL BAGRE,EL REAL,"""-74,7830708878""","""7,62461882212"""
ANTIOQUIA,EL BAGRE,LA CORONA,"""-74,6713830396""","""7,63119767791"""
ANTIOQUIA,EL BAGRE,LAS NEGRITAS,"""-74,6885942324""","""7,46443717172"""
ANTIOQUIA,EL BAGRE,LAS SARDINAS EL PUENTE,"""-74,8028131591""","""7,56226477398"""
ANTIOQUIA,EL BAGRE,SANTA BÁRBARA,"""-74,7090417422""","""7,82432870689"""
ANTIOQUIA,EL BAGRE,MUQUI,"""-74,69987278""","""7,79237917622"""
ANTIOQUIA,EL BAGRE,BORRACHERA,"""-74,7566006206""","""7,54502571013"""
ANTIOQUIA,EL BAGRE,CAÑO CLARO,"""-74,6956978475""","""7,47530399521"""
ANTIOQUIA,EL BAGRE,LOS ALMENDROS,"""-74,6821016981""","""7,46497197764"""
ANTIOQUIA,ENTRERRÍOS,ENTRERRÍOS,"""-75,517805693""","""6,56648234736"""
ANTIOQUIA,ENVIGADO,ENVIGADO,"""-75,5830089369""","""6,16700589298"""
ANTIOQUIA,ENVIGADO,LAS PALMAS,"""-75,533586318""","""6,15349984574"""
ANTIOQUIA,ENVIGADO,EL CRISTO,"""-75,5785142778""","""6,14481100207"""
ANTIOQUIA,ENVIGADO,EL CHINGUI  2,"""-75,574676692""","""6,150482011"""
ANTIOQUIA,ENVIGADO,LA ULTIMA COPA,"""-75,5737423272""","""6,14188336184"""
ANTIOQUIA,ENVIGADO,PARCELACION ACUARELA,"""-75,5261210306""","""6,16704340246"""
ANTIOQUIA,ENVIGADO,PARCELACION ALAMOS DEL ESCOBERO,"""-75,5692083393""","""6,15161828496"""
ANTIOQUIA,ENVIGADO,PARCELACION ALDEA DE PALMA VERDE,"""-75,535739591""","""6,14841133313"""
ANTIOQUIA,ENVIGADO,PARCELACION CAMPESTRE SERRANIAS,"""-75,5223860851""","""6,16135234202"""
ANTIOQUIA,ENVIGADO,PARCELACION CASAS BELLO MONTE,"""-75,5196151642""","""6,15556124498"""
ANTIOQUIA,ENVIGADO,PARCELACION CASAS DE CAMPO,"""-75,5658618945""","""6,15537460925"""
