"Id","Titulo","Precio","Modelo_anyo","Kilometros","Ubicacion","URL","Color","Combustible","Recorrido","Marca","Modelo","Unico","Placa","Anyo","Version","FrenosABS","Aire","Airbag","Asientos","Cilindros","Direccion","Financiamiento","Motor","Negociable","MotorReparado","Sonido","Traccion","Transmision","Vidrios"
385,"Mazda 2 Hb Aut","$ 27.000.000","2010","66.858 Km","Antioquia","http://articulo.tucarro.com.co/MCO-452025132-mazda-mazda-2-hb-aut-_JM","Gris","Gasolina","66858","Mazda","Mazda 2","No","FHF-056","2010","HB AUT","Sí","Sí","Sí","Tela","4","Hidráulica","No","1500","Sí","No","MP3","4x2","Automática","Eléctricos"
386,"Mazda 2 Sedan","$ 29.000.000","2011","68.500 Km","Antioquia","http://articulo.tucarro.com.co/MCO-451705261-mazda-mazda-2-sedan-_JM","Gris","Gasolina","68500","Mazda","Mazda 2","No","DHY-939","2011","Sedan","Sí","Sí","Sí","Cuero","4L","Hidráulica","No","1500","Sí","No","MP3","4x2","Automática","Eléctricos"
387,"Mazda 2 Grand Touring Aut. Modelo 2018 Skyactiv","$ 57.570.000","2018","0 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-451132985-mazda-2-grand-touring-aut-modelo-2018-skyactiv-_JM","Marrón",,"0","Mazda","Mazda 2",,"000000","2018",,,,,,,"Asistida",,,"Sí",,,,"Automática",
388,"Mazda 2 Mazda 2 Sedan Cc 1500 At","$ 28.700.000","2011","84.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-451149958-mazda-2-sedan-cc-1500-at-_JM","Gris","Gasolina","84000","Mazda","Mazda 2",,"DEW-153","2011","MAZDA 2 SEDAN Cc 1500 AT","Sí","Sí","Sí","Tela",,"Hidráulica","Sí","1500","Sí",,"MP3","4x2","Automática","Eléctricos"
389,"Mazda 2 Mazda 2","$ 35.400.000","2014","50.000 Km","Valle Del Cauca","http://articulo.tucarro.com.co/MCO-450344743-mazda-2-automatico-2014-unico-dueno-_JM","Gris","Gasolina","50000","Mazda","Mazda 2","Sí","heo907","2014","MAZDA 2","Sí","Sí","Sí","Tela","4","Hidráulica","Sí","1500","No","No","MP3",,"Automática","Eléctricos"
390,"Mazda 2","$ 28.000.000","2012","82.900 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-451103170-mazda-mazda-2-_JM","Negro","Gasolina","82900","Mazda","Mazda 2","No","QGA979","2012",,"Sí","Sí","Sí","Cuero",,"Hidráulica","No","1500","Sí","No","CD",,"Automática","Eléctricos"
391,"Mazda 2 Automatico 2014, Unico Dueño","$ 35.400.000","2014","47.000 Km","Valle Del Cauca","http://articulo.tucarro.com.co/MCO-451247384-mazda-2-automatico-2014-unico-dueno-_JM","Blanco","Gasolina","47000","Mazda","Mazda 2","Sí","HPT296","2014",,"Sí","Sí","Sí","Tela","4","Hidráulica","No","1500","No","No","MP3","4x2","Automática","Eléctricos"
392,"Mazda 2 Sport","$ 24.000.000","2009","90.556 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-450469917-mazda-mazda-2-_JM","Rojo","Gasolina","90556","Mazda","Mazda 2","No","CZV-691","2009","sport","Sí","Sí","Sí","Tela",,"Asistida","No","1500","Sí","No","MP3",,"Mecánica","Eléctricos"
393,"Mazda 2","$ 23.300.000","2008","66.500 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-451861375-mazda-mazda-2-_JM","Negro","Gasolina","66500","Mazda","Mazda 2","No","CWG-475","2008",,"Sí","Sí","Sí","Cuero",,"Hidráulica","No","1500","Sí","No","MP3",,"Mecánica","Eléctricos"
394,"Mazda 2 2013","$ 33.500.000","2013","23.500 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-452116194-mazda-mazda-2-2013-_JM","Gris",,"23500","Mazda","Mazda 2",,"MPT954","2013",,,,,,,"Hidráulica",,,"Sí",,,,"Mecánica",
395,"Mazda 2 Hb","$ 19.300.000","2008","104.200 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-453173813-mazda-mazda-2-hb-_JM","Verde","Gasolina","104200","Mazda","Mazda 2","No","CYP-773","2008","HB","Sí","Sí","Sí","Tela","4","Asistida",,"1500","Sí",,"MP3",,"Mecánica","Eléctricos"
396,"Mazda 2 Sport","$ 47.970.000","2017","0 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-435075379-mazda-2-mecanico-sport-touring-_JM","Rojo","Gasolina","0","Mazda","Mazda 2","Sí","000000","2017","SPORT","Sí","Sí","Sí","Tela","4","Asistida","Sí","1500","No","No","R/Rep.","4x2","Mecánica","Eléctricos"
397,"Mazda 2","$ 26.500.000","2009","56.000 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-452497007-mazda-mazda-2-_JM","Verde","Gasolina","56000","Mazda","Mazda 2","Sí","DCL-603","2009",,,"Sí",,"Tela","4","Hidráulica","No","1500","Sí","No","CD","4x2","Automática","Eléctricos"
398,"Mazda 2 Hb Full Equipo","$ 25.800.000","2009","38.000 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-452418964-mazda-mazda-2-hb-full-equipo-_JM","Rojo","Gasolina","38000","Mazda","Mazda 2","No","DCL-288","2009","HB FULL EQUIPO","Sí","Sí","Sí","Tela",,"Hidráulica",,"1500","Sí",,"MP3","4x2","Automática","Eléctricos"
399,"Mazda 2 Mazda 2 Grand Touring Mt","$ 52.150.000","2017","0 Km","Tolima","http://articulo.tucarro.com.co/MCO-430533820-mazda-2-grand-touring-mecpano-_JM","Blanco","Gasolina","0","Mazda","Mazda 2","Sí","N/A","2017","MAZDA 2 GRAND TOURING MT","Sí","Sí","Sí","Tela",,"Asistida","Sí","1500","Sí","No","MP3","4x2","Mecánica","Eléctricos"
400,"Mazda 2","$ 26.000.000","2011","78.000 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-450413123-mazda-mazda-2-_JM","Gris","Gasolina","78000","Mazda","Mazda 2","No","RFZ-822","2011",,"Sí","Sí","Sí","Tela",,"Hidráulica","No","1500","Sí","No","CD","4x2","Mecánica","Eléctricos"
401,"Mazda 2 Sport","$ 33.000.000","2015","23.245 Km","Magdalena","http://articulo.tucarro.com.co/MCO-451949182-mazda-mazda-2-sport-_JM","Plateado","Gasolina","23245","Mazda","Mazda 2","Sí","UBK 309","2015","SPORT","Sí","Sí","Sí","Tela","4","Hidráulica","No","1500","Sí","No","CD","4x2","Mecánica","Eléctricos"
402,"Mazda 2 2010","$ 24.500.000","2010","110.000 Km","Atlántico","http://articulo.tucarro.com.co/MCO-452547289-mazda-2-2010-_JM","Negro","Gasolina","110000","Mazda","Mazda 2",,"QID-822","2010",,"Sí","Sí","Sí","Tela",,"Hidráulica",,"1.5","Sí",,"MP3","4x2","Automática","Eléctricos"
403,"Mazda 2 Touring Mt","$ 47.950.000","2017","0 Km","Huila","http://articulo.tucarro.com.co/MCO-432232838-mazda-2-touring-mt-pano-_JM","Blanco","Gasolina","0","Mazda","Mazda 2",,"***","2017","touring MT","Sí","Sí","Sí","Tela",,"Hidráulica","Sí","1500","No",,"MP3",,"Mecánica","Eléctricos"
404,"Mazda 2 Grand Touring","$ 56.520.000","2017","0 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-447879887-mazda-2-grand-touring-automatico-_JM","Plateado","Gasolina","0","Mazda","Mazda 2","Sí","-","2017","Grand Touring","Sí","Sí","Sí","Cuero","4","Asistida","Sí","1.5 L.","Sí","No","MP3","4x2","Automática","Eléctricos"
405,"Mazda 2 Hb 1.5 Mt","$ 29.000.000","2012","70.000 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-453563317-mazda-mazda-2-hb-15-mt-_JM","Plateado","Gasolina","70000","Mazda","Mazda 2","No","RKS-748","2012","HB 1.5 MT","Sí","Sí","Sí","Tela",,"Hidráulica",,"1500","Sí",,"MP3",,"Mecánica","Eléctricos"
406,"Mazda 2 Sport","$ 31.500.000","2012","37.000 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-452388005-mazda-mazda-2-sport-_JM","Plateado","Gasolina","37000","Mazda","Mazda 2","No","MCL-778","2012","Sport","Sí","Sí","Sí","Semi-cuero",,"Hidráulica","No","1498","Sí","No","MP3",,"Automática","Eléctricos"
407,"Mazda 2","$ 27.500.000","2010","90.000 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-451082690-mazda-mazda-2-_JM","Blanco","Gasolina","90000","Mazda","Mazda 2","Sí","RZV-056","2010",,"Sí","Sí","Sí","Cuero",,"Hidráulica",,"1500","Sí",,"MP3",,"Automática","Eléctricos"
408,"Mazda 2","$ 33.000.000","2013","30.100 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-450833371-mazda-mazda-2-_JM","Negro","Gasolina","30100","Mazda","Mazda 2","No","HAT490","2013",,"Sí","Sí","Sí","Tela",,"Hidráulica","No","1500","Sí","No","MP3","4x2","Automática","Eléctricos"
409,"Mazda 2 Full","$ 53.000.000","2017","17.230 Km","Antioquia","http://articulo.tucarro.com.co/MCO-452406751-mazda-mazda-2-full-_JM","Blanco","Gasolina","17230","Mazda","Mazda 2","Sí","ISV543","2017","FULL","Sí","Sí","Sí","Tela",,"Hidráulica","No","1500","Sí","No","CD",,"Automática","Eléctricos"
410,"Mazda 2 Mazda 2 Touring Automatico 2017","$ 52.400.000","2017","0 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-448034467-mazda-2-touring-at-_JM","Azul","Gasolina","0","Mazda","Mazda 2",,"Impar","2017","Mazda 2 Touring Automatico 2017","Sí","Sí","Sí","Tela","4","Asistida","Sí","1.5 C.C.","Sí","No","MP3","4x2","Automática","Eléctricos"
411,"Mazda 2 Touring","$ 44.000.000","2016","11.020 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-450844832-mazda-mazda-2-touring-_JM","Azul","Gasolina","11020","Mazda","Mazda 2","Sí","IKV-562","2016","TOURING","Sí","Sí","Sí","Cuero",,"Hidráulica","No","1496","Sí",,"CD",,"Automática","Eléctricos"
412,"Mazda 2 1500cc","$ 29.500.000","2011","39.450 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-451611948-mazda-2-1500cc-_JM","Rojo","Gasolina","39450","Mazda","Mazda 2",,"RKX-009","2011",,"Sí","Sí",,"Tela","4","Hidráulica","No","1500","Sí","No","MP3","4x2","Automática",
413,"Mazda 2 Aut 1.5 Cc","$ 24.500.000","2008","96.000 Km","Valle Del Cauca","http://articulo.tucarro.com.co/MCO-452550372-mazda-2-hb-15-automatico-2008-_JM","Gris","Gasolina","96000","Mazda","Mazda 2","No","CZP298","2008","Aut 1.5 cc","Sí","Sí","Sí","Tela","4","Hidráulica","Sí","1500","Sí","No","MP3","4x2","Automática","Eléctricos"
414,"Mazda 2 Sedan","$ 28.900.000","2011","94.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-452876535-mazda-2-sedan-at-_JM","Blanco","Gasolina","94000","Mazda","Mazda 2",,"KLR161","2011","SEDAN","Sí","Sí","Sí","Tela",,"Hidráulica",,"1500","Sí",,"R/Rep.",,"Automática",
415,"Mazda 2 1500 Automatico","$ 27.500.000","2011","58.000 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-452304210-mazda-2-1500-automatico-_JM","Gris","Gasolina","58000","Mazda","Mazda 2","No","RJS541","2011",,"Sí","Sí","Sí","Tela",,"Hidráulica","Sí","1500","No","No","MP3","4x2","Automática","Eléctricos"
416,"Mazda 2 Mazda 2 Mt","$ 43.500.000","2016","10.200 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-449586395-mazda-mazda-2-mazda-2-mt-_JM","Gris","Gasolina","10200","Mazda","Mazda 2","No","UUQ639","2016","MAZDA 2 MT","Sí","Sí","Sí","Tela","4","Hidráulica","No","1.5","Sí","No","MP3","4x2","Mecánica","Eléctricos"
417,"Mazda 2 Hb","$ 36.000.000","2015","62.600 Km","Antioquia","http://articulo.tucarro.com.co/MCO-449622338-mazda-mazda-2-hb-_JM","Plateado","Gasolina","62600","Mazda","Mazda 2","No","HAL-523","2015","HB","Sí","Sí","Sí","Cuero","4L","Hidráulica","No","1500","Sí","No","MP3","4x2","Automática","Eléctricos"
418,"Mazda 2 Touring","$ 42.000.000","2016","11.000 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-450093815-mazda-mazda-2-touring-_JM","Plateado","Gasolina","11000","Mazda","Mazda 2","Sí","IXN-598","2016","TOURING","Sí","Sí","Sí","Tela",,"Hidráulica",,"1500","Sí",,"MP3","4x2","Mecánica","Eléctricos"
419,"Mazda 2","$ 38.000.000","2015","28.300 Km","Antioquia","http://articulo.tucarro.com.co/MCO-452405480-mazda-mazda-2-_JM","Blanco","Gasolina","28300","Mazda","Mazda 2","Sí","IAR107","2015",,"Sí","Sí","Sí","Tela","4","Hidráulica","No","1500","Sí","No","MP3","4x2","Automática","Eléctricos"
420,"Mazda 2 Hb","$ 21.500.000","2009","89.000 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-452703379-mazda-mazda-2-hb-_JM","Negro","Gasolina","89000","Mazda","Mazda 2","No","PLR-261","2009","HB","Sí","Sí","Sí","Tela",,"Hidráulica","No","1500","Sí","No","CD","4x2","Automática","Eléctricos"
421,"Mazda 2 Hb","$ 26.300.000","2011","83.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-451149541-mazda-mazda-2-hb-_JM","Gris","Gasolina","83000","Mazda","Mazda 2",,"KHK-395","2011","HB","Sí","Sí","Sí","Tela","4L","Hidráulica","No","1500","Sí","No","MP3","4x2","Mecánica","Eléctricos"
422,"Mazda 2 2016","$ 48.800.000","2016","19.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-453147004-mazda-mazda-2-2016-_JM","Azul",,"19000","Mazda","Mazda 2",,"IHS545","2016",,,,,,,"Hidráulica",,,"Sí",,,,"Automática",
423,"Mazda 2","$ 28.000.000","2012","60.000 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-450527754-mazda-mazda-2-_JM","Rojo","Gasolina","60000","Mazda","Mazda 2","Sí","RNN462","2012",,"Sí","Sí","Sí","Cuero",,"Hidráulica","No","1500","No","No","MP3","4x2","Automática","Eléctricos"
424,"Mazda 2 Mazda 2 1.5 Aut","$ 37.900.000","2015","19.000 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-451859252-mazda-2-15-automatico-full-equipo-2015-_JM","Gris","Gasolina","19000","Mazda","Mazda 2","Sí","ZXU515","2015","MAZDA 2 1.5 AUT","Sí","Sí","Sí","Tela","4","Hidráulica","Sí","1500","Sí","No","MP3","4x2","Automática","Eléctricos"
425,"Mazda 2 Skyctiv","$ 50.620.000","2017","0 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-435075330-mazda-2-touring-aut-skyactiv-_JM","Blanco","Gasolina","0","Mazda","Mazda 2","Sí","000000","2017","SKYCTIV","Sí","Sí","Sí","Tela","4","Asistida","Sí","1500","No","No","R/Rep.","4x2","Automática","Eléctricos"
426,"Mazda 2 Grand Touring 1500cc Hatchback Mecán...","$ 49.900.000","2017","4.487 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-448550761-mazda-2-grand-touring-1500cc-hatchback-mecanico-2017-_JM","Rojo","Gasolina","4487","Mazda","Mazda 2",,"IYN269","2017",,,"Sí",,"Tela",,"Hidráulica","Sí","1500","No",,,,"Mecánica","Eléctricos"
427,"Mazda 2 Mazda 2 Mt 1500 Grand Touring","$ 45.000.000","2016","23.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-452258838-mazda-mazda-2-cc-1500-mt-grand-touring-_JM","Blanco","Gasolina","23000","Mazda","Mazda 2",,"USX-306","2016","MAZDA 2 MT 1500 Grand Touring","Sí","Sí","Sí","Tela",,"Hidráulica","Sí","1500","Sí",,"MP3","4x2","Mecánica","Eléctricos"
428,"Mazda 2 Mazda 2 Grand Touring Automático 1.5...","$ 57.450.000","2017","0 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-447879862-mazda-2-grand-touring-at-15-cc-_JM","Otro","Gasolina","0","Mazda","Mazda 2","No","-","2017","Mazda 2 Grand touring Automático 1.5 C.C. 2016","Sí","Sí","Sí","Tela","4","Asistida","Sí","1.5 L.","Sí","No","MP3",,"Automática","Eléctricos"
429,"Mazda 2 Touring","$ 50.250.000","2017","0 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-447879896-mazda-mazda-2-touring-_JM","Negro","Gasolina","0","Mazda","Mazda 2","Sí","-","2017","TOURING","Sí","Sí","Sí","Tela","4","Asistida","Sí","1.5","Sí","No","MP3","4x2","Automática","Eléctricos"
430,"Mazda 2 Grand Touring","$ 52.150.000","2017","0 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-447879888-mazda-2-grand-touring-mecanico-_JM","Plateado","Gasolina","0","Mazda","Mazda 2",,"-","2017","Grand Touring","Sí","Sí","Sí","Tela","4 Cilindros","Asistida","Sí","1.5","Sí",,"MP3","4x2","Mecánica","Eléctricos"
431,"Mazda 2 Grand Touring","$ 49.000.000","2016","14.530 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-451664392-mazda-mazda-2-grand-touring-_JM","Negro","Gasolina","14530","Mazda","Mazda 2","Sí","IJT-732","2016","GRAND TOURING","Sí","Sí","Sí","Cuero",,"Hidráulica",,"1500","Sí",,"R/Rep.",,"Automática","Eléctricos"
432,"Mazda 2","$ 28.000.000","2014","55.260 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-453239508-mazda-mazda-2-_JM","Gris","Gasolina","55260","Mazda","Mazda 2","No","HSO 208","2014",,"Sí","Sí","Sí","Tela",,"Hidráulica","No","1500","Sí","No","MP3","4x2","Mecánica","Eléctricos"
433,"Mazda 2 Gran Touring","$ 54.950.000","2017","0 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-447879851-mazda-2-gran-touring-_JM","Azul","Gasolina","0","Mazda","Mazda 2","Sí","-","2017","GRAN TOURING","Sí","Sí","Sí","Tela","4","Asistida","Sí","1.5","Sí",,"MP3","4x2","Mecánica","Eléctricos"
434,"Mazda 2","$ 25.000.000","2010","83.000 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-450409598-mazda-mazda-2-_JM","Rojo","Gasolina","83000","Mazda","Mazda 2","No","KDR157","2010",,"Sí","Sí",,"Cuero",,"Hidráulica","No","1500","Sí","No","MP3","4x2","Automática","Eléctricos"
435,"Mazda 2 Grand Touring","$ 56.520.000","2017","0 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-447879893-mazda-mazda-2-grand-touring-_JM","Azul","Gasolina","0","Mazda","Mazda 2",,"-","2017","Grand Touring","Sí","Sí","Sí","Cuero","4","Asistida","Sí","1.5","No",,"MP3","4x2","Automática","Eléctricos"
436,"Mazda 2 Mazda 2 Sd 1500 Aa","$ 27.900.000","2012","45.000 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-453661363-mazda-2-sedan-1500-aa-2012-5-pts-plata-_JM","Gris","Gasolina","45000","Mazda","Mazda 2",,"DLS940","2012","MAZDA 2 SD 1500 AA","Sí","Sí","Sí","Tela","4","Hidráulica","No","1500","Sí","No","MP3","4x2","Mecánica",
437,"Mazda 2 Touring","$ 50.250.000","2017","0 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-447879895-mazda-2-touring-at-_JM","Gris","Gasolina","0","Mazda","Mazda 2",,"-","2017","Touring","Sí","Sí","Sí","Tela","4","Asistida","Sí",,"Sí",,"MP3","4x2","Automática","Eléctricos"
438,"Mazda 2 Skyactiv","$ 47.970.000","2017","0 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-435075402-mazda-mazda-2-sport-_JM","Gris","Gasolina","0","Mazda","Mazda 2","Sí","000000","2017","SKYACTIV","Sí","Sí","Sí","Tela","4","Asistida","Sí","1500","No","No","R/Rep.","4x2","Mecánica","Eléctricos"
439,"Mazda 2 Hatch Back","$ 22.500.000","2010","91.000 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-452376748-mazda-mazda-2-hatch-back-_JM","Beige","Gasolina","91000","Mazda","Mazda 2",,"QID-358","2010","Hatch back","Sí","Sí","Sí","Tela",,"Hidráulica","No","1500","Sí","No","MP3","4x2","Mecánica","Eléctricos"
440,"Mazda 2 Mazda 2","$ 21.500.000","2009","94.566 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-452156498-mazda-mazda-2-mazda-2-_JM","Plateado","Gasolina","94566","Mazda","Mazda 2","No","DCL-877","2009","Mazda 2",,"Sí","Sí","Tela",,"Hidráulica","No","1500","Sí","No","MP3",,"Mecánica","Eléctricos"
441,"Mazda 2 Aut, Dvd","$ 29.500.000","2011","47.500 Km","Antioquia","http://articulo.tucarro.com.co/MCO-454097772-mazda-2-aut-dvd-gps-bluetooth-_JM","Negro","Gasolina","47500","Mazda","Mazda 2","No","RGM262","2011","AUT, DVD","Sí","Sí","Sí","Cuero","4","Hidráulica","No","1500","Sí","No","MP3","4x2","Automática","Eléctricos"
442,"Mazda 2 Hatch Back","$ 30.000.000","2011","59.000 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-454055210-mazda-2-sport-hatch-back-_JM","Blanco","Gasolina","59000","Mazda","Mazda 2",,"RGV558","2011","Hatch Back","Sí","Sí","Sí","Cuero","4","Hidráulica","No","1500","Sí","No","CD","4x4","Automática","Eléctricos"
443,"Mazda 2 - Automatico 2014","$ 34.000.000","2014","24.000 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-453766016-mazda-2-automatico-2014-_JM","Gris","Gasolina","24000","Mazda","Mazda 2","Sí","7","2014",,"Sí","Sí","Sí","Tela",,"Hidráulica","No",,"Sí",,,"4x2","Automática","Eléctricos"
444,"Mazda 2 Hb Mt Vers Especial Parrot","$ 38.100.000","2015","18.000 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-453819004-mazda-2-hb-mt-vers-especial-parrot-_JM","Plateado","Gasolina","18000","Mazda","Mazda 2","Sí","XXX-XX7","2015","HB MT Vers Especial Parrot","Sí","Sí","Sí","Cuero","16","Otro","No","1500","Sí","No","R/Rep.","4x2","Mecánica","Eléctricos"
445,"Mazda 2 2015","$ 35.500.000","2015","39.000 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-454099778-mazda-mazda-2-2015-_JM","Gris",,"39000","Mazda","Mazda 2",,"UCK935","2015",,,,,,,"Asistida",,,"Sí",,,,"Automática",
446,"Mazda 2 2017","$ 51.000.000","2017","14.000 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-453923153-mazda-mazda-2-2017-_JM","Otro",,"14000","Mazda","Mazda 2",,"Par","2017",,,,,,,"Asistida",,,"Sí",,,,"Automática",
447,"Mazda 2 Spoiler Y Estribos De Lujo, Cuero, D...","$ 32.500.000","2012","62.200 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-453862090-mazda-2-spoiler-y-estribos-de-lujo-cuero-dvd-gps-tv-tdt-_JM","Rojo","Gasolina","62200","Mazda","Mazda 2","No","RNW480","2012",,"Sí","Sí","Sí","Cuero",,"Hidráulica","No","1500","Sí","No","MP3",,"Automática","Eléctricos"
448,"Mazda 2 2013","$ 29.500.000","2013","40.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-454080335-mazda-2-2013-_JM","Gris","Gasolina","40000","Mazda","Mazda 2","No","kdm934","2013",,"Sí","Sí","Sí","Tela",,"Hidráulica","No","1600","Sí","No","CD","4x2","Mecánica","Eléctricos"
449,"Mazda 2 Full Equipo","$ 24.200.000","2011","85.000 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-449843439-mazda-2-motor-15-ano-2011-5-puertas-_JM","Negro","Gasolina","85000","Mazda","Mazda 2","No","RFZ883","2011","FULL EQUIPO","No","Sí","Sí","Tela","4","Hidráulica","No","1500","Sí","No","MP3","4x2","Mecánica","Eléctricos"
450,"Mazda 2 Mazda 2 Gran Touring","$ 45.500.000","2016","18.000 Km","Meta","http://articulo.tucarro.com.co/MCO-452692135-mazda-2-gran-touring-mecanico-_JM","Rojo","Gasolina","18000","Mazda","Mazda 2","Sí","ikz644","2016","mazda 2 gran touring","Sí","Sí","Sí","Cuero","4","Hidráulica","No","1500","Sí","No","MP3","4x2","Mecánica","Eléctricos"
451,"Mazda 2 Zoom","$ 32.950.000","2014","54.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-452362169-mazda-2-automtico-_JM","Azul","Gasolina","54000","Mazda","Mazda 2","No","XXX111","2014","ZOOM","Sí","Sí","Sí","Tela",,"Hidráulica","No","1500","Sí","No","MP3","4x2","Automática","Eléctricos"
452,"Mazda 2 - Touring - 5.600 Kilómetros Recorri...","$ 49.000.000","2017","5.600 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-452153653-mazda-2-touring-5600-kilometros-recorridos-_JM","Rojo","Gasolina","5600","Mazda","Mazda 2","Sí","3","2017",,"Sí","Sí","Sí","Cuero",,"Asistida","No","1500","Sí","No",,"4x2","Automática","Eléctricos"
